guanine,1.37341273,5.64025132,0.23352517,0.81309887,1.58800136,7.59436808,6.5569266,0.70675394,4.50396825,4.48556442,1,1.58271233,0.23731458,6.83166166,1.49739715,3.67437333,3.51083525,3.31604378,5.02164645,1.86938156,1.10610637,1.12565352,5.45448632,2.04488712,4.63941509,1.23262671,5.64277496,1.61347217,12.23429347,8.08842334,3.54851819,3.61782454,2.03895098,2.85998103,0.66826169,4.44072017,0.04600082,1.60368289,1.23674752,8.22742995,1.05811015,1.39027272,1.89898717,3.00332166,3.94142321,1.58010897,1.16665304,3.09911913,0.82256142,0.2097348,1.1018673,0.57198547,9.71663927,1.15919886,1.05134417,4.46368522,1.6490802,7.00675194,0.93212785,0.82642973,10.84975314,0.31857828,2.64106615,1,5.17176778,0.83501378,1.04819393,0.180945,0.19989257,0.20373744,0.16838361,1.54059901,0.50547234,0.96209983,0.12567617,0.95180607,0.50412052,0.58431578,0.04600082,0.20690208,0.07995642,0.33819726,0.31207288,1.62138268,0.10419905,0.14349108,0.30518245,0.3557226,0.1213593,0.04600082,0.54274644,0.45633566,1.30279041,0.04600082,0.76459275,0.3308932,1,0.04600082,0.22673867,0.21424803,0.14219407,0.58365507,0.04600082,0.49727136,1.22352075,0.36463617,0.06648869,0.07123738,0.73560366,0.8499857,0.62516207,0.13891848,0.2702829,0.17610691,0.13999767,1.37526919,0.04600082,0.28181556,1.09997015,2.78632995,1.19010439,0.04600082,0.20237226,0.15816271,0.29611464,0.04600082,0.49002401,0.04806127,0.97165531,0.83644405,0.64537413,0.04600082
guanosine,1.3412828,4.5600983,0.9911825,1.1024394,3.319014,4.6892204,3.090805,0.9097953,3.027915,6.1240948,1.6356963,2.0588019,0.7695432,4.3018066,2.3632122,4.4371766,3.6774486,1.7859503,2.1143975,1.8050256,1.0107769,0.9700247,2.6928445,1.468735,2.2793316,1.3168215,5.9559347,2.219298,3.8963846,3.270957,1.90805,2.3877934,1.1525446,3.1070461,0.6269591,1.231513,0.5529669,1.5330314,2.6615656,4.1630732,1.0682585,1.2937986,1.3527974,2.0028355,1.8312368,2.4207679,1.6526911,0.6385741,0.2459049,0.7880852,1.7006883,1.1559429,4.3090806,0.9747846,1.4104443,7.0235576,1.3311658,3.0755355,1.2590139,1.1671722,6.6072119,0.731679,1.3367021,1.1844535,2.7906424,0.9036224,1.1638249,0.976249,0.8224324,0.8060547,0.6891363,0.4096943,1,0.8582336,0.2528554,0.6605135,0.7871739,0.9411738,0.380671,1,0.3096992,1.4940832,0.7401883,0.67985,0.3074241,0.303836,0.8790221,0.902221,0.4363117,0.4029092,0.9317826,0.6075186,1.3980075,0.3709274,0.9924016,0.3110519,1.1244713,0.3779701,0.709976,0.5701082,0.6961494,1.1350746,0.2852978,0.9131526,0.9245008,0.7698987,0.729874,0.1648589,0.9430235,0.8735703,0.4787205,1.0929811,0.5111596,0.9892231,0.5043925,0.957457,0.6703446,0.5611382,1.1924062,5.6740004,1.3382128,0.8062271,0.6181559,0.7195135,0.4339669,0.559011,1.5724384,0.8377976,0.6768037,1.042543,0.5286248,0.3094785
heme*,8.6483676,0.1232841,0.4485467,1.7949732,0.3501941,9.7021196,1.2468796,14.4947639,16.1599989,0.1232841,4.8693215,0.8705814,1.4538687,0.1860798,0.3863496,0.6324345,0.5114387,7.9651777,8.4863105,0.7891519,6.1314,2.68182,0.1232841,6.8014394,0.5738017,1,8.1670795,1.5466585,19.6010616,0.1232841,3.1785387,1.3506591,0.2089641,33.3109389,57.3061214,0.6655252,0.2964276,1.1342975,1.7189143,7.3561464,0.5046861,0.7351289,0.4094539,13.5958924,10.0664934,2.2827406,8.2894993,0.847533,1.3286838,0.648957,26.1066013,1.0320345,0.1232841,6.882021,0.2792455,28.9529414,1.6009047,0.6706949,0.8225613,0.1521856,1.4097279,0.8378837,1,6.2121593,0.9277924,2.5048267,9.4679633,0.4526383,0.9230413,0.7230831,1.8816213,0.7411766,0.9519354,2.7738039,0.4692618,1.0558192,0.1232841,0.981966,0.9635888,0.5071154,0.6472734,0.5966864,0.9634261,5.5001406,0.2428669,1.0044808,0.2814921,0.6425622,0.5545135,0.733161,0.1232841,0.8840937,0.9151051,22.8062291,0.667075,0.9707644,0.2333237,1.4689357,0.4983946,10.2256177,0.9244068,2.6899069,0.4703536,0.2714856,1.4679826,0.3415396,0.289169,1.0150076,0.9056558,1.018034,1.4176705,7.9577097,0.5038915,3.6691202,15.0234712,0.5122709,0.5379267,0.4821036,1.0364112,84.335706,0.4245051,1.1679469,1.0971888,2.2573953,1.3867587,1.3620737,0.4600048,0.7941521,5.1681226,18.5960323,0.4626909,0.8662372
hexanoylcarnitine,1.1593113,2.5645709,0.8674446,0.4270613,1.2486526,1.43681,2.0536078,1.0040088,1,2.2116149,0.6280744,4.889213,0.4196439,2.5824129,3.4377753,3.8593017,3.4122256,3.1927584,1.2906848,1.4827461,1.2986819,0.2183078,0.5859583,2.4727703,2.4898084,0.3315357,3.7954836,2.7547224,1.0760087,0.8883577,0.6330189,2.2044963,1.6940308,1.9309076,0.4481494,2.0550425,0.1199512,2.4178129,0.5233578,2.8011224,0.612229,1.3367851,4.9212515,2.2582857,7.9798755,3.1009497,1.8836647,1,0.3565725,0.2176536,3.3840479,1,2.1251136,0.5601464,1.3327192,3.3647227,1.8088049,3.4398866,2.2386613,1.07024,1.1094166,0.7636038,1.310086,1.5309891,9.1078981,0.2566448,1.2595455,0.1199512,0.1608124,0.8340722,0.1199512,0.7435198,0.6239122,1.288067,0.1199512,1.0502771,0.8406887,0.3614354,0.3975206,0.6356489,0.1199512,0.5812551,0.3055251,0.5889192,0.1199512,0.3347464,0.1199512,0.1199512,0.1199512,0.1199512,0.5318169,0.3584102,1.9974698,0.3771198,1.5329528,0.4666818,1.3153117,0.9538703,0.3175883,0.3610968,0.1199512,0.5051803,0.1966981,0.809619,0.7025583,0.1199512,0.4591365,0.1199512,0.7190782,0.7058039,0.7881347,0.1199512,0.4380667,0.7792356,0.5577882,1.4562996,0.2502588,0.1199512,0.7616646,3.4383288,1.4810742,1.0711453,0.8808248,1.1518882,0.4574334,0.6142922,0.6899245,0.1752018,0.8832595,1.2049311,0.3500332,0.1199512
hippurate,0.3961466,1.1174313,0.3961466,3.0659469,4.7732456,1.0013781,1.4357935,0.629219,1.2618408,0.5156859,0.3961466,0.4786888,0.8114958,1.5465421,1.4230925,2.4592118,1.4325104,0.9013498,0.9900648,1.0411476,1.1179733,0.6553787,0.3961466,0.4610558,1.6708097,0.3961466,3.6398878,0.5226624,0.470209,0.9986219,2.2981859,1.242546,0.9611499,0.3961466,0.3961466,1.0690309,0.3961466,0.3961466,0.7101723,0.6445641,2.1751932,0.3961466,1.3773263,1.6119375,0.3961466,3.8794355,0.3961466,0.4985787,0.6720849,0.7860963,3.1252319,0.3961466,0.836267,0.592007,3.2694736,0.3961466,0.4755198,0.6785805,0.3961466,0.7057544,0.3961466,0.3961466,0.7016545,0.4881713,0.3961466,0.3961466,1.4851223,0.3961466,0.3961466,0.3961466,1.1851066,1.4896393,1.0712585,1.0357605,0.3961466,0.790491,0.3961466,0.3961466,0.3961466,0.3961466,0.3993636,1.1640523,0.405349,0.8097034,0.3961466,0.4296318,0.3961466,0.3961466,0.3961466,0.3961466,0.7968108,0.8893766,1.0360473,0.3961466,1.3466793,0.4397883,1.658166,0.3961466,0.3961466,0.842568,0.3961466,1.7990378,0.3961466,1.0099352,0.3961466,0.4959912,0.9639527,0.3961466,1,0.3961466,2.4854282,0.3961466,0.6311792,1.5446815,0.7763342,1.2417474,0.3961466,0.3961466,3.1789676,0.3961466,1.0221137,0.3961466,0.3961466,0.3961466,0.5247069,0.4875715,1.0591697,0.3961466,0.3961466,0.3961466,0.3961466,0.3961466
histamine,1.7036223,0.0774515,0.9470603,1.3112794,0.8904691,0.0774515,1,2.4014577,1.2695967,0.6772157,1.0337031,0.8425367,0.0774515,1.6440932,0.9293871,2.2029971,0.7006375,0.6407883,1.4787526,2.6169374,1.973591,2.438963,2.5606016,2.1866903,2.4093687,0.9364881,0.199393,2.3104833,0.1118943,3.4129121,1.4516851,1.3817574,1.8064406,0.6228269,0.8526793,3.1942378,0.2278373,1.160834,1.8208214,0.0774515,1.6922092,0.3807168,1.2327629,4.9531075,3.0213361,2.2807921,4.9312199,4.7229515,0.4336019,0.3095827,1.4886214,3.6214437,0.5258076,1.6624638,1.8844917,0.0774515,1.6144461,0.1502838,2.7727447,1.2497018,0.0774515,1.1200189,2.0330936,4.640792,0.4309909,0.2590778,1.3453288,0.0774515,0.4989462,1.1046753,0.173728,0.633396,0.3121248,1.9224066,0.7541645,0.7769208,0.9351539,2.2434132,0.2397355,1.9380454,0.3128256,0.8870095,0.1890898,1.0131294,0.109143,0.8483736,1.0003636,1.8257528,0.2892773,0.2144606,1.1273629,0.8302615,2.5552079,0.6357865,1,0.5697509,2.9161781,0.230798,0.9202433,0.9033154,0.6642029,0.8698273,0.2358071,0.6666656,1.4546665,0.6139711,1,0.5183806,1.3790921,0.5038551,1.2036586,0.3847023,0.190184,1.3163564,0.9996364,2.2790712,0.1286024,0.1365354,1.5195565,0.0774515,1.358474,1.3580212,1.5428054,0.2882745,0.1797438,0.411789,1.9998071,0.8143962,2.3325231,0.905865,0.4555313,0.1595958
histidine,0.5511754,1.1378557,1.3089788,0.5993218,1.4907757,0.7301156,1.4089706,1.381048,0.6604424,0.8951499,1.1359127,1.3630182,0.915687,0.8564989,1.396179,0.9658302,1.1107037,2.1044914,1.3000786,1.3454401,0.5294649,2.1902786,1.1292199,1.8554245,0.7752511,1.4707439,1.0505683,1.5355095,0.774788,1.318246,1.1624486,1.3118584,0.8452614,1.9820778,1.0351481,0.5841203,0.4734823,1.0815318,1.6607482,1.4359041,0.7034378,0.7274886,0.4762658,1,0.4964927,0.3042979,0.5839503,1.0310963,1.126158,0.5569972,0.6013056,1.0512042,0.885444,0.9595705,0.9642649,1.3692179,1.1832552,1.3269629,1.0603773,1.6468803,1.2215568,0.6508486,1.1620646,0.964589,0.3857191,0.6253749,1.0076963,0.1097519,1.0746659,1.2621944,1.2437318,0.8781038,0.5317071,1.1916191,1.0477399,0.7924925,0.7157944,1.1003266,1.3155061,1.0273174,1.5680573,1.553582,0.7888597,1.2396704,0.6095466,0.2263651,2.2876216,1.4112681,1.2197955,0.4389337,1.1896898,1.9591334,0.5279446,0.5479168,1.3959047,1.4347207,0.9808041,0.4506237,2.3107798,0.4666481,0.4800857,0.6365581,0.6886273,0.5911807,1.2853255,0.9016053,1.9215552,0.9923037,0.9489913,0.1671047,0.1638565,0.3694085,0.5111833,0.2612091,1.0710415,1.0859524,0.1704125,0.4974949,1.1463203,1.3042028,0.7254794,1,0.7618011,1.0191959,0.9593138,0.351653,0.6324443,1.0377458,0.9150684,0.8079272,1.0560746,0.9729815
homocarnosine,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
homocysteine,0.1919378,1.1365408,0.1919378,0.1919378,1,0.1919378,2.6613769,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,1,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.5382247,1,0.1919378,1.7755914,0.1919378,1.1313385,0.1919378,0.8634592,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.8098681,0.1919378,0.1919378,0.1919378,0.1919378,1.4395432,0.1919378,0.1919378,0.9473538,0.1919378,0.1919378,0.1919378,0.1919378,2.254331,0.1919378,0.1919378,1.8721295,0.1919378,0.6758671,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.5564475,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378,0.1919378
hydroxyisovaleroyl carnitine,1,6.6906001,0.4576582,0.3180729,1.3849943,1.7587935,2.5269655,0.3180729,4.1249763,3.5839768,0.3180729,1.7451077,0.3180729,2.7834833,0.9269236,1.517414,2.1052644,1.0567573,2.426077,1.6590165,0.6117765,1.4550377,3.6892282,5.59519,4.749639,0.3180729,1.2344765,1.3889964,5.216551,2.4965073,1.5752526,1.2984682,1.7390254,1.6551153,0.4070782,2.6478852,0.3180729,0.8359569,0.5454012,7.8084803,0.904686,0.7470822,8.0224269,1.7866805,2.0447118,3.7294387,1.3342906,0.623364,0.7594566,0.4414876,2.0211003,0.9432427,3.6552336,0.3180729,0.8118765,25.0336926,0.3180729,4.9516555,0.9399904,0.8591889,3.1098975,0.3743585,1.9479968,1.2954964,3.0594522,0.3180729,0.4611646,0.3180729,0.3180729,0.3180729,0.3180729,0.5162765,0.4366981,1.8933349,0.3828557,1.153186,0.6582831,0.3180729,0.3180729,0.6902055,0.3180729,0.3180729,0.7156158,1.3468064,0.3180729,0.3180729,0.3180729,0.5348368,0.3180729,0.3180729,0.3180729,0.3180729,1.095314,0.6299113,0.3180729,0.3530767,0.8061407,0.5535373,0.7358883,0.3180729,0.3180729,0.3372656,0.3180729,1.349934,0.4609995,0.3180729,0.3180729,0.3241929,0.3180729,0.9316893,0.3180729,0.3677427,0.8925348,0.8639551,0.4587607,0.9516404,0.3180729,0.3180729,0.3180729,10.6841742,0.6616785,0.7515075,0.4365083,1.2222378,1,0.8531138,0.5845907,0.3935519,0.3180729,0.6055338,0.6852972,0.3180729
hypoxanthine,1.3418401,4.5431334,0.3756192,0.4938821,2.4015173,5.0288393,3.1753166,0.9419393,4.2267679,3.3760837,1.23862,2.152769,0.3258559,2.8045662,1.9475125,3.5559903,2.5729878,2.2952039,2.6137854,1.287312,1.1607023,1.0602672,4.1673168,1.5309126,3.1995081,0.7994588,3.216689,2.1125678,7.1723337,5.561003,2.4923729,1.8830832,1.5853092,1.8542245,1.098371,2.3274636,0.2120591,1.7912055,1.0235626,4.458512,1.3616378,1.6165356,0.360305,2.5271181,2.7477156,1.133033,1.3272451,1.6691134,1.3337895,0.2510849,1.2691524,1.5709317,3.4943658,1.2357154,1.4743773,3.6765117,1.7373914,4.1040946,1.2319855,0.7920928,3.9990395,0.5358779,2.4842533,1.1884823,3.4663292,0.5041753,1.344222,0.1896233,0.2962126,0.3814126,0.242793,0.9780325,0.4843769,1.1731403,0.402848,1.0580607,0.5182944,0.6797575,0.4877269,0.644366,0.4112149,0.7599545,0.5769157,1.3663768,0.2955142,0.3211306,0.4042647,0.7052406,0.2425071,0.3602544,0.6423754,0.808942,1.588843,0.3814379,0.889733,0.6911415,1.0219675,0.5121155,0.2786304,0.2469349,0.5546869,0.5449066,0.4523189,0.7104034,1,0.310785,0.4571167,0.434044,0.8832253,0.5189123,0.5524376,0.2526013,0.5470722,0.4799181,0.3479871,1.130107,0.2658388,0.2903841,1,2.5855854,1.4404604,0.6825109,0.947618,0.5665857,0.5254068,0.7275389,0.5982677,0.4065687,1.0629241,0.9749772,0.7240608,0.1634267
ibuprofen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
inosine,0.71965411,3.41557376,0.99564218,0.67343876,3.99966957,2.08580552,1.34196118,0.46200348,3.53894904,4.17279557,1.62013133,2.15170053,0.23947334,1.86463107,2.50488307,2.82629294,2.89889051,1,0.99583097,1.31770307,0.60626497,0.945641,2.72885262,0.64992594,1.22054801,0.60564502,3.58103326,2.02252271,2.0628125,2.93089924,1.0258614,1.09655448,1.02234805,1.18666404,0.29880366,1.13140336,0.59462591,1.69864106,1.66825552,2.29754691,1.15723609,0.95077161,0.08471288,1.72883328,1.84486663,2.74740831,1.42668779,0.50616787,0.17335216,0.73309443,2.61095083,1.39793641,1.56038731,0.95340607,1.15907752,7.09888322,1.31200651,1.53348102,1.50141428,1.09258674,2.19412935,1.04227062,1.04694349,1.25109106,2.47406803,0.36832734,1.13697376,0.63748933,0.55366792,1.22995469,0.53713134,0.14845256,0.8256416,1.18335369,0.18144136,0.93761076,0.70556136,0.95444351,0.48462442,1.07828603,0.22892891,1.0338749,0.77262505,0.64187422,0.20773552,0.36497809,0.48629459,1,0.40867092,0.37777524,0.51597388,0.74476028,1.99137732,0.94947145,1.00445006,0.38304355,1.55171716,1.22018574,0.53761701,0.64853901,1.03134455,0.5656197,0.35402781,1.18977472,0.524274,0.44205265,0.9741386,0.11249903,0.82246447,0.9125929,0.36066721,0.84825154,0.87087752,1.37471878,1.49622286,1.00416903,0.62919179,0.61402955,0.90225359,4.44832323,1.47119253,0.74168115,0.79747267,1.54996769,0.45988461,1.3098545,1.84478247,0.74489954,0.29023665,0.80301173,0.57657773,0.32687934
inositol 1-phosphate (I1P),1.02373924,7.11639884,0.17105575,0.09645944,2.55227232,12.33657475,14.11322957,0.211448,6.38751468,3.96646234,0.70678586,1.9094718,0.09645944,16.95612018,1,2.26223586,21.97145946,7.3110759,4.02614884,0.09645944,0.30297779,1.62308364,18.65775682,2.88035315,3.19417545,0.09645944,2.73808814,2.15727271,5.71568068,16.0453324,3.28014272,2.54298318,1.47071936,2.12353408,0.50911841,5.99338922,0.35258437,1.3981041,1,6.85684365,1.94780123,2.11145204,2.52425431,8.6477281,3.79583342,1.39399596,1.25773928,1.49285124,0.09645944,0.22723091,0.99177415,0.69964849,3.9307637,0.45283873,0.33575303,2.46142282,1.19877748,23.78681815,0.36389821,0.09645944,7.94629013,0.42298202,6.19337343,1.27560867,3.38866505,0.20119641,0.67393486,0.09645944,0.09645944,0.09645944,0.09645944,0.47100585,0.81136235,2.32335898,0.09645944,3.03262401,0.15969161,0.32521109,0.51471928,0.21504778,0.22258289,0.2697229,0.09645944,0.59316036,0.09645944,0.09645944,0.09645944,0.73705966,0.09645944,0.37870286,0.44205803,0.13671355,1.31964291,1.48351956,0.69138654,0.1139638,0.77159916,0.51317385,0.09645944,0.09645944,0.49591259,0.47367266,0.51702565,0.50184152,0.29761647,0.09645944,0.09645944,0.09645944,0.3870015,0.09645944,0.63764262,0.09645944,0.09645944,0.71946103,0.78905076,1.33710868,0.09645944,0.14608817,0.09645944,1,1.00822585,0.09645944,0.09645944,0.38900041,0.09645944,0.31944913,0.43714862,0.25661835,0.3990262,0.71048848,0.33108564,0.09645944
"Isobar: fructose 1,6-diphosphate, glucose 1,6-diphosphate",0.2496008,7.9375712,0.2496008,0.2496008,0.4224023,1.9258106,0.2496008,0.2496008,0.8027313,0.5752278,0.2496008,0.2496008,0.2496008,1.2990713,0.2496008,0.2496008,1.4247722,0.2496008,0.7645942,0.2496008,0.2496008,0.2496008,1.6950591,0.6290438,0.2496008,0.2496008,1.0368306,0.9631694,0.3937968,1,0.2496008,0.2496008,0.2496008,0.4320868,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,1.2377187,0.2496008,0.7815627,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.5114876,0.2496008,0.2496008,0.2496008,1.2354058,0.2496008,0.2496008,5.8686455,0.2496008,1.1492154,0.2496008,0.2496008,8.1767331,0.2496008,0.2496008,0.2496008,0.7331823,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,5.5748337,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008,0.2496008
"Isobar: ribulose 5-phosphate, xylulose 5-phosphate",0.1358437,1.2469551,0.1358437,0.1358437,8.9925947,5.2473769,1.8228304,0.1716009,2.8871954,5.4068748,0.1358437,1.1403498,0.1358437,3.080146,1,1.1167148,6.6732879,0.824485,1.2972061,0.1358437,0.1358437,0.1358437,4.8551215,0.583454,1.6366818,0.1358437,2.3278045,0.8832852,1.0849456,2.0252682,0.1358437,1,0.1358437,1.4713786,0.1358437,0.4918235,0.1358437,0.1358437,0.4476451,2.4026993,0.1358437,0.6442316,0.1358437,1.9114684,0.9442791,0.4898028,0.1358437,0.7619341,0.7088815,0.1358437,0.548904,0.4119661,3.2987114,0.1358437,0.1358437,3.0163723,0.8596502,1.7542103,0.1523899,0.1358437,2.9456723,0.1358437,0.1358437,0.8069643,2.3669684,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.215731,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.189805,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.2212961,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.2070112,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.2783865,0.1358437,0.1358437,0.3097335,0.3460538,0.1358437,0.1358437,0.1358437,0.1358437,3.0468541,0.1358437,0.1358437,0.408863,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437,0.1358437
isobutyrylcarnitine,2.122434,1.9868224,0.7391575,1.0794119,1.0048022,1.5397444,5.6219816,0.6312029,1.9625816,2.5261576,0.8504153,2.2298903,0.2016798,2.9555146,0.7528299,2.6009101,0.2016798,0.789643,0.8444629,1.4371647,0.694939,1.4085259,0.2016798,3.6322241,0.8704873,0.9106672,1.9394737,0.2016798,0.5838135,1.7620763,2.2648952,0.7621598,1.3406539,0.2016798,0.9856618,1.2611678,0.2016798,0.9803986,0.2016798,4.4236869,0.53138,0.8055519,2.1530892,0.5217853,1.1629125,2.1530892,1.4267801,0.2016798,0.2016798,0.3066405,1.5195183,0.2016798,1.7286967,0.2016798,0.2016798,1.3792785,0.7843015,0.5074544,1.6579914,0.6362658,3.7504848,0.2016798,0.2016798,1.4566397,0.4735615,0.6745348,1,0.2016798,0.2016798,0.2016798,0.8757471,0.4588647,0.7456186,1.0905592,0.6148324,1.326915,1.5171474,0.7665056,0.675777,0.5201862,0.2016798,1.210353,1.2196313,1.491569,0.2194435,0.4267459,0.4333208,1.2985593,0.7169021,1.5081546,0.2016798,0.8706401,1.2146229,0.6568534,1.254285,0.8822456,1.0108659,0.4707877,0.2016798,0.9279545,0.2016798,0.7604165,0.4363439,1.0581618,1.1295127,0.2016798,0.4558268,0.2016798,1.5065946,0.2016798,0.7800917,1.724067,0.7380573,0.5179716,0.958711,1.0788397,0.2016798,1.7207274,0.9951978,0.745906,0.6290325,0.2016798,1.4899416,1.2294094,0.5395717,1.7715099,0.2016798,1.0828628,0.2016798,0.6822339,0.9891341,1.1524512
isoleucine,0.45722229,1.52766603,1.17083113,0.63230063,1.7513885,1.14119725,2.39416003,1.93847841,1.21451586,1.55166694,1.05436621,1.83031049,1,1.45761364,1.54036531,1.77945605,1.85218144,2.08428836,1.58182934,1.76910981,0.57021427,2.23549699,1.76810118,1.9204618,0.85422151,1.46047791,1.5170706,1.70038034,1.08388134,1.56324605,1.6610845,1.6689694,0.84020229,2.17622938,0.84486224,0.92237708,0.36975196,1.41317909,2.34669348,1.59543144,0.73409631,0.92848859,0.95187605,1.32146877,0.55399505,0.3067695,0.79785913,1.14454389,0.78620926,0.37467655,0.99919467,0.81858694,1.64259729,1.02009145,1.2075052,1.84648879,1.38850337,1.5598386,1.09275907,1.92071454,1.86550977,0.56703311,1.59699689,1.38233399,0.64229138,0.51661972,0.97990855,0.1318927,0.76975591,1.25217081,0.88797571,0.67207336,0.43904422,1.20420226,0.70891532,0.6399012,0.77134004,1.00009875,0.90863438,1.32719981,1.2286851,2.06375467,0.44763523,1.25746204,0.43759746,0.08932735,2.60813093,1.52897958,1.17402942,0.21544539,1.13558953,1.82910565,0.87323631,0.36250303,1,1.17344918,1.0647096,0.36614516,2.12320342,0.46508755,0.38619137,0.62381926,0.45533245,0.71878847,1.17874996,0.76768109,1.46732135,0.68937466,0.83587703,0.07314988,0.08201609,0.31888033,0.37223259,0.35589286,0.98829861,1.09572785,0.05040936,0.26649563,1.2523431,1.31073479,1.11700302,0.73532309,0.66001062,0.85218856,0.9352904,0.3021063,0.82775433,0.98679978,0.72591196,0.93269652,0.88472072,0.79167348
isovalerylcarnitine,1.9751504,24.7101618,0.6679532,1.294957,0.3675879,4.454406,1.4250739,0.6341639,3.1855869,1.7528941,0.3675879,1.9390423,0.3675879,9.0071032,0.5719882,17.739997,12.4258545,0.7930819,1.0981007,1,0.3675879,0.8162458,0.5560372,2.0999281,1.0183811,0.3898241,4.554963,0.6794674,0.9332459,1.9954005,0.9232358,1.0737546,0.749632,0.3675879,0.7062353,2.2632224,0.3675879,1.842789,0.3675879,33.7216652,0.3675879,3.4347149,2.3415831,0.7372768,5.8166155,2.6158032,1.5464046,0.5262702,0.4993103,0.5686293,2.4407505,0.4447051,2.866025,0.3675879,0.3675879,3.3130246,0.3675879,1.0398408,0.8306847,0.7013664,27.9162993,0.9771554,0.3675879,3.9809572,1.1394707,0.5044658,0.5539857,0.3675879,0.4641673,0.5269808,0.3675879,1.4607471,0.4947449,0.7001685,0.6377054,2.2184932,1.3565606,0.7901864,0.7048162,0.4374965,0.6630957,1.0070408,0.6540726,1.0539413,0.3675879,0.3675879,0.3675879,0.4930759,0.3675879,1.109349,0.4282406,0.3675879,0.7423712,1.6431518,0.7611827,1.5458418,1.0477841,0.5164541,0.4981902,1.020631,0.979369,1.6742095,0.8766853,1.0519025,0.9816189,0.7262518,1,0.3675879,3.1242642,1.4806693,2.5721365,0.3675879,0.3675879,0.7311232,1.0671093,0.7139796,0.3675879,0.8311416,0.8603318,1.8336407,0.3675879,0.7907011,1.5762452,0.3675879,0.3675879,2.880428,0.3675879,0.4165136,1.2085771,0.5616224,0.6681914,0.4040731
