3-methyl-2-oxovalerate,0.3357747,0.3357747,2.0473431,0.9970467,1.0733887,0.3357747,1.1919392,1.0019864,0.4670745,0.3357747,0.6294292,2.179288,0.9992416,0.91237,3.2380114,0.3414172,1.2170893,4.2496612,4.6323622,2.1402666,0.7843388,6.1076007,0.3824777,4.5683155,1.0328865,2.2957676,0.3357747,0.9356394,0.3357747,0.3357747,3.5880428,1.5572527,1.0696969,2.7820788,0.7863406,0.5272316,0.3357747,1.4383636,3.024126,2.9606861,1.1530849,3.9094249,0.7280543,0.6777372,0.3357747,0.3357747,0.5929419,1.2658264,0.7798434,0.4038857,3.5689606,0.869339,0.3357747,2.1718272,0.8327792,0.4002799,1.486454,0.9503555,1.6072821,1.8578358,0.7965178,0.9930033,2.4405437,1.1309137,0.541712,0.5266486,1.2595598,0.3357747,0.3357747,0.9141486,0.4139487,0.5616911,0.3357747,1.173962,0.3762261,1.269114,0.5507157,0.6390384,0.5374816,1.0007584,0.9983236,0.3764952,0.7945189,2.5662852,0.3357747,0.3357747,1.2688947,1.2561862,0.8148196,0.3357747,1.7361327,2.261179,1.3332206,0.3357747,1.9303843,1.3417315,1.0029533,0.3357747,0.7045476,0.9509931,0.3357747,0.4312208,0.8367765,0.824159,1.2722366,0.6328483,1.3284034,0.3357747,0.3357747,0.3357747,0.3357747,0.3357747,0.7392789,0.4855745,0.3357747,1.7293671,0.3357747,0.3566633,1.0057098,0.3357747,0.9027434,0.3357747,1.066757,0.5575922,0.3357747,0.9980136,1.7466312,0.3357747,1,0.5671742,0.8869651,0.3357747
3-methylhistidine,0.6837654,1.8493748,2.1512142,0.6837654,2.0372423,0.8940238,0.6837654,0.9455889,0.6837654,1.7841096,0.6837654,0.6874621,0.6837654,0.7138053,0.6837654,0.6837654,0.7745132,0.6837654,1.20898,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,1,1.7138055,0.6837654,0.6837654,1.0392493,0.6837654,1.038871,0.6837654,0.6837654,0.961129,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,2.7081953,0.8713164,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,1.0804629,0.9151947,0.6837654,0.6837654,0.6837654,1,0.6837654,0.7131548,0.6837654,0.6837654,0.6837654,0.6837654,1.2074453,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.9840496,0.6837654,0.6837654,0.6837654,1.2908626,0.6837654,0.6837654,1.6122272,0.6837654,0.9607507,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6993418,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,0.6951736,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654,1.0014721,0.6837654,0.6837654,0.6837654,0.6837654,0.6837654
3-phenylpropionate (hydrocinnamate),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3-phosphoglycerate,1.5431381,0.845561,0.1253242,0.9064827,12.9664793,5.3087056,3.8110186,0.9586692,1.9647672,2.623697,0.8220701,5.9957449,0.2692846,1.5931211,4.9866192,0.3574216,2.342629,2.3625345,6.2146301,0.6499272,0.2318103,1.1711052,2.5374494,7.7303616,0.3009359,0.2831778,7.1781179,3.0501424,0.9681862,1.2975998,3.9797935,5.301854,1.5540179,3.1428416,0.1253242,1.8262464,0.2891384,3.5425359,1.4016118,1.2777379,2.1550832,5.0555962,0.7570519,1.8224598,1.7553825,2.4393141,3.1976244,8.8979528,3.0025053,0.3158538,2.5421858,1.5341793,1.1682828,1.643533,0.5784208,1.5793623,0.7280648,0.6079871,1.5304515,0.5749051,1.8538043,0.9399513,5.6769168,1.1247271,3.1450585,0.2319708,4.1416589,0.2098851,0.32064,0.2623891,0.9406271,1.3605844,0.2930448,0.3254428,0.1253242,1.7782095,0.2986354,1.0183184,0.5247736,0.3126695,0.742078,0.3693171,1.0265489,2.3386331,0.7863584,0.2292737,0.3233053,0.1253242,0.2722433,0.37364,0.4247704,0.5590724,2.3638834,0.267298,1.1566146,0.1840411,0.6603934,0.8185722,0.191063,0.1253242,1.1549782,0.8668513,1.225549,0.557489,1.0469301,0.6352352,0.7456568,0.6188774,1.0593729,0.4484342,0.3920569,0.8491277,0.8916021,1.118612,0.3211718,2.6806468,0.9816816,1.3093419,0.843668,6.1529137,0.8631977,0.8019317,2.716921,1,0.1253242,1.0413308,0.1897886,0.7454566,0.510043,0.7180371,1.4659337,0.8820421
4-acetaminophen sulfate,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.5205849,0.2570832,0.2570832,0.2570832,0.2570832,0.3940307,0.2570832,2.7121184,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.7983739,0.2570832,0.2570832,5.005223,0.2570832,1.8636651,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.4754742,0.2570832,0.2570832,0.2570832,0.2570832,1.4975038,0.2570832,0.2570832,0.2570832,0.2570832,0.4469918,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.7346192,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,1,0.2570832,1.3044497,0.2570832,1.3016986,0.2570832,0.2570832,0.2570832,0.2570832,2.3761067,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,1,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.501957,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,1.3707314,0.2570832,0.5827129,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,1.2016261,0.2570832,0.2570832,0.4944263,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,2.1095253,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,1.176911,0.2570832,0.711032,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,0.2570832,1,0.2570832,0.2570832,0.2570832
"4-androsten-3beta,17beta-diol disulfate 1*",0.5875034,0.5875034,1.8799208,0.6857687,0.5875034,0.5875034,0.5875034,2.5573063,1,0.7828034,0.5875034,0.5875034,0.6429172,0.854699,0.5875034,0.5875034,0.5875034,0.5875034,1.0147581,1.2182232,0.5875034,0.5875034,0.5875034,0.5875034,0.5875034,0.5875034,0.8953859,4.7146905,0.5875034,0.5875034,0.5875034,0.5875034,1.3897805,0.5875034,2.0946363,0.5875034,0.5875034,0.5875034,0.9464962,0.7485971,0.5875034,0.5875034,0.5875034,0.5875034,0.5875034,0.5875034,0.5875034,0.5875034,0.5875034,0.5875034,1.900627,0.5875034,1.3651262,0.942263,0.5875034,0.5875034,0.5875034,0.5875034,0.5875034,0.6076404,0.5875034,1.9400337,0.5875034,0.5875034,0.7804157,1.1441983,0.5875034,0.5875034,0.5875034,1.5758661,0.5875034,0.5875034,0.5875034,1.1187342,0.5875034,0.8652705,1.2171966,0.5875034,0.5875034,0.5875034,0.5875034,0.5875034,0.5875034,0.7247723,0.5875034,0.5875034,0.5875034,0.5875034,0.5875034,0.5875034,0.5875034,0.9102263,7.8685402,0.5875034,0.5875034,0.5875034,0.5875034,0.5875034,0.5875034,4.7998433,0.5875034,1.1927347,0.5875034,0.5875034,1,0.7282833,0.5875034,0.5875034,0.5875034,0.5875034,0.5875034,0.5875034,0.5875034,0.8129893,0.6667212,0.5875034,0.5875034,0.5875034,0.5875034,1.3850235,0.6792005,0.5875034,0.5875034,0.5875034,0.5875034,0.8994272,1.339232,0.5875034,0.5875034,1.9125527,0.9852419,0.5875034
4-hydroxybutyrate (GHB),0.1039079,1.0392604,0.1039079,0.1039079,0.1039079,1,0.8097682,0.9812845,1.0816435,2.5343484,0.1039079,0.1039079,0.1039079,1,0.1039079,1.5314966,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,1.0231138,0.1039079,1.1078132,0.1039079,0.1039079,0.1039079,3.0239887,6.3381042,0.1039079,1.6765079,0.1039079,2.3784608,0.1039079,0.9835584,0.1039079,0.1039079,0.1039079,0.9161583,0.1039079,0.1039079,1.2757414,0.1039079,1.3295925,0.1039079,0.1039079,0.1039079,0.4098143,0.1039079,1,0.6188018,1.7405478,0.1039079,0.3860141,1.0187155,0.1039079,0.5556859,0.1039079,0.1039079,2.4601874,0.1039079,0.1039079,0.1039079,1.7104255,0.1039079,0.5357129,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.2535195,0.1039079,0.6852605,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.6282456,0.1039079,0.5877913,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.2064127,0.1039079,0.3862819,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,1.544322,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.4575708,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079,0.1039079
4-hydroxyphenylpyruvate,0.2806294,5.0602127,0.2806294,0.2806294,0.9872761,1.6718341,1.3730659,0.2806294,0.538467,0.2806294,0.2806294,0.2806294,0.2806294,2.3702138,4.8612505,1.4504335,1.1529197,1.1172593,2.8425247,0.551142,0.5629148,2.392674,0.419596,2.2654252,2.5809365,0.694235,0.2806294,1.2552008,0.5678398,0.2806294,1,1.1839873,1.1040646,0.4601434,0.2806294,1.7674267,0.2806294,0.4594906,0.4596564,3.2090225,0.513478,1.2699384,0.2806294,1,0.2806294,0.2806294,0.2806294,2.1132158,0.2806294,0.2806294,0.2806294,0.2806294,1.4854796,0.2806294,0.2806294,0.2806294,1.1628537,1.8072935,0.4694354,0.4530226,2.5342646,0.2806294,1.2385209,1.3298422,0.377331,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.5234796,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.8103127,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.6840479,0.2806294,0.760209,0.2806294,0.8827407,0.2806294,0.5386726,0.2806294,0.2806294,0.3917763,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.8530228,0.2806294,0.8959354,0.2806294,0.2806294,1.1076745,0.6593818,0.4935651,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294,0.2806294
4-methyl-2-oxopentanoate,0.6425268,0.3267656,2.0444695,0.8856233,1.1729526,0.2337535,1.1076742,0.7212748,0.5867613,0.5132658,0.4932791,2.5293833,0.8876152,0.6069802,2.7458109,0.4964846,1.4894449,4.0405188,4.1579786,1.8814871,1.083682,5.1480995,0.6276697,3.3780648,1.6954058,1.8781457,0.2337535,1.0344294,0.2337535,0.3622615,4.5831419,1.4227063,1,2.2319394,1.1821479,0.9485576,0.2337535,1.6588573,1.8310458,3.1043435,1.5745493,4.3043119,0.5668467,0.9853073,0.3853637,0.4497816,0.9476961,2.0568127,1.0220038,0.3555679,1.641781,1,0.5289392,2.2750319,1.1384755,0.3933487,1.5783883,1.1498818,1.7095406,1.4107198,1.1821289,1,2.7740619,1.8079123,0.6830383,0.570747,1.023321,0.2337535,0.2337535,1.0262286,0.2337535,0.7603206,0.3950155,1.0160705,0.3205893,1.2314813,0.6530092,0.6660221,0.5574385,0.905737,0.6757909,0.2337535,0.6404359,2.7417885,0.2337535,0.2337535,0.783703,1.0795524,0.5073095,0.2337535,1.1730345,1.640723,1.409144,0.2337535,1.5055844,1.1633825,0.9795862,0.2337535,0.7547676,0.8321239,0.2337535,0.451262,1.0224287,0.6146227,1.114133,0.469678,0.8840871,0.355009,0.3933277,0.2337535,0.5204139,0.2337535,0.6080326,0.6780637,0.2337535,1.6655838,0.2337535,0.2851054,1,0.5161343,1.1853292,0.5926544,1.0572416,0.4383483,0.2337535,1.120136,1.6060769,0.5059728,1.6822408,0.4990964,0.7390096,0.2726198
4-octenedioate,0.2142757,0.2142757,0.2142757,1.3495769,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,1.0102289,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,6.6169761,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.9897711,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.6504231,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.3646328,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,2.6325372,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,1,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757,0.2142757
5-aminovalerate,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5-methylthioadenosine (MTA),0.2742711,0.8047906,0.2742711,0.2742711,0.7852404,1.278443,1.7534387,0.2859498,0.2742711,8.0849804,0.3540116,0.2742711,0.2742711,0.2742711,0.2742711,0.9547598,1,0.2742711,0.9159335,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.376762,0.2742711,2.4794363,1.0452402,3.0228259,1.5414025,0.2742711,1,0.2742711,2.4598304,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,1,0.2742711,0.2742711,0.3552244,0.2742711,0.2742711,0.2742711,0.4826062,0.2742711,0.2742711,0.2742711,1.2586962,0.2742711,11.8635099,0.2742711,0.2742711,5.7358919,0.2742711,0.4028537,0.2742711,0.2742711,10.8623039,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.9112952,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.8307629,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,1.7069941,0.2742711,0.2742711,0.2742711,0.9295484,1.1261724,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711,0.2742711
5-oxoproline,0.9581148,2.4610503,0.9583063,0.9777823,1.0759894,1.7447521,1.7038502,1.0859461,3.6191437,1.6643198,1.3314505,1.3754146,1.0816725,1.7524902,2.496997,1.9010235,4.9983099,3.2592635,2.7913447,1.8252018,1.1451605,2.4281673,3.0973029,3.8359667,3.9871068,1.5444294,2.0028948,1.0159838,3.6687355,3.8947294,2.6429075,0.8876278,1.9052355,1,0.6350951,2.3627998,0.1236988,1.2396996,2.2044667,2.1207825,1.3187601,0.4430344,0.8265313,2.6280755,1.3273311,0.6262066,1.4450036,0.9231774,0.8661192,0.2752319,1.0450786,0.8294545,1.4841407,0.9125717,0.9485507,0.8277711,1,3.7604482,1.5338869,0.9200749,2.0343564,0.6659783,1.565011,0.8331178,3.0884462,0.3011986,0.5572015,0.1477808,0.2114208,1.3788067,0.4837943,0.7936889,0.9015334,1.1871316,0.474215,0.9840162,0.7184174,0.7439899,0.796129,1.2686516,1.7203509,1.9269147,0.7831614,2.0937633,0.5353531,0.3090741,2.0977656,1.4896084,2.0153738,0.3950252,1.3130988,2.2236896,2.7883343,0.1974792,0.4679438,0.4685713,1.0740825,0.2868421,0.5381444,0.3223153,0.3167964,0.8701628,0.2793305,1.0222177,1.4309271,0.3969694,0.3593872,0.3242784,0.5289874,0.1699345,0.2177375,0.3247794,0.2410005,0.6424044,0.3609389,1.2036508,0.1778203,0.1594744,1.1247461,0.5772288,1.1254856,0.5109977,0.5186701,0.2952628,0.2391722,1.0610659,1.0883804,0.3521331,1.0421069,0.7616456,0.3527021,0.1326909
"5,6-dihydrouracil",0.71743778,4.1709618,0.08978854,0.08978854,0.08978854,3.02155226,1.8974257,1.46295399,1.80883603,4.71891599,0.49369722,1.75804544,0.40307036,1.91412041,1.23162419,2.80685792,0.83289762,0.93689698,1.22347349,0.81655095,0.54765483,0.08978854,2.92571424,0.08978854,4.65992519,0.08978854,1.54236585,1.8036708,15.26631268,5.90676077,1.16905243,1.64677004,1.70370842,0.8626795,1.47691608,4.47186546,0.08978854,1.47267306,1,4.50269804,0.48313973,0.84771537,11.99431872,4.45194364,3.56051725,2.12541664,1.25920481,0.08978854,0.08978854,0.08978854,1.47807404,1.40746022,8.08584518,0.46013406,0.84594361,4.27792885,0.96251975,5.55178984,0.22205724,0.08978854,1.71361768,0.23807278,1.15228463,1.03748025,3.80525612,0.29656506,0.33191944,0.08978854,0.08978854,0.56905496,0.08978854,0.08978854,0.08978854,0.08978854,0.08978854,0.30119106,0.08978854,0.08978854,0.08978854,0.08978854,0.21252788,0.42945754,0.46545373,0.32777504,0.08978854,0.08978854,0.22502712,0.08978854,0.08978854,0.42154725,0.08978854,0.08978854,1.43026915,0.21770293,1,0.08978854,0.62605841,0.08978854,0.08978854,0.385838,0.28793215,0.98746773,0.08978854,0.57869822,0.48644212,0.31555786,0.08978854,0.08978854,0.33039434,0.45730897,0.08978854,0.08978854,0.08978854,0.14822395,0.08978854,0.34416994,0.08978854,0.08978854,0.3612405,3.67277187,1.1837173,0.08978854,0.08978854,0.08978854,0.08978854,0.14991219,0.08978854,0.08978854,0.39330376,0.08978854,0.08978854,0.08978854
"5alpha-pregnan-3beta,20alpha-diol disulfate",0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,1,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,1,0.6600348,1,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,2.6828612,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348,1,0.6600348,0.6600348,0.6600348,0.6600348,0.6600348
6-phosphogluconate,0.7063023,1.6322334,0.4363109,0.4363109,1.261603,1.2062835,1.0527951,0.4363109,2.1486158,0.4363109,0.5098243,2.3910161,0.4363109,2.1736348,0.7933716,1.4382585,1.8830407,0.4363109,1.4947533,0.4363109,0.7093239,0.4363109,1.0779303,0.6634969,1.4329208,0.4363109,4.2119834,0.9749168,3.2619602,1.1039569,1.1284535,0.8604062,0.7251245,0.4363109,0.4363109,1.8126678,0.4363109,0.9220697,0.4778163,0.8960431,0.4363109,0.9100098,0.4363109,1.4460839,1.1210406,1.5887434,0.8557347,1.1104216,1.4260311,0.4363109,1.4485094,0.6132965,0.9349048,0.4363109,0.4363109,3.5623444,0.7578082,0.7176741,0.7198957,0.4363109,1.6754719,0.4363109,0.8927932,0.4363109,3.5828631,0.4363109,0.8159715,0.4363109,0.4363109,0.4363109,0.4363109,0.4363109,0.4363109,0.4363109,0.4363109,1,0.4363109,0.4363109,0.4363109,0.4363109,0.4363109,0.5065175,0.4363109,0.5145984,0.4363109,0.4363109,0.4363109,0.4363109,0.4363109,0.4363109,0.4363109,0.4363109,1.2783473,0.4363109,0.4363109,0.4363109,0.5247223,0.4363109,0.4363109,0.4363109,0.4363109,0.4363109,0.4363109,0.4363109,0.4363109,0.4363109,0.4363109,0.4363109,0.4363109,0.4363109,0.4363109,0.4363109,0.4363109,1.1008906,0.4363109,0.9472049,0.4363109,0.4363109,0.4640386,1.878568,0.6420984,0.4363109,0.4363109,0.4363109,0.4363109,0.4776859,0.5116197,0.4363109,0.4363109,0.4363109,0.4363109,0.4363109
7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca),0.9274177,3.5582364,2.3420275,0.9820186,0.4044693,2.8482481,1.8680452,0.9699518,1.5002719,1.0995154,1.345876,0.4044693,2.621695,1.097987,0.4044693,0.6346357,0.8533435,0.4044693,0.7362051,0.76915,2.1672907,0.4044693,0.4044693,0.4044693,0.6056506,0.4044693,1.3721892,1,0.4044693,0.4044693,0.6514398,1.653415,1.429109,0.4798757,2.3521812,1.0179814,0.4044693,0.6737723,2.6924483,0.4044693,0.7557911,1.2022499,0.4044693,0.7236155,2.0910731,0.4044693,0.4044693,0.4044693,0.4044693,1.6015828,1.814781,0.4044693,0.4044693,0.7829492,1,0.4044693,0.4044693,0.6185347,0.8658657,1.3710408,1.821307,0.7387916,1.2910789,2.7571264,1.8821937,0.5954872,0.7056552,0.4044693,0.4044693,1,0.4044693,0.4044693,0.4044693,0.6469058,0.4044693,0.4044693,0.9142267,0.5183529,0.4044693,0.7643559,0.4044693,0.4044693,0.4044693,0.4044693,0.4044693,0.4044693,0.4044693,0.4044693,0.4044693,0.4044693,0.5654441,0.4044693,1.7349704,0.4044693,0.4044693,0.4044693,0.6777333,0.4044693,0.4044693,1.841626,0.4044693,0.9579447,0.4044693,0.5666213,0.4044693,0.4044693,0.4044693,0.4044693,0.4044693,0.4044693,0.4044693,0.4044693,0.4044693,5.1530628,0.4044693,0.4044693,0.4044693,0.4044693,1.1401542,0.7651912,0.4704007,0.4044693,0.4044693,0.4044693,0.4044693,0.4044693,0.8007204,0.4044693,1.5920281,1.2598492,0.4044693,0.4044693
7-beta-hydroxycholesterol,1.3475853,0.3325606,0.4394329,0.3325606,0.3325606,3.6098392,4.3771752,0.3325606,0.3325606,2.9193154,0.5495654,0.8681119,1.0001002,0.3325606,0.3325606,0.3325606,0.3325606,0.568046,0.8487991,1.7510007,0.3325606,1.1658582,0.6239966,1.120629,0.3325606,0.3325606,0.3325606,0.3325606,4.5192781,0.3325606,1,0.3325606,0.768377,0.3325606,0.6338413,0.3325606,0.5828146,0.3325606,1.7618268,0.3325606,0.3325606,1.8923921,7.391801,0.9998998,0.3325606,0.3325606,1.004765,0.3325606,2.9305568,0.3634713,0.3325606,0.3325606,0.3325606,0.3325606,0.3325606,0.3325606,0.3325606,0.9401981,0.3325606,0.3325606,0.3325606,0.3325606,0.3325606,1.4588252,0.3325606,0.3325606,1.2295309,0.3325606,0.3325606,2.6733851,0.8443586,0.3325606,0.3325606,0.3325606,0.3325606,0.3325606,2.5933654,0.3325606,1.1443371,0.3325606,1.0598019,0.3325606,0.3325606,0.5356623,0.3325606,0.3325606,0.3325606,0.3325606,0.3325606,1.5345211,1.1512009,0.3325606,0.8139948,1.7251595,0.7721983,0.3325606,0.6228166,0.7392649,0.3325606,0.3325606,1.0856979,0.3325606,0.3374973,0.3325606,0.3325606,0.3325606,0.3325606,0.3325606,0.865851,1.1045017,0.5887788,0.3325606,0.3325606,2.1215564,2.4802888,0.3325606,0.5361093,0.3325606,0.3325606,0.7878753,0.4365171,0.3325606,0.3325606,0.3325606,0.3325606,0.3325606,0.3325606,0.7310868,0.5527995,0.3325606,0.3325606,0.3325606
