Pathway	Gene_IDs	Gene_Names	Compound_IDs	Compound_Names
path:hsa00010	hsa:226,hsa:229,hsa:230|hsa:217,hsa:219,hsa:223,hsa:224,hsa:501|hsa:218,hsa:220,hsa:221,hsa:222|hsa:10327|hsa:124,hsa:125,hsa:126,hsa:127,hsa:128,hsa:130,hsa:131|hsa:5160,hsa:5161,hsa:5162|hsa:5160,hsa:5161,hsa:5162|hsa:1737|hsa:160287,hsa:3939,hsa:3945,hsa:3948,hsa:92483|hsa:5313,hsa:5315|hsa:2023,hsa:2026,hsa:2027|hsa:441531,hsa:5223,hsa:5224,hsa:669|hsa:2597,hsa:26330|hsa:7167|hsa:5211,hsa:5213,hsa:5214|hsa:2203,hsa:8789|hsa:2821|hsa:5236,hsa:55276|hsa:2821|hsa:3098,hsa:3099,hsa:3101,hsa:80201|hsa:2645|hsa:2821|hsa:130589|hsa:2645|hsa:3098,hsa:3099,hsa:3101,hsa:80201|hsa:2538,hsa:57818,hsa:92579|hsa:1738|hsa:5230,hsa:5232|hsa:5105,hsa:5106|hsa:669|hsa:669|hsa:55902,hsa:84532|hsa:83440|hsa:83440	ALDOA,ALDA,GSD12,HEL-S-87p...|ALDH2,ALDH-E2,ALDHI,ALDM...|ALDH3A1,ALDH3,ALDHIII...|AKR1A1,ALDR1,ALR,ARM,DD3,HEL-S-6|ADH1A,ADH1...|PDHA1,PDHA,PDHCE1A,PHE1A...|PDHA1,PDHA,PDHCE1A,PHE1A...|DLAT,DLTA,PDC-E2,PDCE2|LDHAL6A,LDH6A...|PKLR,PK1,PKL,PKR,PKRL,RPK...|ENO1,ENO1L1,MPB1,NNE,PPH...|PGAM4,PGAM-B,PGAM1,PGAM3,dJ1000K24.1...|GAPDH,G3PD,GAPD,HEL-S-162eP...|TPI1,HEL-S-49,TIM,TPI,TPID|PFKL,PFK-B...|FBP1,FBP...|GPI,AMF,GNPI,NLK,PGI,PHI,SA-36,SA36|PGM1,CDG1T,GSD14...|GPI,AMF,GNPI,NLK,PGI,PHI,SA-36,SA36|HK1,HK1-ta,HK1-tb,HK1-tc,HKD,HKI,HMSNR,HXK1...|GCK,FGQTL3,GK,GLK,HHF3,HK4,HKIV,HXKP,LGLK,MODY2|GPI,AMF,GNPI,NLK,PGI,PHI,SA-36,SA36|GALM,HEL-S-63p,IBD1|GCK,FGQTL3,GK,GLK,HHF3,HK4,HKIV,HXKP,LGLK,MODY2|HK1,HK1-ta,HK1-tb,HK1-tc,HKD,HKI,HMSNR,HXK1...|G6PC,G6PC1,G6PT,GSD1,GSD1a...|DLD,DLDD,DLDH,E3,GCSL,LAD,PHE3|PGK1,HEL-S-68p,MIG10,PGKA...|PCK1,PEPCK-C,PEPCK1,PEPCKC...|BPGM,DPGM|BPGM,DPGM|ACSS2,ACAS2,ACECS,ACS,ACSA,dJ1161H23.1...|ADPGK,2610017G09Rik,ADP-GK|ADPGK,2610017G09Rik,ADP-GK	cpd:C00033|cpd:C00031|cpd:C00103|cpd:C00631|cpd:C00267|cpd:C00221|cpd:C00111|cpd:C01172|cpd:C00668|cpd:C05345|cpd:C00074|cpd:C00197|cpd:C00236|cpd:C00186|cpd:C15972|cpd:C00469|cpd:C00022|cpd:C05125|cpd:C00024|cpd:C00084|cpd:C16255|cpd:C15973|cpd:C05378|cpd:C06186|cpd:C06187|cpd:C06188|cpd:C01451|cpd:C00036|cpd:C01159|cpd:C00118|cpd:C00068	C00033|C00031|C00103|C00631|C00267|C00221|C00111|C01172|C00668|C05345|C00074|C00197|C00236|C00186|C15972|C00469|C00022|C05125|C00024|C00084|C16255|C15973|C05378|C06186|C06187|C06188|C01451|C00036|C01159|C00118|C00068
path:hsa00020	hsa:1738|hsa:4967,hsa:55753|hsa:4967,hsa:55753|hsa:1743|hsa:8801,hsa:8802,hsa:8803|hsa:8801,hsa:8802,hsa:8803|hsa:3417,hsa:3418|hsa:3419,hsa:3420,hsa:3421|hsa:3417,hsa:3418|hsa:47|hsa:2271|hsa:48,hsa:50|hsa:48,hsa:50|hsa:1431|hsa:4190,hsa:4191|hsa:5091|hsa:5160,hsa:5161,hsa:5162|hsa:5160,hsa:5161,hsa:5162|hsa:1738|hsa:1737|hsa:5105,hsa:5106|hsa:6389,hsa:6390,hsa:6391,hsa:6392	DLD,DLDD,DLDH,E3,GCSL,LAD,PHE3|OGDH,AKGDH,E1k,OGDC...|OGDH,AKGDH,E1k,OGDC...|DLST,DLTS|SUCLG2,GBETA...|SUCLG2,GBETA...|IDH1,HEL-216,HEL-S-26,IDCD,IDH,IDP,IDPC,PICD...|IDH3A...|IDH1,HEL-216,HEL-S-26,IDCD,IDH,IDP,IDPC,PICD...|ACLY,ACL,ATPCL,CLATP|FH,HLRCC,LRCC,MCL,MCUL1|ACO1,ACONS,HEL60,IREB1,IREBP,IREBP1,IRP1...|ACO1,ACONS,HEL60,IREB1,IREBP,IREBP1,IRP1...|CS|MDH1,HEL-S-32,MDH-s,MDHA,MGC:1375,MOR2...|PC,PCB|PDHA1,PDHA,PDHCE1A,PHE1A...|PDHA1,PDHA,PDHCE1A,PHE1A...|DLD,DLDD,DLDH,E3,GCSL,LAD,PHE3|DLAT,DLTA,PDC-E2,PDCE2|PCK1,PEPCK-C,PEPCK1,PEPCKC...|SDHA,CMD1GG,FP,PGL5,SDH1,SDH2,SDHF...	cpd:C00022|cpd:C00122|cpd:C00036|cpd:C05379|cpd:C00024|cpd:C00149|cpd:C00311|cpd:C00417|cpd:C00042|cpd:C00158|cpd:C15972|cpd:C00068|cpd:C16254|cpd:C15973|cpd:C00091|cpd:C00026|cpd:C05381|cpd:C05125|cpd:C00068|cpd:C15972|cpd:C16255|cpd:C15973|cpd:C00074	C00022|C00122|C00036|C05379|C00024|C00149|C00311|C00417|C00042|C00158|C15972|C00068|C16254|C15973|C00091|C00026|C05381|C05125|C00068|C15972|C16255|C15973|C00074
path:hsa00030	hsa:2821|hsa:64080|hsa:55276|hsa:51071|hsa:221823,hsa:5631,hsa:5634|hsa:55276|hsa:64080|hsa:7086,hsa:8277,hsa:84076|hsa:22934|hsa:6120,hsa:729020|hsa:7086,hsa:8277,hsa:84076|hsa:226,hsa:229,hsa:230|hsa:5211,hsa:5213,hsa:5214|hsa:2203,hsa:8789|hsa:2821|hsa:5226|hsa:25796|hsa:2539|hsa:9104|hsa:6888|hsa:5236,hsa:55276|hsa:9563	GPI,AMF,GNPI,NLK,PGI,PHI,SA-36,SA36|RBKS,RBSK|PGM2|DERA,DEOC|PRPS1L1,PRPS1,PRPS3,PRPSL,PRS-III...|PGM2|RBKS,RBSK|TKT,HEL107,TK,TKT1...|RPIA,RPI|RPE,RPE2-1...|TKT,HEL107,TK,TKT1...|ALDOA,ALDA,GSD12,HEL-S-87p...|PFKL,PFK-B...|FBP1,FBP...|GPI,AMF,GNPI,NLK,PGI,PHI,SA-36,SA36|PGD,6PGD|PGLS,6PGL|G6PD,G6PD1|RGN,GNL,HEL-S-41,RC,SMP30|TALDO1,TAL,TAL-H,TALDOR,TALH|PGM1,CDG1T,GSD14...|H6PD,CORTRD1,G6PDH,GDH	cpd:C01151|cpd:C00668|cpd:C00118|cpd:C00022|cpd:C00257|cpd:C00198|cpd:C00031|cpd:C00221|cpd:C00345|cpd:C00204|cpd:C03752|cpd:C04442|cpd:C00117|cpd:C00119|cpd:C00620|cpd:C00121|cpd:C00279|cpd:C01218|cpd:C05382|cpd:C01801|cpd:C00673|cpd:C00118|cpd:C05378|cpd:C01172|cpd:C01236|cpd:C06473|cpd:C05345|cpd:C00672|cpd:C00577|cpd:C00258|cpd:C00631|cpd:C00231|cpd:C00231|cpd:C00199|cpd:C06019|cpd:C20589|cpd:C03752|cpd:C00197	C01151|C00668|C00118|C00022|C00257|C00198|C00031|C00221|C00345|C00204|C03752|C04442|C00117|C00119|C00620|C00121|C00279|C01218|C05382|C01801|C00673|C00118|C05378|C01172|C01236|C06473|C05345|C00672|C00577|C00258|C00631|C00231|C00231|C00199|C06019|C20589|C03752|C00197
path:hsa00040	hsa:2990,hsa:9365|hsa:6120,hsa:729020|hsa:9942|hsa:231,hsa:57016|hsa:51181|hsa:231,hsa:57016|hsa:51084|hsa:7360|hsa:10720,hsa:10941,hsa:54490,hsa:54575,hsa:54576,hsa:54577,hsa:54578,hsa:54579,hsa:54600,hsa:54657,hsa:54658,hsa:54659,hsa:574537,hsa:7363,hsa:7364,hsa:7365,hsa:7366,hsa:7367,hsa:79799|hsa:7358|hsa:27294|hsa:217,hsa:219,hsa:224|hsa:6652|hsa:10327	GUSB,BG,MPS7...|RPE,RPE2-1...|XYLB|AKR1B1,ADR,ALDR1,ALR2,AR...|DCXR,DCR,HCR2,HCRII,KIDCR,P34H,PNTSU,SDR20C1,XR|AKR1B1,ADR,ALDR1,ALR2,AR...|CRYL1,GDH,HEL30,lambda-CRY|UGP2,UDPG,UDPGP,UDPGP2,UGP1,UGPP1,UGPP2,pHC379|UGT2B11...|UGDH,GDH,UDP-GlcDH,UDPGDH,UGD|DHDH,2DD,HUM2DD|ALDH2,ALDH-E2,ALDHI,ALDM...|SORD,HEL-S-95n,SORD1|AKR1A1,ALDR1,ALR,ARM,DD3,HEL-S-6	cpd:C14899|cpd:C03033|cpd:C00817|cpd:C00103|cpd:C00905|cpd:C00514|cpd:C00558|cpd:C00800|cpd:C05385|cpd:C00167|cpd:C00029|cpd:C00312|cpd:C02266|cpd:C00379|cpd:C00181|cpd:C01068|cpd:C00789|cpd:C00022|cpd:C03826|cpd:C00502|cpd:C00309|cpd:C00474|cpd:C00231|cpd:C00310|cpd:C00199|cpd:C00476|cpd:C00508|cpd:C00532|cpd:C03291|cpd:C01508|cpd:C01101|cpd:C00259|cpd:C01904|cpd:C00618|cpd:C00714|cpd:C00470|cpd:C02273|cpd:C06118|cpd:C04053|cpd:C04349|cpd:C05411|cpd:C04575|cpd:C05412|cpd:C06441|cpd:C00266|cpd:C00111|cpd:C00433|cpd:C00026|cpd:C00204|cpd:C00116|cpd:C00116|cpd:C00333|cpd:C15930|cpd:C20680|cpd:C02426|cpd:C00191	C14899|C03033|C00817|C00103|C00905|C00514|C00558|C00800|C05385|C00167|C00029|C00312|C02266|C00379|C00181|C01068|C00789|C00022|C03826|C00502|C00309|C00474|C00231|C00310|C00199|C00476|C00508|C00532|C03291|C01508|C01101|C00259|C01904|C00618|C00714|C00470|C02273|C06118|C04053|C04349|C05411|C04575|C05412|C06441|C00266|C00111|C00433|C00026|C00204|C00116|C00116|C00333|C15930|C20680|C02426|C00191
path:hsa00051	hsa:231,hsa:57016|hsa:6652|hsa:3795|hsa:29085|hsa:3098,hsa:3099,hsa:3101,hsa:80201|hsa:3098,hsa:3099,hsa:3101,hsa:80201|hsa:5207,hsa:5208,hsa:5209,hsa:5210,hsa:57103|hsa:4351|hsa:5372,hsa:5373|hsa:8790|hsa:7264|hsa:2762|hsa:29925,hsa:29926|hsa:5211,hsa:5213,hsa:5214|hsa:7167|hsa:226,hsa:229,hsa:230|hsa:226,hsa:229,hsa:230|hsa:2203,hsa:8789|hsa:197258	AKR1B1,ADR,ALDR1,ALR2,AR...|SORD,HEL-S-95n,SORD1|KHK|PHPT1,CGI-202,HEL-S-132P,HSPC141,PHP14|HK1,HK1-ta,HK1-tb,HK1-tc,HKD,HKI,HMSNR,HXK1...|HK1,HK1-ta,HK1-tb,HK1-tc,HKD,HKI,HMSNR,HXK1...|PFKFB1,F6PK,HL2K,PFRX...|MPI,CDG1B,PMI,PMI1|PMM1,Sec53...|FPGT,GFPP|TSTA3,FX,P35B,SDR4E1|GMDS,GMD,SDR3E1|GMPPB,MDDGA14,MDDGB14,MDDGC14...|PFKL,PFK-B...|TPI1,HEL-S-49,TIM,TPI,TPID|ALDOA,ALDA,GSD12,HEL-S-87p...|ALDOA,ALDA,GSD12,HEL-S-87p...|FBP1,FBP...|FUK,1110046B12Rik	cpd:C00247|cpd:C00267|cpd:C01094|cpd:C00159|cpd:C00275|cpd:C00392|cpd:C00644|cpd:C03267|cpd:C00665|cpd:C00794|cpd:C00464|cpd:C02492|cpd:C01096|cpd:C00325|cpd:C01768|cpd:C00577|cpd:C00507|cpd:C00861|cpd:C01131|cpd:C02431|cpd:C01934|cpd:C03979|cpd:C00118|cpd:C00096|cpd:C05345|cpd:C00976|cpd:C01222|cpd:C02985|cpd:C05392|cpd:C02977|cpd:C03117|cpd:C00095|cpd:C00794|cpd:C00636|cpd:C05378|cpd:C02991|cpd:C01355|cpd:C01019|cpd:C00111|cpd:C01099|cpd:C01721|cpd:C06192|cpd:C02888|cpd:C00247|cpd:C11516|cpd:C11544|cpd:C18096|cpd:C02962|cpd:C01487|cpd:C18028|cpd:C01720|cpd:C03827|cpd:C20781|cpd:C00424|cpd:C00186	C00247|C00267|C01094|C00159|C00275|C00392|C00644|C03267|C00665|C00794|C00464|C02492|C01096|C00325|C01768|C00577|C00507|C00861|C01131|C02431|C01934|C03979|C00118|C00096|C05345|C00976|C01222|C02985|C05392|C02977|C03117|C00095|C00794|C00636|C05378|C02991|C01355|C01019|C00111|C01099|C01721|C06192|C02888|C00247|C11516|C11544|C18096|C02962|C01487|C18028|C01720|C03827|C20781|C00424|C00186
path:hsa00052	hsa:2717|hsa:5211,hsa:5213,hsa:5214|hsa:2717|hsa:2548,hsa:2595,hsa:8972|hsa:2717|hsa:231,hsa:57016|hsa:2717|hsa:2717|hsa:2717|hsa:2717|hsa:2645|hsa:3098,hsa:3099,hsa:3101,hsa:80201|hsa:3938|hsa:2720|hsa:5236,hsa:55276|hsa:2683,hsa:3906,hsa:8704|hsa:2582|hsa:7360|hsa:2592|hsa:2538,hsa:57818,hsa:92579|hsa:2717|hsa:6476|hsa:2584,hsa:2585|hsa:130589	GLA,GALA|PFKL,PFK-B...|GLA,GALA|GAA,LYAG...|GLA,GALA|AKR1B1,ADR,ALDR1,ALR2,AR...|GLA,GALA|GLA,GALA|GLA,GALA|GLA,GALA|GCK,FGQTL3,GK,GLK,HHF3,HK4,HKIV,HXKP,LGLK,MODY2|HK1,HK1-ta,HK1-tb,HK1-tc,HKD,HKI,HMSNR,HXK1...|LCT,LAC,LPH,LPH1|GLB1,EBP,ELNR1,MPS4B|PGM1,CDG1T,GSD14...|B4GALT1,B4GAL-T1,CDG2D,GGTB2,GT1,GTB,beta4Gal-T1...|GALE,SDR1E1|UGP2,UDPG,UDPGP,UDPGP2,UGP1,UGPP1,UGPP2,pHC379|GALT|G6PC,G6PC1,G6PT,GSD1,GSD1a...|GLA,GALA|SI|GALK1,GALK,GK1,HEL-S-19...|GALM,HEL-S-63p,IBD1	cpd:C06311|cpd:C01216|cpd:C00137|cpd:C00095|cpd:C03383|cpd:C00124|cpd:C00052|cpd:C00103|cpd:C00029|cpd:C00880|cpd:C01286|cpd:C00446|cpd:C01235|cpd:C00089|cpd:C00492|cpd:C01235|cpd:C05399|cpd:C05400|cpd:C05401|cpd:C00116|cpd:C00159|cpd:C00794|cpd:C05396|cpd:C01113|cpd:C00031|cpd:C00124|cpd:C05404|cpd:C01613|cpd:C00118|cpd:C00111|cpd:C03785|cpd:C01097|cpd:C01697|cpd:C05796|cpd:C00795|cpd:C00243|cpd:C01132|cpd:C06376|cpd:C06377|cpd:C02262|cpd:C05402|cpd:C00668|cpd:C00267|cpd:C00577|cpd:C02669|cpd:C00984|cpd:C03733	C06311|C01216|C00137|C00095|C03383|C00124|C00052|C00103|C00029|C00880|C01286|C00446|C01235|C00089|C00492|C01235|C05399|C05400|C05401|C00116|C00159|C00794|C05396|C01113|C00031|C00124|C05404|C01613|C00118|C00111|C03785|C01097|C01697|C05796|C00795|C00243|C01132|C06376|C06377|C02262|C05402|C00668|C00267|C00577|C02669|C00984|C03733
path:hsa00053	hsa:55586|hsa:7358|hsa:9104|hsa:217,hsa:219,hsa:223,hsa:224,hsa:501|hsa:10720,hsa:10941,hsa:54490,hsa:54575,hsa:54576,hsa:54577,hsa:54578,hsa:54579,hsa:54600,hsa:54657,hsa:54658,hsa:54659,hsa:574537,hsa:7363,hsa:7364,hsa:7365,hsa:7366,hsa:7367,hsa:79799	MIOX,ALDRL6|UGDH,GDH,UDP-GlcDH,UDPGDH,UGD|RGN,GNL,HEL-S-41,RC,SMP30|ALDH2,ALDH-E2,ALDHI,ALDM...|UGT2B11...	cpd:C00137|cpd:C05385|cpd:C00167|cpd:C00029|cpd:C16186|cpd:C01825|cpd:C15930|cpd:C15926|cpd:C15923|cpd:C15925|cpd:C02280|cpd:C00096|cpd:C00231|cpd:C01101|cpd:C03291|cpd:C14899|cpd:C02670|cpd:C00191|cpd:C03921|cpd:C00818|cpd:C01040|cpd:C00800|cpd:C01146|cpd:C00333|cpd:C03289|cpd:C00022|cpd:C00679|cpd:C00879|cpd:C00072|cpd:C00433|cpd:C00026|cpd:C05422|cpd:C01041|cpd:C05406|cpd:C04575|cpd:C00259|cpd:C00684|cpd:C05411|cpd:C05412|cpd:C03826|cpd:C00545|cpd:C01620|cpd:C03064|cpd:C01114|cpd:C01115|cpd:C00618|cpd:C15924	C00137|C05385|C00167|C00029|C16186|C01825|C15930|C15926|C15923|C15925|C02280|C00096|C00231|C01101|C03291|C14899|C02670|C00191|C03921|C00818|C01040|C00800|C01146|C00333|C03289|C00022|C00679|C00879|C00072|C00433|C00026|C05422|C01041|C05406|C04575|C00259|C00684|C05411|C05412|C03826|C00545|C01620|C03064|C01114|C01115|C00618|C15924
path:hsa00061	hsa:2194|hsa:54995|hsa:55301|hsa:55301|hsa:55301|hsa:55301|hsa:54995|hsa:54995|hsa:54995|hsa:54995|hsa:54995|hsa:54995|hsa:55301|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:2194|hsa:27349|hsa:2194|hsa:2194|hsa:31,hsa:32|hsa:31,hsa:32|hsa:54995	FASN,FAS,OA-519,SDR27X1|OXSM,FASN2D,KASI,KS|OLAH,AURA1,SAST,THEDC1|OLAH,AURA1,SAST,THEDC1|OLAH,AURA1,SAST,THEDC1|OLAH,AURA1,SAST,THEDC1|OXSM,FASN2D,KASI,KS|OXSM,FASN2D,KASI,KS|OXSM,FASN2D,KASI,KS|OXSM,FASN2D,KASI,KS|OXSM,FASN2D,KASI,KS|OXSM,FASN2D,KASI,KS|OLAH,AURA1,SAST,THEDC1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|MCAT,FASN2C,MCT,MT,NET62,fabD|FASN,FAS,OA-519,SDR27X1|FASN,FAS,OA-519,SDR27X1|ACACA,ACAC,ACACAD,ACC,ACC1,ACCA...|ACACA,ACAC,ACACAD,ACC,ACC1,ACCA...|OXSM,FASN2D,KASI,KS	cpd:C04088|cpd:C16221|cpd:C16220|cpd:C16219|cpd:C00712|cpd:C01530|cpd:C08362|cpd:C01203|cpd:C16520|cpd:C06424|cpd:C02679|cpd:C01571|cpd:C06423|cpd:C00024|cpd:C04419|cpd:C06250|cpd:C00083|cpd:C01209|cpd:C03939|cpd:C05744|cpd:C04618|cpd:C04246|cpd:C05745|cpd:C00229|cpd:C05746|cpd:C05747|cpd:C05748|cpd:C05749|cpd:C05752|cpd:C05751|cpd:C04620|cpd:C05750|cpd:C05753|cpd:C04619|cpd:C05754|cpd:C05755|cpd:C05223|cpd:C05758|cpd:C05757|cpd:C05756|cpd:C05759|cpd:C04688|cpd:C05760|cpd:C05761|cpd:C00249|cpd:C05764|cpd:C05763|cpd:C04633|cpd:C05762	C04088|C16221|C16220|C16219|C00712|C01530|C08362|C01203|C16520|C06424|C02679|C01571|C06423|C00024|C04419|C06250|C00083|C01209|C03939|C05744|C04618|C04246|C05745|C00229|C05746|C05747|C05748|C05749|C05752|C05751|C04620|C05750|C05753|C04619|C05754|C05755|C05223|C05758|C05757|C05756|C05759|C04688|C05760|C05761|C00249|C05764|C05763|C04633|C05762
path:hsa00062	hsa:5538,hsa:9374|hsa:51102|hsa:1892,hsa:3030|hsa:3030|hsa:10449,hsa:3032|hsa:51102|hsa:1892,hsa:3030|hsa:3030|hsa:10449,hsa:3032|hsa:51102|hsa:1892,hsa:3030|hsa:3030|hsa:10449,hsa:3032|hsa:51102|hsa:1892,hsa:3030|hsa:3030|hsa:3033|hsa:10449,hsa:3032|hsa:51102|hsa:1892,hsa:3030|hsa:3030|hsa:3033|hsa:10449,hsa:3032|hsa:51102|hsa:1892,hsa:3030|hsa:3030|hsa:3033|hsa:10449,hsa:3032|hsa:51144|hsa:9524|hsa:201562,hsa:9200|hsa:1892,hsa:3030|hsa:3033|hsa:10449,hsa:3032|hsa:51102|hsa:3030|hsa:5538,hsa:9374|hsa:10965,hsa:11332,hsa:122970,hsa:641371|hsa:54898,hsa:60481,hsa:64834,hsa:6785,hsa:79071,hsa:79993,hsa:83401	PPT1,CLN1,INCL,PPT...|MECR,CGI-63,FASN2B,NRBF1|ECHS1,SCEH...|HADHA,ECHA,GBP,HADH,LCEH,LCHAD,MTPA,TP-ALPHA|ACAA2,DSAEC...|MECR,CGI-63,FASN2B,NRBF1|ECHS1,SCEH...|HADHA,ECHA,GBP,HADH,LCEH,LCHAD,MTPA,TP-ALPHA|ACAA2,DSAEC...|MECR,CGI-63,FASN2B,NRBF1|ECHS1,SCEH...|HADHA,ECHA,GBP,HADH,LCEH,LCHAD,MTPA,TP-ALPHA|ACAA2,DSAEC...|MECR,CGI-63,FASN2B,NRBF1|ECHS1,SCEH...|HADHA,ECHA,GBP,HADH,LCEH,LCHAD,MTPA,TP-ALPHA|HADH,HAD,HADH1,HADHSC,HCDH,HHF4,MSCHAD,SCHAD|ACAA2,DSAEC...|MECR,CGI-63,FASN2B,NRBF1|ECHS1,SCEH...|HADHA,ECHA,GBP,HADH,LCEH,LCHAD,MTPA,TP-ALPHA|HADH,HAD,HADH1,HADHSC,HCDH,HHF4,MSCHAD,SCHAD|ACAA2,DSAEC...|MECR,CGI-63,FASN2B,NRBF1|ECHS1,SCEH...|HADHA,ECHA,GBP,HADH,LCEH,LCHAD,MTPA,TP-ALPHA|HADH,HAD,HADH1,HADHSC,HCDH,HHF4,MSCHAD,SCHAD|ACAA2,DSAEC...|HSD17B12,KAR,SDR12C1|TECR,GPSN2,MRT14,SC2,TER|PTPLB,HACD2...|ECHS1,SCEH...|HADH,HAD,HADH1,HADHSC,HCDH,HHF4,MSCHAD,SCHAD|ACAA2,DSAEC...|MECR,CGI-63,FASN2B,NRBF1|HADHA,ECHA,GBP,HADH,LCEH,LCHAD,MTPA,TP-ALPHA|PPT1,CLN1,INCL,PPT...|ACOT2,CTE-IA,CTE1A,MTE1,PTE2,PTE2A,ZAP128...|ELOVL2,SSC2...	cpd:C00024|cpd:C00136|cpd:C05270|cpd:C05271|cpd:C05268|cpd:C05269|cpd:C01944|cpd:C05276|cpd:C05266|cpd:C05267|cpd:C05265|cpd:C05264|cpd:C05275|cpd:C05274|cpd:C01832|cpd:C03221|cpd:C05262|cpd:C05263|cpd:C02593|cpd:C05273|cpd:C05260|cpd:C05261|cpd:C05259|cpd:C05258|cpd:C05272|cpd:C00154|cpd:C00249|cpd:C00040|cpd:C00083|cpd:C02843|cpd:C00658|cpd:C00640|cpd:C00264|cpd:C00024|cpd:C00040|cpd:C00040,cpd:C00154|cpd:C00658,cpd:C00605|cpd:C00640|cpd:C00264|cpd:C00249,cpd:C00162|cpd:C00638	C00024|C00136|C05270|C05271|C05268|C05269|C01944|C05276|C05266|C05267|C05265|C05264|C05275|C05274|C01832|C03221|C05262|C05263|C02593|C05273|C05260|C05261|C05259|C05258|C05272|C00154|C00249|C00040|C00083|C02843|C00658|C00640|C00264|C00024|C00040|C00040...|C00658...|C00640|C00264|C00249...|C00638
