"","x"
"1",0.389513318697274
"2",0.493691432408269
"3",0.599538421081153
"4",-0.662708248052304
"5",-1.68692745330275
"6",0.523031648756843
"7",0
"8",0.612481796728
"9",-1.09097686713307
"10",0.493372683399862
"11",1.58764568077817
"12",-1.14579812261255
"13",-0.846686285413068
"14",-0.318169496380955
"15",0
"16",0.700501515328845
