,Entrez,GeneName
1272,6472,SHMT2
1273,6476,SI
1274,64772,ENGASE
1275,64781,CERK
1276,6480,ST6GAL1
1277,64802,NMNAT1
1278,64816,CYP3A43
1279,6482,ST3GAL1
1280,6483,ST3GAL2
1281,64834,ELOVL1
1282,6484,ST3GAL4
1283,64841,NA
1284,64849,SLC13A3
1285,64850,ETNPPL
1286,6487,ST3GAL3
1287,6489,ST8SIA1
1288,64902,AGXT2
1289,65010,SLC26A6
1290,6505,SLC1A1
1291,6506,SLC1A2
1292,6507,SLC1A3
1293,6508,SLC4A3
1294,6509,SLC1A4
1295,6510,SLC1A5
1296,6511,SLC1A6
1297,6512,SLC1A7
1298,6513,SLC2A1
1299,6514,SLC2A2
1300,6515,SLC2A3
1301,6517,SLC2A4
1302,6518,SLC2A5
1303,6519,SLC3A1
1304,6520,SLC3A2
1305,6521,SLC4A1
1306,6522,SLC4A2
1307,65220,NADK
1308,6523,SLC5A1
1309,6524,SLC5A2
1310,6526,SLC5A3
1311,65263,PYCRL
1312,6528,SLC5A5
1313,6529,SLC6A1
1314,6530,SLC6A2
1315,6531,SLC6A3
1316,6532,SLC6A4
1317,6533,SLC6A6
1318,6534,SLC6A7
1319,6535,SLC6A8
1320,6536,SLC6A9
1321,6538,SLC6A11
1322,6539,SLC6A12
1323,6540,SLC6A13
1324,6541,SLC7A1
1325,6542,SLC7A2
1326,6543,SLC8A2
1327,6546,SLC8A1
1328,6547,SLC8A3
1329,6548,SLC9A1
1330,6549,SLC9A2
1331,6550,SLC9A3
1332,6553,SLC9A5
1333,6554,SLC10A1
1334,6555,SLC10A2
1335,6556,SLC11A1
1336,6557,SLC12A1
1337,6558,SLC12A2
1338,6559,NA
1339,6560,SLC12A4
1340,6561,SLC13A1
1341,6563,SLC14A1
1342,6564,SLC15A1
1343,6565,SLC15A2
1344,6566,SLC16A1
1345,6567,SLC16A2
1346,6568,SLC17A1
1347,6569,SLC34A1
1348,6570,SLC18A1
1349,6571,SLC18A2
1350,6572,SLC18A3
1351,6573,SLC19A1
1352,6574,SLC20A1
1353,6575,SLC20A2
1354,6576,SLC25A1
1355,6578,SLCO2A1
1356,6579,SLCO1A2
1357,6580,SLC22A1
1358,6581,SLC22A3
1359,6582,SLC22A2
1360,6583,SLC22A4
1361,6584,SLC22A5
1362,65985,AACS
1363,66002,CYP4F12
1364,66035,SLC2A11
1365,6609,SMPD1
1366,6610,SMPD2
1367,6611,SMS
1368,6646,SOAT1
1369,6647,SOD1
1370,6648,SOD2
1371,6649,SOD3
1372,6652,SORD
1373,6675,UAP1
1374,669,BPGM
1375,6697,SPR
1376,6713,SQLE
1377,6715,SRD5A1
1378,6716,SRD5A2
1379,6718,AKR1D1
1380,6723,SRM
1381,6783,SULT1E1
1382,6785,ELOVL4
1383,6799,SULT1A2
1384,6817,SULT1A1
1385,6818,SULT1A3
1386,682,BSG
1387,6820,SULT2B1
1388,6821,SUOX
1389,6822,SULT2A1
1390,6833,ABCC8
1391,6839,SUV39H1
1392,686,BTD
1393,6888,TALDO1
1394,6898,TAT
1395,6916,TBXAS1
1396,6999,TDO2
1397,7001,PRDX2
1398,7037,TFRC
1399,7054,TH
1400,7083,TK1
1401,7084,TK2
1402,7086,TKT
1403,7108,TM7SF2
1404,7166,TPH1
1405,7167,TPI1
1406,7173,TPO
1407,7177,TPSAB1
1408,7263,TST
1409,7264,TSTA3
1410,728441,GGT2
1411,7295,TXN
1412,7296,TXNRD1
1413,7298,TYMS
1414,7299,TYR
1415,7306,TYRP1
1416,7350,UCP1
1417,7351,UCP2
1418,7352,UCP3
1419,7355,SLC35A2
1420,7357,UGCG
1421,7358,UGDH
1422,7360,UGP2
1423,7363,UGT2B4
1424,7364,UGT2B7
1425,7365,UGT2B10
1426,7366,UGT2B15
1427,7367,UGT2B17
1428,7368,UGT8
1429,7371,UCK2
1430,7372,UMPS
1431,7378,UPP1
1432,7381,UQCRB
1433,7384,UQCRC1
1434,7385,UQCRC2
1435,7386,UQCRFS1
1436,7388,UQCRH
1437,7389,UROD
1438,7390,UROS
1439,7498,XDH
1440,759,CA1
1441,760,CA2
1442,761,CA3
1443,762,CA4
1444,763,CA5A
1445,765,CA6
1446,766,CA7
1447,767,CA8
1448,768,CA9
1449,771,CA12
1450,7779,SLC30A1
1451,7841,MOGS
1452,788,SLC25A20
1453,790,CAD
1454,79017,GGCT
1455,79053,ALG8
1456,79071,ELOVL6
1457,79077,DCTPP1
1458,79087,ALG12
1459,7915,ALDH5A1
1460,79178,NA
1461,7923,HSD17B8
1462,79369,B3GNT4
1463,7941,PLA2G7
1464,79581,SLC52A2
1465,79586,CHPF
1466,79611,ACSS3
1467,79623,GALNT14
1468,79646,PANK3
1469,79695,GALNT12
1470,79717,PPCS
1471,79723,SUV39H2
1472,79751,SLC25A22
1473,79813,EHMT1
1474,79814,AGMAT
1475,79837,PIP4K2C
1476,79896,THNSL1
1477,79901,CYBRD1
1478,7991,TUSC3
1479,79966,SCD5
1480,80025,PANK2
1481,80055,PGAP1
1482,80142,PTGES2
1483,80146,UXS1
1484,80150,ASRGL1
1485,80162,ATHL1
1486,80168,MOGAT2
1487,80201,HKDC1
1488,80235,PIGZ
1489,80270,HSD3B7
1490,80271,ITPKC
1491,8029,CUBN
1492,80308,FLAD1
1493,80339,PNPLA3
1494,8034,SLC25A16
1495,80347,COASY
1496,8050,PDHX
1497,80704,SLC19A3
1498,80724,ACAD10
1499,80854,SETD7
1500,81031,SLC2A10
1501,8140,SLC7A5
1502,81490,PTDSS2
1503,81537,SGPP1
1504,81539,SLC38A1
1505,81579,PLA2G12A
1506,81616,ACSBG2
1507,81693,AMN
1508,8170,SLC14A2
1509,81849,ST6GALNAC5
1510,8228,PNPLA4
1511,8260,NAA10
1512,8277,TKTL1
1513,8288,EPX
1514,8309,ACOX2
1515,8310,ACOX3
1516,83549,UCK1
1517,83594,NUDT12
1518,83697,SLC4A9
1519,8372,HYAL3
1520,83733,SLC25A18
1521,83852,SETDB2
1522,83884,SLC25A2
1523,8394,PIP5K1A
1524,8395,PIP5K1B
1525,8396,PIP4K2B
1526,8398,PLA2G6
1527,8399,PLA2G10
1528,84002,B3GNT5
1529,8402,SLC25A11
1530,84076,TKTL2
1531,84105,PCBD2
1532,84129,ACAD11
1533,8418,CMAHP
1534,8424,BBOX1
1535,84264,HAGHL
1536,8435,SOAT2
1537,8443,GNPAT
1538,84444,DOT1L
1539,84532,ACSS1
1540,84569,LYZL1
1541,84618,NT5C1A
1542,84649,DGAT2
1543,84679,SLC9A7
1544,84693,MCEE
1545,847,CAT
1546,84701,COX4I2
1547,84706,GPT2
1548,84720,PIGO
1549,84735,CNDP1
1550,8479,HIRIP3
1551,84803,AGPAT9
1552,84812,PLCD4
1553,84889,SLC7A3
1554,84890,ADO
1555,84912,SLC35B4
1556,84920,ALG10
1557,8501,SLC43A1
1558,8503,PIK3R3
1559,8509,NDST2
1560,8513,LIPF
1561,8525,DGKZ
1562,8526,DGKE
1563,8527,DGKD
1564,8528,DDO
1565,8529,CYP4F2
1566,85320,ABCC11
1567,8534,CHST1
1568,85365,ALG2
1569,8540,AGPS
1570,85465,EPT1
1571,8560,DEGS1
1572,8564,KMO
1573,8566,PDXK
1574,8574,AKR7A2
1575,8604,SLC25A12
1576,8608,RDH16
1577,8611,PPAP2A
1578,8612,PPAP2C
1579,8613,PPAP2B
1580,8622,PDE8B
1581,8639,AOC3
1582,8647,ABCB11
1583,8654,PDE5A
1584,8659,ALDH4A1
1585,8671,SLC4A4
1586,8693,GALNT4
1587,8694,DGAT1
1588,8703,B4GALT3
1589,8704,B4GALT2
1590,8705,B3GALT4
1591,8706,B3GALNT1
1592,8714,ABCC3
1593,873,CBR1
1594,8733,GPAA1
1595,874,CBR3
1596,875,CBS
1597,8760,CDS2
1598,8776,MTMR1
1599,8781,PSPHP1
1600,8789,FBP2
1601,8790,FPGT
1602,8801,SUCLG2
1603,8802,SUCLG1
1604,8803,SUCLA2
1605,8813,DPM1
1606,8818,DPM2
1607,8821,INPP4B
1608,8824,CES2
1609,883,CCBL1
1610,8833,GMPS
1611,8836,GGH
1612,8854,ALDH1A2
1613,8867,SYNJ1
1614,8869,ST3GAL5
1615,8871,SYNJ2
1616,8875,VNN2
1617,8876,VNN1
1618,8877,SPHK1
1619,8879,SGPL1
1620,8884,SLC5A6
1621,8897,MTMR3
1622,8898,MTMR2
1623,8908,GYG2
1624,8942,KYNU
1625,8972,MGAM
1626,8974,P4HA2
1627,8985,PLOD3
1628,89869,PLCZ1
1629,89874,SLC25A21
1630,8992,ATP6V0E1
1631,9016,SLC25A14
1632,90161,HS6ST2
1633,9023,CH25H
1634,90423,ATP6V1E2
1635,9045,RPL14
1636,9056,SLC7A7
1637,9057,SLC7A6
1638,9058,SLC13A2
1639,9060,PAPSS2
1640,9061,PAPSS1
1641,90701,SEC11C
1642,9091,PIGQ
1643,9114,ATP6V0D1
1644,91227,GGTLC2
1645,9123,SLC16A3
1646,91373,UAP1L1
1647,9152,SLC6A5
1648,9153,SLC28A2
1649,9154,SLC28A1
1650,9162,DGKI
1651,9167,COX7A2L
1652,91703,ACY3
1653,91734,IDI2
1654,9187,SLC24A1
1655,9194,SLC16A7
1656,9197,SLC33A1
1657,92086,GGTLC1
1658,9227,LRAT
1659,9245,GCNT3
1660,92483,LDHAL6B
1661,92579,G6PC3
1662,92745,SLC38A5
1663,9296,ATP6V1F
1664,93010,B3GNT7
1665,93034,NT5C1B
1666,93100,NAPRT1
1667,93183,PIGM
1668,9331,B4GALT6
1669,9334,B4GALT5
1670,9348,NDST3
1671,93492,TPTE2
1672,9365,KL
1673,9374,PPT2
1674,9377,COX5A
1675,9380,GRHPR
1676,9388,LIPG
1677,9390,SLC22A13
1678,9394,HS6ST1
1679,93979,CPA5
1680,94005,PIGS
1681,94033,FTMT
1682,9415,FADS2
1683,9420,CYP7B1
1684,9435,CHST2
1685,9453,GGPS1
1686,9468,PCYT1B
1687,9469,CHST3
1688,948,CD36
1689,9481,SLC25A27
1690,9487,PIGL
1691,9488,PIGB
1692,9489,PGS1
1693,949,SCARB1
1694,9497,SLC4A7
1695,9498,SLC4A8
1696,95,ACY1
1697,9514,GAL3ST1
1698,9517,SPTLC2
1699,952,CD38
1700,953,ENTPD1
1701,9536,PTGES
1702,954,ENTPD2
1703,955,NA
1704,9550,ATP6V1G1
1705,9551,ATP5J2
1706,956,ENTPD3
1707,9563,H6PD
1708,957,ENTPD5
1709,9583,ENTPD4
1710,9588,PRDX6
1711,9615,GDA
1712,9651,PLCH2
1713,9653,HS2ST1
1714,97,ACYP1
1715,978,CDA
1716,9789,SPCS2
1717,9791,PTDSS1
1718,98,ACYP2
1719,9807,IP6K1
1720,9843,HEPH
1721,9869,SETDB1
1722,9942,XYLB
1723,9945,GFPT2
1724,9951,HS3ST4
1725,9953,HS3ST3B1
1726,9955,HS3ST3A1
1727,9956,HS3ST2
1728,9957,HS3ST1
1729,9962,SLC23A2
1730,9963,SLC23A1
1731,9990,SLC12A6
1732,AI971036,NA
