sam ple ID,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12
,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor
2-aminobutylate,0.52307692307692311,0.86153846153846159,0.80000000000000004,1.0153846153846153,1.0769230769230769,1.1692307692307693,1.1384615384615384,0.76923076923076927,0.9538461538461539,0.86153846153846159,0.98461538461538467,0.80000000000000004,0.70769230769230773,0.86153846153846159,1.3538461538461539,2.1538461538461537,3.7846153846153845,1.2307692307692308,0.98461538461538467,1.2,1.7230769230769232,1.2923076923076924,2.2153846153846155,0.89230769230769236
2-oxoglutarate(2OG),1.5300546448087433,1.0491803278688525,1.4207650273224046,0.78688524590163944,2.404371584699454,0.74316939890710387,0.74316939890710387,0.74316939890710387,0.93989071038251382,0.74316939890710387,1.0054644808743169,1.0928961748633881,0.97267759562841549,0.74316939890710387,1.9672131147540988,0.74316939890710387,0.99453551912568317,0.74316939890710387,0.77595628415300555,0.74316939890710387,1.0928961748633881,0.80874316939890722,0.98360655737704938,0.74316939890710387
2-oxoisopentanoate,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"2,3-diphosphoglycerate",0.35230352303523033,0.35230352303523033,1.6476964769647697,0.35230352303523033,0.35230352303523033,0.35230352303523033,0.35230352303523033,0.35230352303523033,0.35230352303523033,0.35230352303523033,0.35230352303523033,0.35230352303523033,0.35230352303523033,0.35230352303523033,0.35230352303523033,0.35230352303523033,0.35230352303523033,0.35230352303523033,0.35230352303523033,0.35230352303523033,0.35230352303523033,0.35230352303523033,0.35230352303523033,0.35230352303523033
3-phosphoglycerate(3PG),0.60215053763440862,0.64516129032258063,2.3870967741935485,1.2688172043010753,1.3333333333333333,2.4301075268817205,1.1397849462365592,1.053763440860215,1.010752688172043,0.64516129032258063,0.62365591397849462,0.81720430107526887,0.989247311827957,3.032258064516129,0.989247311827957,1.978494623655914,1.010752688172043,2.3225806451612905,1.032258064516129,0.86021505376344087,0.5376344086021505,0.77419354838709675,0.32258064516129031,0.64516129032258063
"3,4-dihydroxyphenylalanine(DOPA)",0.125,0.125,0.125,1.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,4.166666666666667,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
4-aminobutylate,0.5,1.1428571428571428,0.26428571428571429,0.27857142857142858,1.25,0.39285714285714285,0.4642857142857143,0.5357142857142857,0.26428571428571429,1.3571428571428572,0.32142857142857145,0.8571428571428571,1.5714285714285714,0.4642857142857143,0.8214285714285714,1.0714285714285714,0.9285714285714286,2.8928571428571428,1.0714285714285714,2.8214285714285716,1.2857142857142858,1.9285714285714286,1.4285714285714286,1.6785714285714286
6-phosphogluconate(6PG),1.0555555555555556,0.53333333333333333,0.66666666666666663,1.3888888888888888,0.83333333333333337,2.6111111111111112,1.0,1.0555555555555556,1.1111111111111112,0.30000000000000004,0.77777777777777779,0.55555555555555558,1.7777777777777777,2.1666666666666665,1.0,2.3333333333333335,1.7222222222222223,5.166666666666667,0.66666666666666663,0.21111111111111111,1.3333333333333333,0.23888888888888887,0.72222222222222221,0.48333333333333328
acetylCoA,0.48780487804878048,0.48780487804878048,0.48780487804878048,0.48780487804878048,0.82926829268292679,2.4390243902439024,1.9024390243902438,0.48780487804878048,0.48780487804878048,1.024390243902439,1.4146341463414633,0.87804878048780488,0.48780487804878048,0.73170731707317072,0.92682926829268297,6.5853658536585362,0.73170731707317072,0.48780487804878048,0.48780487804878048,0.48780487804878048,0.48780487804878048,1.1707317073170731,0.97560975609756095,1.9024390243902438
adenine,0.82352941176470595,1.0,0.50980392156862753,0.50980392156862753,0.94117647058823528,0.88235294117647067,1.1176470588235294,1.0588235294117649,0.90196078431372551,0.78431372549019618,1.4705882352941178,1.2352941176470589,1.215686274509804,0.76470588235294124,1.0,0.80392156862745101,1.4509803921568629,1.2941176470588236,0.90196078431372551,1.3529411764705883,1.196078431372549,0.5490196078431373,1.2352941176470589,1.2352941176470589
adenosine,1.2,1.0,1.6000000000000001,0.71999999999999997,0.80999999999999994,0.70999999999999996,0.54000000000000004,1.0,0.91999999999999993,1.1000000000000001,0.59999999999999998,0.55000000000000004,2.6000000000000001,1.6000000000000001,1.0,1.6000000000000001,1.3,1.1000000000000001,0.91999999999999993,1.8999999999999999,0.73999999999999999,0.55999999999999994,2.5,0.98999999999999999
ADP,1.2341480694296847,0.81756996103436064,1.2957846262840949,0.87070492383988662,1.2362734679419058,0.94084307474318096,1.5841303577754162,1.1044987601842011,1.1207934821112291,0.31455897980871411,0.9847679773290825,1.0152320226709175,1.1888062345023025,1.2709883103081827,0.8905419766206164,1.0223166843783209,1.0903294367693943,0.73893021608218212,0.84945093871767618,0.73184555437477861,1.5097414098476798,0.30747431810131065,0.87070492383988662,0.59511158342189163
alanine,0.66640222134073779,0.62514875049583496,0.64656882189607301,0.52360174533915116,1.5573185243950813,1.2066640222134073,1.0289567631892107,0.82824276080920267,0.44744149147163825,0.91312971043236812,0.77826259420864741,0.84252280840936133,0.950416501388338,0.73304244347481162,1.1606505355017851,1.4367314557715192,2.4974216580721937,1.3859579531931774,0.97818326061086869,1.5993653312177707,1.4034113447044823,1.4986116620388734,1.3581911939706466,1.0218167393891313
