Metabolite,22210-0003Normal,22210-0003Tumor,22210-0002Normal,22210-0002Tumor,22210-0007Normal,22210-0007Tumor,22210-0008Normal,22210-0008Tumor,22210-0012Normal,22210-0012Tumor,22210-0011Normal,22210-0011Tumor,22210-0013Normal,22210-0013Tumor,22210-0014Normal,22210-0014Tumor,22210-0015Normal,22210-0015Tumor,22210-0016Normal,22210-0016Tumor,22210-0021Normal,22210-0021Tumor,22210-0020Normal,22210-0020Tumor,22210-0022Normal,22210-0022Tumor,22210-0023Normal,22210-0023Tumor,22210-0024Normal,22210-0024Tumor,22210-0028Normal,22210-0028Tumor,22210-0029Normal,22210-0029Tumor,22210-0030Normal,22210-0030Tumor,22210-0034Normal,22210-0034Tumor,22210-0035Normal,22210-0035Tumor,22210-0038Normal,22210-0038Tumor,22210-0039Normal,22210-0039Tumor,22210-0040Normal,22210-0040Tumor,22210-0042Normal,22210-0042Tumor,22210-0044Normal,22210-0044Tumor,22210-0047Normal,22210-0047Tumor,22210-0054Normal,22210-0054Tumor,22210-0056Normal,22210-0056Tumor,22210-0057Normal,22210-0057Tumor,22210-0061Normal,22210-0061Tumor,22210-0062Normal,22210-0062Tumor,22210-0063Normal,22210-0063Tumor,22210-0064Normal,22210-0064Tumor,22210-0065Normal,22210-0065Tumor,22210-0066Normal,22210-0066Tumor,22210-0067Normal,22210-0067Tumor,22210-0068Normal,22210-0068Tumor,22210-0072Normal,22210-0072Tumor,22210-0074Normal,22210-0074Tumor,22210-0075Normal,22210-0075Tumor,22210-0077Normal,22210-0077Tumor,22210-0078Normal,22210-0078Tumor,22210-0080Normal,22210-0080Tumor,22210-0081Normal,22210-0081Tumor,22210-0082Normal,22210-0082Tumor,22210-0085Normal,22210-0085Tumor,22210-0086Normal,22210-0086Tumor,22210-0090Normal,22210-0090Tumor,22210-0091Normal,22210-0091Tumor
D-glucuronic acid-potential,-0.16713885,0.707551487,0.204560434,0.222272958,0.295146012,-0.163370744,0.301708933,-0.451433167,0.470433392,-0.470799335,0.147153807,0.376170921,1.305483036,0.664997087,-0.726942308,0.844294978,0.98290861,0.67201133,-1.165316172,0.108005853,0.368804142,0.588456247,-0.137584818,0.40998525,0.475590352,0.14383939,-1.786431622,-0.047205173,0.345653656,-0.807202374,0.024205887,1.395797934,-2.383812947,-0.633109153,-0.462480226,0.420587754,-0.302601181,0.337203394,0.742051568,1.469497173,0.16682307,-0.321908061,-0.323504244,0.123929022,-1.456738034,-0.173867873,0.397309901,-0.771103727,-0.811500421,-0.009414519,-3.176672661,1.482939477,0.045971024,-1.097109688,0.683726987,2.335795067,0.338116396,0.72595028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.289215326,-0.731661971,-0.811178856,-0.775916485,-1.18495118,-0.464538528,-1.559568651,1.732807667,-0.670052619,2.398045667,-1.483628064,-0.814440613,0.360979852,2.271639941,3.893874083,1.49461413,1.183862549,-0.937972159,-1.290415917,-4.206731521,0.162521903,-0.157500031,-0.038895787,-0.274545485,-1.569007255,-0.186273507,0.45137672,0.357489236
D-glyceraldehdye-3-phosphate,0.895462198,1.740816151,1.378229814,1.72807889,NA,NA,NA,NA,NA,NA,1.409196618,1.45242893,0.407979655,0.641185771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994277135,0.03677472,0.80837171,1.864667665,1.384528731,0.162021785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.095558322,1.288055003,-2.590861737,-0.196689606,-1.657654943,-2.42038729,-1.930826881,-0.568971221,-1.688595723,-2.271775399,-1.6246996,-1.214138407,-1.338764167,-1.423497117,-1.634448252,-1.431826405,-1.733217843,-1.60769264,0.485944221,0.021824588,0.061415746,-0.655648406,-0.832590289,0.434592096,0.269565772,-1.544872667,-0.68437085,-0.8591894,2.908550306,-0.305587681,-1.598592512,-1.193905315,-0.623471665,-0.98459526,NA,NA,1.056381748,0.604064501,2.302441315,3.126800015,1.606857651,3.417059133,-0.348138845,1.548045675,0.42131414,1.603636764
D-Mannose/L-Sorbose-potential-1,-0.287508171,-0.27593295,-0.285653563,-0.257389209,0.057750702,0.334746548,0.706872763,0.711151662,0.80382095,0.085693657,1.61660571,0.000409279,0.332775045,0.179137706,0.124280259,-0.622721938,0.442589228,0.546287648,0.5321137,-0.438799341,0.026685369,-0.036411499,1.205907716,-0.485046113,1.493965362,-0.240087692,1.000809539,-0.320597815,0.651617976,0.337217581,0.380471989,-0.731409183,0.627373088,0.545001041,0.42884521,0.248993745,0.698420085,-2.384626446,1.530261877,-0.075819613,1.237055053,-0.607093059,1.073800276,-0.097908542,1.052115806,-1.053271794,1.702161852,0.605163051,0.831362494,0.975898283,0.052410131,-0.042623962,-0.649545362,-1.134112694,-0.652345147,-1.887218554,-0.670080262,-0.388307881,-1.019854686,-1.26519882,-0.162110842,-1.217556747,-0.045613559,-1.194659335,-0.093883638,-1.198814337,-0.059780992,-0.524898484,0.612868419,-0.690809909,0.426733705,0.279364791,0.269898186,0.416300338,-0.274433319,-0.153419395,0.356168832,-2.7521177,0.179445893,-0.398717572,1.247822436,-0.037329778,0.505199681,0.396075234,0.294752172,-0.512394848,-0.379415326,-0.580677029,0.240173916,-0.072045149,-0.618009261,0.522051002,-0.483910585,0.524920827,0.268358519,-1.39169783,0.869421454,0.239444079
D-sedoheptulose-1/7-phosphate,0.803434853,0.286363407,-2.018040543,0.120537615,-0.903138281,-0.969538259,-0.577782898,-0.789939031,-1.212068457,-2.073711597,-0.787810252,-1.883152369,-0.366101803,-0.333058398,0.493085938,-0.881220548,-1.172839415,-0.47715264,-0.101795506,-1.115421632,0.19751104,-1.751227978,1.17227194,-0.711544883,-1.398507184,-0.236510572,3.314351586,-0.4443747,0.081662758,-0.758534272,1.844566524,0.18878272,-0.141120564,-0.736880034,-0.250611488,-1.517453135,0.798443818,-1.299914438,-0.766429948,-1.801714703,-2.227271062,-2.249222364,1.225663476,-1.440818491,1.639162189,-1.353727957,-1.210508744,0.379570972,-0.069120125,-0.224280627,0.629410293,0.374264783,1.703597135,0.19852226,2.573254133,0.226236941,1.691509456,-1.007665986,0.415625683,-0.422443662,1.789902341,0.668166614,0.779740105,-1.302231961,1.86967025,-0.387374797,0.728326537,-0.139050724,-0.356824325,0.374107919,1.491929419,0.735333547,1.06724019,0.393119035,0.880741516,-0.683922281,2.102580779,-2.313728014,2.425647988,1.971350337,-0.116965506,0.677855771,0.904941981,0.699966528,0.089478232,-0.046878544,-0.739539179,-0.152178007,0.074939701,0.002574379,-0.254603103,0.803512038,-0.641118424,1.650840581,1.73213193,-0.387981711,1.515537851,0.861718343
dGDP,2.70895546,1.64098913,1.32049963,1.422122185,2.752055341,3.169905041,-0.76820621,-0.563489037,-1.820602558,1.582617517,-0.258135265,1.938165511,-0.503218716,1.140422071,1.211480833,0.25466236,-1.478684873,-4.020297229,-0.2440668,-2.742865963,-2.594057516,-1.984727144,-2.963105289,-1.498734125,-2.050218726,-1.087441124,-0.806754496,-2.580707665,-0.931652663,-1.168220384,NA,NA,0.792071811,-1.202639608,0.685104141,0.274798183,-0.674700592,-2.660719088,-4.95090243,-1.649600816,-1.622211231,-0.90716739,-0.41163409,-0.231255198,-1.645261752,-1.064486731,-3.232758427,-1.188622724,-1.644759672,-2.078887776,-1.513966356,-0.791582654,1.993667484,-0.861425086,2.219718708,2.649014594,2.419850582,2.50402167,-2.119791247,-1.581669029,1.649310322,0.268432079,0.625314481,-0.908047462,1.149025032,-0.394432207,-0.459862294,-0.664993257,-1.378142706,1.149395601,1.404398892,-0.069632663,0.057395822,-0.301047233,2.912918064,1.005939305,0.413419143,-1.886782171,-0.674311174,0.57053155,-1.452491205,0.02408165,0.558030526,1.683808348,1.414312887,1.230771137,3.369436814,3.666878432,3.992094624,4.924832907,2.660781423,2.386615583,-0.373976836,-0.31613924,2.130944298,1.060963351,0.428342916,1.847440425
dGTP,3.92122793,1.860914666,-0.846578847,1.273262304,3.53199563,5.566927708,-0.876612863,-0.213984991,-2.622191722,1.362327317,1.510335978,1.208482136,-2.357357661,-1.005584953,-2.338187423,-2.719013701,-3.050437945,-3.739585243,1.182715941,-2.039870016,-0.784290222,-1.158541735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.958925872,-0.154005446,NA,NA,NA,NA,-3.887152537,-3.532385011,-1.123577803,-2.342262198,NA,NA,NA,NA,NA,NA,-3.333240369,-4.795928,3.692303969,1.224700816,3.659279167,2.779028028,4.721964414,2.792866519,-2.373449917,-3.546339723,0.548923561,-0.288415661,-1.462421852,-2.666597552,-0.983192725,-1.331609234,-3.078813293,-2.665692762,-2.072210991,-0.14307009,1.196739436,-1.617830532,-0.55851764,-0.541558151,4.227061561,0.521496172,-0.624990396,-1.343206812,-4.20180177,-1.971575287,-2.061306656,-2.883069497,-2.838129411,3.433781592,-0.868223551,0.972038353,6.068742294,5.085988449,6.087624877,6.125140361,4.301582842,2.897752948,1.412148364,-0.080451944,0.998981816,0.796686827,0.114243955,0.483493402
dihydroxyacetone phosphate,0.919497857,1.302815585,0.994850723,1.73851447,1.169873016,0.927817869,-0.064878625,0.410297333,-0.046682206,0.41227795,0.124560024,1.155752472,-0.310776029,0.250341125,0.34241283,2.092146617,0.425539231,1.348340979,-0.72529855,2.76307373,-1.671705545,0.582777492,1.021656671,0.206746228,-0.941450577,1.102889221,-0.577423234,2.276533498,1.03371334,1.236602133,0.024979939,0.589717586,-0.88817712,1.65216376,-0.085882036,-1.467551427,0.086797095,1.237073269,0.840287419,-0.592279213,0.515310608,-0.617757426,0.024992643,0.355187544,-1.012145695,-2.647518869,0.467078635,-1.037758619,-1.609910896,-1.952371112,-0.264145041,-0.135628982,-2.39534862,0.271622682,-2.212428852,-0.112177289,-2.590544917,-2.6461418,0.247420813,1.625172051,-0.058033818,0.859241774,-1.203575525,-0.085925137,-0.502979787,0.746089718,-1.048196068,1.561011551,-0.480706172,0.582801854,-0.894665765,-0.72228435,-0.343147876,-1.194652165,-0.689417716,0.137618713,-0.281008256,NA,-1.760538971,-1.082705986,-0.285469351,-1.0698688,-1.959829623,-1.36376553,-1.476417449,-1.865977281,-0.999394984,0.489424357,0.706541128,-0.276460706,1.344858739,2.506255865,0.885761112,2.98778165,-0.561085825,1.149600902,-0.303803821,0.754098615
dimethylglycine,0.61890827,1.16095726,2.788117301,2.175194456,1.937159537,1.749832483,1.605827633,0.509286581,-0.796585928,0.151613711,1.286915958,0.830138572,1.849078686,1.65138966,0.68717889,0.810271142,-1.66094113,-0.528528278,1.954655326,2.263204037,1.543228916,-0.750808183,-0.13451931,-0.041038488,-0.734703081,-0.230599538,1.133171846,-1.562464797,-0.177668397,0.442643775,0.140790336,-0.25501515,-0.33833809,-1.388720532,-1.213409918,-1.89729308,3.473938021,2.166751291,4.018782023,2.607901725,-0.882471806,-1.00898976,0.357576224,-1.089536872,0.468160082,0.378368907,0.585407023,-0.183366165,-1.378416386,-0.727223157,-0.093799408,0.125455153,-0.279424411,-0.273820056,0.363807303,-0.447459555,0.244639524,0.073312744,-1.432292968,-2.125865288,-1.547482619,-2.524839684,-0.608115561,-1.301265855,-1.166923592,-1.82890673,-1.124097778,-1.46465277,-0.879003502,-2.082128949,0.625911889,0.815399212,0.115761031,0.309008706,0.167596971,-0.009709344,-0.71651117,-1.125969334,0.786641976,0.510806013,0.928153872,0.208006449,-0.07167911,-0.242764927,0.191618801,0.679325084,-1.635375937,-1.007218819,-0.62741327,-0.782943074,-0.36355916,-0.584225521,-0.156471528,-0.120056499,-0.040176956,-0.857931371,-0.648771588,-0.907168085
dTMP,NA,-0.479972447,NA,NA,0.347821415,2.540351287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.516170255,-0.737899705,NA,1.125079798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.723893913,NA,-1.511641942,1.18241899,-0.87994659,-0.218641799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.975689866,0.351108118,NA,-0.115540106,-0.191898872,NA,-1.304365408,NA,-1.698525212,-0.106731992,NA,1.795888841,NA,1.183346028,1.770217294,0.81845666,1.867525297,0.540089875,NA,0.883661118,-0.974236588,NA,0.468751131,1.158133488,-1.888687344,-0.353667674,-0.888333043,-1.467006584
FAD,1.592739578,0.485640717,0.894133615,0.818750242,1.133581105,1.699908954,-0.274691684,-0.619265862,NA,0.687514363,-0.399436331,-0.023720766,-0.780480687,0.437043251,1.151033256,0.798276061,2.46479245,1.117276701,2.633549234,1.244761495,0.802547983,2.043234452,-2.579041144,-2.322269537,-2.422650202,-1.511446553,-1.670526586,-2.5902023,-3.401409816,-1.122853861,-1.659476156,-1.86257202,-1.64942456,-2.112629694,-0.425574081,-1.550313874,NA,NA,NA,NA,-2.392873482,-0.863493969,-0.918577917,-0.06717735,NA,NA,NA,NA,NA,NA,-1.994356848,-1.405741236,-0.431556636,-0.655592998,-0.80285047,-0.079045916,-0.099520303,0.990012645,-1.05463739,-1.922533237,0.438599555,-0.017924179,-2.316500168,-2.926154939,-0.858720739,-0.710373302,-1.857119751,-0.159335584,NA,-0.581851603,1.7638287,1.506977748,1.02090048,1.109486554,2.359198413,2.133908781,0.801637445,-2.056532707,1.511031192,1.247136868,NA,1.865625594,1.269482997,3.059227639,1.743226311,2.422725262,3.382705586,2.40106317,2.528277311,3.481089631,2.02285696,1.349536482,-1.399948036,0.299536989,0.639829279,0.120861356,-0.834011271,0.393231411
"fructose-1,6-bisphosphate",1.147954611,1.281885123,NA,NA,1.107989692,3.440641659,NA,NA,1.399910208,0.628677494,NA,NA,NA,NA,NA,NA,0.028518395,-1.786853934,-2.527325795,0.153294962,-1.899394672,-1.975002813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109243364,-0.879465285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.391129375,NA,0.096554714,2.165114477,-0.795385772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145852794,NA,-0.902263271,NA,1.13348828,NA,-0.930174762,NA,NA,-1.516699519,NA,-1.683885357,NA,-1.244699355,NA,-1.588988946,NA,NA,1.869944546,0.68589669,0.965187098,2.384013282,NA,0.99318453,-1.30585281,-0.689868694,NA,-0.402620312
fructose-6-phosphate,1.429440657,1.211274053,0.137647619,1.371024303,1.965837843,1.918731558,1.430735942,1.460534818,-0.781465762,0.099682494,0.291206241,-0.045366027,0.133598349,0.223886218,0.551701966,0.528308502,0.628547601,0.91275953,0.66071406,0.034151135,1.300408378,0.328772041,NA,NA,NA,NA,NA,NA,NA,NA,2.210050043,0.162867068,0.062204677,-1.046166362,-0.350587078,-0.292815813,2.253521106,0.417192912,-0.636701185,0.116135741,-0.837049717,-1.493759263,1.18828206,0.828537097,NA,NA,NA,NA,NA,NA,0.457039416,-0.437775828,-0.641118597,-1.876612055,-0.761814591,-1.417119955,-1.528536678,-2.747782907,-0.390508151,-1.064982354,1.3382732,0.602841692,0.015696951,-0.524769241,2.216254162,-1.179837522,-0.537785534,-0.368981284,-1.128314303,-1.060565958,0.048737933,-1.178680201,-0.521240823,-1.568205398,-1.190261651,-2.198236251,1.588878315,-1.078466252,1.779321914,1.376824422,NA,-0.707328972,-0.582992554,-0.362058814,-2.366713847,-1.599772951,NA,NA,-0.409487622,-0.859783959,-1.495499711,0.150044768,NA,1.115966637,1.80486004,-1.102752189,1.277209851,0.816991118
fumarate,-0.004894741,-0.367256724,1.034614596,0.45115723,-0.652175129,-0.558897101,0.819873035,0.901628235,-0.241355939,-0.74632394,1.906534493,1.634351117,0.666865467,0.44676191,0.734035646,0.043799065,-0.101021054,-0.587356956,0.29185011,-0.124349738,0.08776542,-0.76449581,0.365477307,-0.318061355,-0.351757369,0.2807292,1.762088121,-0.754861619,-0.637334749,0.481404066,1.398369472,0.49851001,-1.518192398,-1.22901903,0.833902864,0.286017413,-0.974250164,-2.076910576,-1.126411072,-2.377484516,-1.228637498,-1.96307981,-0.351097853,-1.506931174,-0.861248185,-1.821876256,-0.350730294,-1.737297378,-2.521881414,-1.676328814,0.815016541,1.276495521,2.835472436,2.303399357,2.336990788,1.83114121,2.540807159,2.526137413,2.511703684,1.994130826,2.681070094,1.85150406,2.579094488,1.47579063,2.810704426,2.004775902,3.426586184,2.016734622,1.599733897,2.208143427,-0.568061106,-0.722590962,-0.401002255,-1.312056597,-0.746900579,-0.688292215,0.530863967,-2.070510701,-0.061931974,-0.655790382,-0.918766426,-0.787986411,-0.248429384,-0.464092935,-1.678917807,-1.29161554,-1.971395296,-1.867227289,-1.759215931,-2.181144878,-1.457136421,-2.146367413,-0.959239527,-1.020315575,-0.150880059,-1.12277377,-0.741596219,-0.721904533
GDP,3.221359072,1.479197564,1.073884156,1.201664235,2.34662561,3.378479071,-0.67629928,-1.311690511,-1.652008033,2.241880934,1.016476831,1.615074318,-0.977828085,1.006999454,-0.090746753,-0.736547431,NA,NA,-0.581432685,-2.869855577,-3.360935768,-3.253477963,-2.066301506,-0.223031348,-2.020001233,-0.128552306,0.452612671,-1.534285664,-0.09997723,0.293596931,0.630580172,-0.316997273,0.905311096,-0.187488411,0.853504101,0.784863904,NA,NA,NA,NA,-2.454433073,-0.942036568,-0.340926779,0.108308581,-2.464465736,-0.332631436,-1.489913629,-1.449167278,-1.930994522,-2.264319722,-1.524249007,-0.369938074,2.806703599,0.835197851,3.006625024,3.000928415,3.175312331,3.326169106,-1.021556376,-1.037656416,1.040952301,-0.862120075,0.669899144,-1.391726524,0.143187947,-0.337662783,0.000426026,-2.072355693,-0.347768701,-0.923314227,-1.409580518,-2.35846777,-1.899284452,-1.730581641,1.889336244,0.490403298,-0.931288304,-0.758295224,-3.523924698,-1.268556269,-0.987165482,-2.586097454,-1.245522757,0.04368545,0.228904079,0.236037563,2.727468887,3.581554614,3.635791135,5.697325411,2.347979677,2.258583186,0.768144437,0.248538772,0.947193267,0.934903867,0.227622393,0.015995051
glucose-1-phosphate,0.727844837,0.45994545,0.322636847,0.878409201,2.223624655,1.454940391,-0.122312338,0.225401397,0.937964794,0.044051892,-0.07570489,-0.218379815,-0.292678787,-0.335169881,0.034686079,0.499710322,0.622612008,1.388477292,-0.44755167,-1.035650718,0.160066674,1.139375902,0.92056082,-0.036866671,1.138455698,0.647452106,3.222041082,-0.229370562,0.374257936,-0.232098751,NA,NA,NA,NA,-0.454588061,-0.215392762,0.526417415,3.772030427,-0.467311938,-0.881622358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.675704371,0.156617967,-1.842890232,-1.870396945,-1.531383799,-2.154246139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.368393203,0.16518299,-2.52012734,-1.036796118,-1.918381697,0.570915712,0.122700288,-0.850179966,-0.067167709,-0.85601346
glucose-6-phosphate,0.498525101,0.414651631,-0.756644323,0.613411427,0.975544545,1.060614688,0.708578174,0.797722731,1.331604604,-0.560409923,1.12720322,-0.106001263,-0.172630787,-0.354520277,-0.097498364,-0.097322843,-0.875762145,-0.591550216,NA,NA,NA,NA,0.631127029,-0.469249162,0.755959345,-0.785083837,2.884303203,-0.12393021,-0.356357974,-0.984362858,NA,NA,NA,NA,-0.335520809,-0.259696443,NA,NA,NA,NA,-0.162956776,-0.72338659,0.363152422,0.120762486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.626955039,-0.130809892,0.776309305,0.216565584,-0.449760057,-0.836965216,1.037214905,-0.919497708,0.02788427,-0.797770537,0.482883438,-0.054059413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.142441523,-1.110423401,-1.357712227,-0.742500364,-0.37876691,-0.049632387,0.873340246,-1.164491611,0.30231309,-0.67891044
glutamate,1.04954006,1.219632399,1.115650361,1.521733105,0.731829842,0.547946807,0.420883049,0.352151679,0.071673815,1.05491219,1.240446358,1.246511219,1.028110232,0.826195338,0.932523574,0.830486356,0.470652347,0.295079244,1.265737866,1.169947717,0.805809348,1.068758899,0.082205059,0.489877401,0.140657972,0.906033702,0.598954489,0.194289953,0.839288933,0.665320575,0.433183936,0.925847492,-0.199731438,-0.059629506,0.190723912,0.6660252,0.191679782,-0.217661898,-0.796263255,0.660680748,0.011792402,-0.079170806,0.395561052,0.273117418,0.216614059,0.253301844,-0.065268199,0.802864079,0.62447523,0.714469428,0.527739932,0.792930885,-0.133248935,-0.058577928,-0.844284786,-0.901782011,-0.256978278,-0.469249495,-1.0789867,0.216520534,-0.303886784,-0.322384441,-0.091691254,0.190670449,-0.492612988,0.002423275,-0.103132349,-0.075478936,0.285026274,0.513868526,-1.254682052,-1.399991323,-1.026835832,-0.66882514,-1.048309165,-1.749283804,-1.038034715,-1.615568868,-1.25337806,-1.310603278,-1.509050838,-1.356930029,-1.42928405,-1.321125255,-1.51994692,-1.021517542,-1.294402839,-0.799155011,0.095967688,-0.594380614,-0.815987303,-0.505284655,-1.537040036,-0.179706245,-0.445627308,-0.30801099,-0.092564822,-0.392519215
glutamine,-0.162703412,-0.628021083,-0.240146952,-0.760334054,-1.412713317,-2.414789171,-0.844070048,-1.503506042,-0.579490915,-1.836987958,-1.005897549,-1.065233084,-1.048449095,-0.773721225,-0.612994484,-1.622530408,-1.823610006,-1.760212349,-0.502717472,-1.781401741,-0.128647878,-1.011134048,0.15649371,0.317355709,0.933101232,-0.398881692,0.622611603,-0.286940257,-0.156666763,-0.109061078,1.265734279,-0.187775676,-0.412664406,-0.727745447,0.766354707,0.118381319,0.423005613,-0.368471441,-0.249480102,-0.180676632,0.097994088,-0.158792016,0.773970185,-0.555657997,0.603554722,0.086774434,0.907907154,0.025046154,0.504613625,0.669834382,0.528712063,0.379966898,0.330065189,-0.743403353,1.252205609,-0.20154618,0.336108618,-0.494539503,0.241784665,-0.059293223,1.396344686,0.073007802,0.994473016,0.467672609,1.291643954,0.057664907,1.095386853,-0.354416094,1.028528154,0.577605401,0.807906938,0.344256803,0.596182143,0.431781556,0.636003076,-0.201894257,1.540761601,0.428577375,1.251054531,0.880055718,0.861668421,0.110260077,0.250892734,0.25175386,0.051873647,0.453965388,-1.373798173,-0.499563708,0.242346995,-1.156317613,-0.205565314,1.099293987,0.471280178,-0.160604381,1.299307202,0.318033294,0.680517021,0.092851576
glutathione,1.152645387,1.164940956,0.761399994,0.835547484,1.612511893,1.418024959,0.707271227,0.826612908,1.214135713,1.782046863,1.162583925,1.585395236,1.501536989,1.021575126,1.076694696,0.577356482,1.561659761,1.362150139,0.045603202,-1.067719684,0.787424068,0.900566246,-0.311447731,1.273935473,-0.948981603,1.890824462,0.53114455,-2.428990181,0.530285791,1.555240384,0.893439258,2.320077076,1.770340718,-0.718795991,0.32774886,1.577101988,1.382435981,-3.474897372,-0.536700525,-2.620290015,0.11365625,-0.728492929,-0.6045365,0.87715518,1.340191654,1.740148259,-2.267842526,0.224494429,1.661654395,0.96634367,-1.360794975,-2.410639009,0.533954812,-3.207082635,-1.630535852,-0.467196424,-0.095478133,-1.986334978,-0.446091651,-0.20040421,0.946098867,0.891694421,1.178266585,0.549486554,0.881651372,0.514909563,0.969083904,1.031141217,0.589590874,0.800508702,-0.08639931,-1.683535518,-0.032174519,-1.283071678,-1.246174355,-2.827449071,0.759424953,-6.80335302,0.112497801,-0.092775049,-1.213200755,-2.342644233,-1.892616745,-1.31913262,0.609399057,0.350208644,0.757241564,-0.014607358,1.114202811,0.999303482,-0.101517626,-0.620049549,-0.961400525,-1.123638569,-0.630730027,-3.311396376,0.782055333,0.425732895
glutathione disulfide,-0.337352302,-0.398725793,-0.404078776,-0.202110897,0.345796295,0.112099309,-0.16916079,0.126660451,-0.608786941,-0.009831172,-2.106254348,0.862912465,0.427463725,0.264026789,0.119444677,0.418928338,-1.875978576,-3.359996223,-0.286890291,-0.703112503,-3.18726786,-1.326121723,0.636774607,0.422961038,0.067189478,1.945175075,1.342490426,-0.749207955,0.748421866,0.971033835,0.514853875,0.583755316,0.024397175,0.636628297,0.694854189,0.728892787,-0.003464987,-0.145698448,-1.021661025,0.508312044,-0.352503982,0.214936108,-0.620526468,-0.398935494,-0.366142527,-1.454699981,-1.690647741,0.125479438,0.200320197,0.385459345,-1.330834595,-0.119651685,1.5179415,1.2055054,1.167514895,1.2936084,1.702441384,1.489793708,-2.365061614,-0.381777092,-0.598017405,-0.50387378,-0.464219036,-0.537111802,-0.389635401,0.473522648,-0.566567975,-0.150984905,-1.413915185,0.235483908,-1.488204134,0.701785648,0.861294019,1.026782775,1.20288678,0.284103065,-0.888941746,-4.391116207,-0.570554671,-0.662988572,-0.654968532,1.088593523,-0.094528125,1.181324768,0.303481565,0.409449431,0.2063874,0.548839058,0.80563965,1.850019987,0.318968583,1.333240965,-1.841290244,1.153322351,1.08145958,1.502870948,0.976229411,1.407521505
glycerate,-0.976578328,-0.107251109,-0.042291932,0.342676096,0.5789258,-1.187982758,1.121313466,1.176137258,0.849551988,0.064667513,0.265834319,0.086074716,-1.15172514,-1.562979892,-1.565390167,-0.197322314,-1.523856677,-2.155953231,-0.811978759,-0.168099947,-0.70401497,0.223893728,NA,NA,NA,NA,NA,NA,NA,NA,0.950506031,1.311506458,-1.62192885,-0.714929439,0.157640579,0.282958578,-0.2255399,0.918600725,1.176820297,0.553159666,2.159847552,0.422856041,-0.073532324,0.723012168,-0.5027118,1.412849426,1.61987447,0.176561522,0.140587019,0.701903695,-0.858513783,-0.122437634,-1.045392664,0.001967913,-0.37239913,-0.318872265,-0.391097494,0.826518523,1.596657005,0.520908114,-0.867742906,-0.034225871,-0.870502359,-0.493439801,-1.790740732,-1.473363807,-1.025314418,-0.018448242,0.800693656,0.172875048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.093790895,-0.529050526,-0.584247551,-2.219315076,-0.234812307,0.725890478,3.236919274,1.076126118,-1.173120932,0.695542048,-0.243437944,-0.650297641
Glycerophosphocholine,2.068168001,1.296432297,1.005027795,0.644296219,-0.408953818,0.719621602,0.308679588,-0.16888885,-1.660523122,-1.282982648,-0.67095787,-0.075001937,0.690806552,0.801426312,2.345244231,-1.174395963,-0.17043117,-0.01450871,1.352773033,0.856886385,0.004036639,-1.676395699,0.443289521,0.732528601,0.125348774,0.801102666,2.228830577,0.164056276,0.527310939,1.69127773,2.153478542,1.582866456,2.580873009,1.356119688,1.598224631,0.051622607,1.773322182,-0.975000858,0.759787445,-0.264097672,-1.735826268,-0.611617107,1.722575994,-0.88044747,1.262766334,-3.073437537,-1.45975199,0.631016124,0.427853325,0.469136392,-0.167871961,0.438809298,-0.135609279,-1.799179917,-0.201879692,-2.930312812,0.027190814,-1.644193604,-0.693001515,-0.977047578,1.453897795,-0.748328156,2.04357543,-1.300110694,1.953919319,-0.844896954,2.1208075,-0.4285793,-0.124151201,-0.238316805,0.719441738,-0.359779975,0.645215986,-0.21193317,0.197844333,0.028169576,1.823406277,-3.802228386,1.177219786,0.830677221,0.155711105,-0.312049412,0.15751976,0.186944505,-0.98867449,-2.256628072,-0.842830877,-0.365206504,-0.565746882,1.791616308,-2.167730178,-2.421761432,-2.290124428,-1.604804836,0.99838226,-3.315397876,-0.009346331,-0.560832945
