Metabolite,22210-0003Normal,22210-0003Tumor,22210-0002Normal,22210-0002Tumor,22210-0007Normal,22210-0007Tumor,22210-0008Normal,22210-0008Tumor,22210-0012Normal,22210-0012Tumor,22210-0011Normal,22210-0011Tumor,22210-0013Normal,22210-0013Tumor,22210-0014Normal,22210-0014Tumor,22210-0015Normal,22210-0015Tumor,22210-0016Normal,22210-0016Tumor,22210-0021Normal,22210-0021Tumor,22210-0020Normal,22210-0020Tumor,22210-0022Normal,22210-0022Tumor,22210-0023Normal,22210-0023Tumor,22210-0024Normal,22210-0024Tumor,22210-0028Normal,22210-0028Tumor,22210-0029Normal,22210-0029Tumor,22210-0030Normal,22210-0030Tumor,22210-0034Normal,22210-0034Tumor,22210-0035Normal,22210-0035Tumor,22210-0038Normal,22210-0038Tumor,22210-0039Normal,22210-0039Tumor,22210-0040Normal,22210-0040Tumor,22210-0042Normal,22210-0042Tumor,22210-0044Normal,22210-0044Tumor,22210-0047Normal,22210-0047Tumor,22210-0054Normal,22210-0054Tumor,22210-0056Normal,22210-0056Tumor,22210-0057Normal,22210-0057Tumor,22210-0061Normal,22210-0061Tumor,22210-0062Normal,22210-0062Tumor,22210-0063Normal,22210-0063Tumor,22210-0064Normal,22210-0064Tumor,22210-0065Normal,22210-0065Tumor,22210-0066Normal,22210-0066Tumor,22210-0067Normal,22210-0067Tumor,22210-0068Normal,22210-0068Tumor,22210-0072Normal,22210-0072Tumor,22210-0074Normal,22210-0074Tumor,22210-0075Normal,22210-0075Tumor,22210-0077Normal,22210-0077Tumor,22210-0078Normal,22210-0078Tumor,22210-0080Normal,22210-0080Tumor,22210-0081Normal,22210-0081Tumor,22210-0082Normal,22210-0082Tumor,22210-0085Normal,22210-0085Tumor,22210-0086Normal,22210-0086Tumor,22210-0090Normal,22210-0090Tumor,22210-0091Normal,22210-0091Tumor
Ascorbic acid,2.12155596,2.245867058,-0.432426977,0.16418485,0.764008047,0.26764506,0.684040626,2.042983911,-6.43947215,2.335722185,-1.007320045,1.74332874,1.777491459,1.413577323,1.80575892,0.708480104,-1.860621449,-0.180486654,2.298979761,1.717852799,0.713499498,-0.853766936,2.681294041,2.80632866,0.133673676,3.049937996,2.843178996,-4.957025248,3.60661432,2.207729729,2.120113549,2.651330131,2.715185404,2.329023051,1.325258162,2.493711036,2.145046751,-7.877147492,-8.162807379,0.600796999,-3.632207266,-0.257884205,-3.89848765,1.268112893,2.364542917,1.163136348,0.097548112,2.21193113,2.677369635,2.47889096,1.030252299,1.650809636,1.279573674,0.235045933,-0.549972224,0.262726333,0.49810161,0.001868986,-6.63545501,-1.42462194,-0.751763556,-0.638641102,-1.365875861,-0.560192142,-1.200458046,-0.956063591,-0.6027221,-0.59415827,-7.093228123,-2.235643937,0.313668892,0.261499436,0.558799941,0.188324505,-0.255852741,-8.165256646,-0.035011587,-0.853326461,0.598409159,0.30540569,-4.949206167,-0.277561523,0.446197956,-0.337856722,-0.44816379,0.096448146,0.670108896,1.677114646,0.117557774,2.374658133,0.196410287,0.850215273,-5.896008192,-0.188880409,0.835069222,0.21791266,0.288330253,1.040846794
asparagine,-0.091935874,-0.580893215,-0.158452754,-1.122033441,-2.131139876,-2.467432051,1.467672226,0.293565161,0.577721631,-0.581554647,-0.390185502,-0.85525277,-1.759748257,-1.27927481,-0.507958475,-1.701383502,-0.794593708,-1.059072767,-0.954541398,-1.428413683,-0.737798237,-1.120531557,0.256059598,0.217571506,0.526909131,0.036820268,1.358834539,0.010167591,0.038366079,0.686424022,0.927783806,0.23385375,-0.306165075,-0.999237356,0.670643329,-0.498026966,-0.144848164,0.219890038,-0.637352772,0.063005,0.268714771,-0.043712614,1.006058809,-0.161306608,1.680655106,1.031583993,0.604252364,0.158674757,0.110363724,0.210115395,0.659411715,0.685459628,-0.003378961,-0.454950145,0.820264736,-0.169409332,-0.019064013,-0.202916532,0.045755341,-0.224698171,0.690056152,-0.405222264,0.932723963,0.073241998,1.154986258,-0.267636356,1.198684855,-0.680046753,-0.011898489,-0.165269059,0.768238321,0.276587473,-0.115094486,-0.409366716,0.367991357,-0.294745677,1.297581127,0.537036414,1.250830528,1.025762078,0.006035993,-0.215883431,0.554850549,0.47728186,0.40376518,0.706239188,-0.633685337,-0.532214471,-0.265725942,-1.017619957,-0.331335098,0.014414981,0.06640037,-0.357178858,1.295394173,0.078505821,0.414914044,0.263952104
aspartate,1.278679266,1.220626481,1.148280711,2.129770808,0.72755032,0.840254792,0.901179964,0.939118427,0.83223067,1.343242078,1.787640189,2.045401428,1.782156167,1.310793666,1.840976369,1.334462384,1.713914644,0.698081162,0.694490423,0.67022612,0.306749304,0.046723283,0.938941213,1.326956439,1.303256652,1.499927901,2.200406831,0.335343679,2.029169067,1.032835124,1.675815088,1.643605839,-0.358534216,-0.416902437,0.525103104,1.394986463,0.480489793,0.304275464,-0.106102555,0.363632743,0.706224031,-0.564682635,0.818304693,-0.287027132,1.28654253,1.410553444,1.835695686,1.232020278,2.118601338,2.164904088,1.410534866,2.006733584,1.292797102,-2.572984633,-0.369636106,-0.171646437,0.947434472,0.127727108,-2.628410102,-1.82599339,-2.069837264,-1.869968464,-1.48430756,-1.968488924,-1.889220362,-2.294575419,-1.141191804,-1.21083421,-2.034278137,-1.368538123,-2.010441104,-1.758248296,-1.083129972,-0.803844072,-1.243370516,-2.777003489,-1.202730041,-3.789495709,-1.386980184,-1.708430121,-2.437627733,-2.257561623,-1.990651875,-1.665975616,-2.186153208,-1.670607103,-0.702662196,-0.615867928,0.248493453,0.188478687,-0.573956023,-0.714526037,-2.578857686,-1.01783146,-0.229328766,-1.27038415,-0.698437447,-0.30622112
ATP,3.962276984,1.900467384,-0.965361361,1.363506897,3.550513007,5.659442815,-2.254918535,-0.964485656,-2.27916768,1.687017997,1.395866495,1.227817263,-2.446072255,-0.957895276,-0.796995011,-0.991166567,-2.772527509,-3.025959656,1.02715009,-1.992548944,-0.690939383,-2.111699638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.954168816,-0.14924839,NA,NA,NA,NA,-3.882395481,-3.527627954,-1.118820747,-2.337505142,-1.495523022,-2.005288406,-2.933011088,-0.575590552,-1.440728536,-0.9433671,NA,-3.969021687,3.464973294,1.229457872,3.783612178,2.874656103,4.745782476,2.695252123,-2.36869286,-3.934618693,0.481416606,-0.247546859,-1.76742447,-2.793858415,-0.816907714,-1.627313779,-2.919309857,-2.640596018,-2.23084211,-0.396887573,1.520534714,-1.185267526,-0.403703239,-0.497891552,4.328421773,0.52217107,-0.672362264,-1.476069723,-3.870404605,-1.801881329,NA,-3.064935073,-2.814641148,3.70508639,-0.610077905,0.811536289,6.07349935,5.090745505,6.179322066,6.234580373,4.311128781,2.973217081,1.638454644,-0.054185312,1.101574904,0.9085209,0.394407636,0.497885911
carnitine,-0.007476663,-0.326179604,1.49921273,1.259647076,1.542574492,1.381299288,0.438163745,0.418029928,-0.021432659,1.090249065,-0.475350325,1.017152098,1.166802628,1.79309592,1.874212135,2.00421674,1.19409098,1.674109672,0.994242465,1.469115041,0.157981191,0.66330631,-1.56977139,-0.910006523,-1.326261883,-0.434552972,-0.874384201,-0.634940773,-0.734494918,-0.172687335,0.222340999,-0.153173608,0.09275077,0.20380972,0.011546516,-0.433077663,1.22911339,2.252309191,1.594236645,1.545402975,-2.68457896,-1.117256023,-0.4962171,0.272330338,-0.098320816,0.32963625,-0.103936338,1.798292955,0.231663894,0.396472145,0.922355806,0.864310964,2.197080178,1.238728347,0.246132184,0.549692013,0.986791212,1.433139546,-2.593174044,-2.085271885,-0.789094152,-0.808724205,-0.112747815,-1.471008452,-0.855534333,0.323263295,-0.905869792,-1.074895893,-1.836532968,-1.582319887,-1.621764759,-1.733185702,-2.503552575,-2.755590881,-1.154412352,-1.786099829,-1.631110443,-1.955425959,-0.619289451,0.468796599,-0.457375287,1.799276331,1.399000115,-0.168275619,-1.348004394,-1.15714207,-0.800357804,-0.786613715,-0.012769241,0.763445564,-0.641645256,-0.351928654,-0.365954804,1.477702951,0.278202003,-0.889671239,0.085694693,-0.272521329
CDP,-1.066520709,-2.056789049,NA,NA,1.076751217,0.635718559,NA,NA,NA,1.728084981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71159821,-1.649390025,1.812244134,1.964178726,2.426763846,2.472660287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525583978,-1.197752146,-0.188551379,-0.124551386,1.524590327,-1.087823744,-1.540121372,NA,-2.197422972,-1.474559328,NA,-1.796958704,-1.114753905,-0.740135187,0.045177425,-1.110639302,1.387046441,1.597801958,1.572115592,0.928614744,0.774268938,1.664884234,NA,-1.375973089,-1.769923009,-0.944394804,-0.457671177,-1.954152308
CDP-choline,0.816588722,0.86210844,0.578030785,-0.241658193,-0.413344144,1.301043043,0.012809397,-0.208424915,-2.584094804,0.727253696,NA,0.81636898,-0.490422296,-0.663740037,-1.930993129,-2.015698894,0.922100478,0.727680392,0.774774638,0.676643298,-0.589637181,1.768966815,-0.570867268,1.684158378,-1.163655511,1.340544318,1.064280869,0.087541727,0.470973272,1.208980101,-1.11602979,1.333529201,-0.087481087,-0.831940206,-2.083891729,NA,0.24268769,1.273859197,NA,0.391506687,-0.192878543,0.9710239,-0.925398834,-0.575191001,1.928214915,2.05670788,NA,2.061394721,-1.421583861,-1.045839008,0.140610616,0.945025596,-0.702818147,0.274589413,-1.972347635,-0.770304635,-1.449130048,-1.612445447,NA,-1.596375783,-0.471508917,-1.204072413,-0.711693826,-0.472194948,-0.365366781,0.069146521,-0.052793611,-1.460790113,NA,-1.435631216,0.608801044,0.579927639,0.383510456,NA,1.391565712,1.171840517,-0.094451724,-2.336182768,1.21723814,0.612705727,NA,NA,1.083869337,1.550036783,0.351857134,NA,0.765245733,1.007044932,-1.525763658,-1.389858438,-0.051938169,-0.591349513,NA,-0.486005879,-0.001890667,0.967663743,0.561806613,1.197766371
CDP-ethanolamine,0.344225993,0.017185818,0.164248664,0.260020843,-0.088303339,0.912419234,0.194454578,0.049036966,-1.261659907,0.620131195,-0.943804761,0.300720764,-0.036885792,-0.008070333,0.305711398,0.277071779,0.777280193,0.012138197,0.906543334,1.091008451,0.133148881,1.732356647,-0.372731324,0.210877235,-2.246371034,0.431630672,0.23100791,-1.330638306,-0.401933345,0.117303533,-0.845839056,0.27889907,-0.836848336,-1.035305357,-0.372206463,-0.555101458,0.263006622,0.842928062,-1.149156889,0.036018952,-0.169683692,0.298745841,0.235215268,0.145187802,0.461885882,0.708155486,-1.563825904,0.751622577,0.109361558,-0.114211289,0.417839546,0.226002338,-0.201435141,0.577894864,-0.575541901,0.346665281,-0.518231387,0.175107709,-1.844726215,-0.742826459,-1.075621927,-1.219737227,-1.467426343,-1.333629273,-0.512676564,-8.55E-05,-0.740317312,-0.917001542,-1.292413217,0.160048797,-0.054910383,-0.577729669,4.023159765,2.256636752,0.768449733,0.448695096,-0.472735145,-1.152784914,0.555600647,0.001997665,-0.707622508,0.512190349,0.900417688,1.515626786,-0.22378669,0.350247183,0.381109278,0.32856194,1.092864734,-0.050163535,0.077384002,0.31807275,-2.476319011,0.430229836,0.656984052,0.636754338,0.220720955,0.810006321
cholesteryl sulfate,1.319808743,3.188600645,1.082446532,-2.985017236,1.63564811,2.223144384,2.863615336,0.868990428,-0.694003937,-6.127782973,1.001137588,1.316211102,2.064601295,0.771842091,-2.729252584,0.080665412,-1.032860809,-1.046076858,-1.898047889,1.133367895,3.303942805,1.137437836,-1.367865353,-0.917785097,-1.37080264,NA,NA,NA,NA,-3.284678252,0.658977744,1.506964801,1.578156617,1.424418671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
choline,-1.258611766,-1.218914963,0.552947756,0.312486859,-0.302980541,-0.315545004,-0.665436683,-1.148088484,-1.415121222,-2.329534758,-0.825616064,-1.322711791,-0.418041331,-0.430072039,-1.491365388,-1.730841335,-2.698480813,-2.358608659,-0.059688838,0.044528607,-0.241853228,-0.012961924,NA,NA,NA,NA,NA,NA,NA,NA,-2.803351507,-3.34297711,-2.597789936,-2.389103364,1.005084097,0.999174007,1.249706059,-0.113116262,1.841488138,0.308683037,2.255405458,2.421562531,2.741785097,1.945391402,1.301426428,0.775576521,1.098822575,0.381496544,0.422228636,0.795959136,-0.069529789,-0.066080794,0.297495988,0.674050652,-0.345224072,-0.303616472,-0.688680849,0.431836998,0.271460612,0.243141886,0.468749592,0.565651508,0.952872787,0.613175776,0.302367967,1.024577874,0.75696309,0.724147411,1.443629652,0.72673389,-8.339260641,0.923672248,0.90427571,-3.135454994,0.735305745,1.451496324,0.811843179,-0.083599062,0.709217364,0.377856664,2.192618487,0.996739437,0.864199814,0.555149255,1.805751371,1.301034904,1.030909968,-0.012734647,0.278449206,0.612715367,0.29758548,-0.134406536,-0.083734082,-0.24412173,0.772276252,0.302367791,1.068075571,0.07426758
citrate,NA,NA,NA,NA,-1.299164084,-0.330021243,-0.94633428,-1.101034351,NA,NA,-0.044331438,-2.978201937,-1.592637343,-2.376612072,-1.15185453,-1.455588425,-1.853876595,-3.008336206,-2.600391887,-2.441807344,-2.833135866,-2.893557008,-1.685580929,-1.020214659,-2.095917532,-1.887485531,-1.370902668,-3.539513924,-2.382099302,-3.122032304,NA,NA,-1.168849307,-0.886241318,-1.408272787,-1.864315683,-0.423974091,-3.043563268,-1.11447485,-0.915983275,-1.641637603,-2.089036711,-0.352940389,0.087974008,NA,NA,NA,NA,NA,NA,-0.091517341,-0.797586672,-1.091953935,-2.150739514,-0.296418815,-1.380887773,-1.024623137,-0.533610687,3.819057137,3.338951247,3.283827073,3.298339243,3.124469305,3.322960666,3.138735087,3.148872791,3.240160919,3.222753731,4.274586199,3.38617947,0.508469209,0.552540344,0.913928899,1.428772632,0.756319009,0.549311744,1.213002602,2.582433474,-1.010613987,-1.259194761,3.028840192,-0.364186242,0.075651214,-0.05156875,-0.714410524,0.027340342,NA,NA,1.339475442,0.858492887,1.863069509,1.218918108,3.617334189,2.346385434,1.970596389,2.284809079,2.860843968,1.585735881
citrulline,-1.44954116,-1.277985101,-1.772401323,-1.830239316,-0.513752299,-1.430617891,-0.453695984,-2.263740377,0.617980539,-1.648073459,-1.424591382,-1.624682801,-1.035530577,-1.206545612,-1.902458189,-1.268906186,NA,NA,-1.815858753,-2.165752601,-2.111039481,-2.792950125,0.441795487,0.131481276,2.239343463,0.711357608,-0.042028142,1.047294397,0.706770838,-0.249145787,0.911142704,0.700152022,-0.288429396,-0.030099108,-1.346114034,-0.448459556,-0.111006965,1.782468061,1.153558343,0.182167395,2.248802669,0.415912283,0.710566256,0.855684521,0.191182829,1.211324813,1.860367924,-0.396525473,1.402175131,1.89121576,0.255856234,-0.101798927,-1.078508825,0.547352718,1.193114799,0.308303277,-1.227413673,-1.902606545,1.488941095,0.428219029,0.511349002,1.387274345,0.034806774,1.065839477,-0.293975761,-0.353423007,0.081289808,0.408500273,1.131541164,0.390490007,0.092665032,0.173269299,0.455039034,1.165721959,-0.608704852,-0.871851238,-0.42532316,2.350990677,0.114847162,0.044851492,1.128281236,-0.413761998,-1.350209839,-1.272226359,1.751562452,-0.01062385,1.193488497,-0.378805029,0.825625708,-0.247802981,-0.049743459,-0.034058931,1.777985303,0.256152633,-0.512612324,-0.030271811,-0.268832288,-0.803801187
CMP,-0.899957354,-0.458810906,0.448461327,0.281506029,1.851027122,1.012305463,-0.1427994,-0.184874369,-0.946296041,0.374408217,-0.418506427,-0.455012912,0.087357919,-0.2827717,-0.124318269,-0.637504177,0.532621839,-0.847793091,0.458205085,1.60064261,-0.46552894,0.636838357,-1.421413428,-0.316586058,NA,-0.703171006,-0.672695065,-1.792452722,-1.18308475,-1.532742031,-0.201927872,-0.208934015,0.301198712,0.319157305,0.852170611,-0.023370905,0.33482271,-1.279925864,-1.507538505,0.060486664,1.664036636,0.328659328,0.385566922,0.056214628,-1.008799499,-0.521762431,-0.691541654,0.112106789,-0.432431584,-1.505491767,-0.429231756,0.581490931,0.665370938,-0.384820961,-0.548024515,0.190077234,0.052102919,1.185070582,NA,-2.086431588,-0.908216634,0.013781168,-0.519756113,-0.423380219,-0.348050467,-1.173647906,-0.372326072,-1.284439179,-1.260419282,-0.800101712,0.61864313,1.356812949,1.095628643,1.311028444,1.274860741,1.293801954,0.877863531,-0.763854953,0.40177192,0.628207302,-1.132546941,1.239096278,1.216400638,-0.007931796,1.775349915,0.957169494,1.82179094,1.045523391,-0.382622201,0.597332852,0.61288869,0.592784653,-1.009616396,0.79101879,0.63360586,0.326010295,0.079820827,-0.082219051
Creatine,0.878221853,0.480472201,-5.135182768,-4.260723142,1.512343954,1.462428401,0.170929946,0.120230753,-0.121142959,-0.066007873,0.001616183,0.139891912,1.114512502,1.281633057,0.892734825,0.60924843,0.529182516,0.196317428,0.088940533,-0.984785589,-0.952827472,1.0061925,0.047230161,-0.302761354,-0.518554054,-0.435014728,1.276679589,0.045504139,4.38E-05,0.21687698,-0.663545598,-0.128839982,1.052476149,0.393465105,-0.714727473,-0.887011187,-0.252487589,-1.669366042,-1.032742108,-0.849434423,-0.410478553,0.308860966,1.104735341,-0.576051785,0.114218189,-0.412239554,-0.314783222,0.106151117,-0.725593228,-0.53998232,0.400262924,0.39843597,0.142316007,0.03740764,-0.368219199,-0.748289932,-0.506519523,0.019697297,-0.287852205,-0.559156396,1.981174364,-0.537050144,-0.005866258,-0.634918225,0.875372323,0.448214143,1.603647405,-0.068098225,0.059944752,0.054961771,0.092716644,-0.244835575,0.10436021,0.063214251,0.341905276,0.836361889,-0.931256737,-1.232177891,1.598791561,1.586515735,1.277059094,1.370080847,0.760284659,0.586053238,1.836437484,0.846877612,0.615949831,-0.278133175,-0.55749729,-1.476716188,-0.8296009,1.29132009,0.137036561,0.398442832,-0.736645317,-1.217222754,-0.641040228,-1.046727917
Creatine phosphate,0.566154193,-0.194880898,0.368212166,0.713810241,2.589877669,3.23318954,1.215209193,1.063513376,-0.56749064,-1.641604385,-0.080324733,1.161877976,0.388020194,0.824926888,1.474328637,0.431933808,-0.182826649,-0.711580501,1.024515433,-0.264515777,0.05629202,-0.945210656,-0.880484449,-2.024502771,0.080919931,-0.320724901,0.735288353,-2.839619102,-0.669407609,-1.906518593,1.004947224,-0.014312357,-0.424419651,-0.701394283,-1.024408338,-1.338849022,1.183708088,-4.055899524,0.155946495,-1.282843727,-0.211765171,-0.394129525,-0.057006856,-0.158634347,-0.796030842,-2.47356635,0.62888399,-1.409423757,-1.079295047,-0.408347959,-0.895076554,-1.962884723,0.233686137,-2.501663606,0.224838771,-0.150295847,-0.320847382,0.855623675,0.807647476,-4.112181458,1.78644742,0.165733403,0.120591836,-0.729425761,0.916089304,0.938249326,1.465267426,-2.534642009,1.946621191,1.588294418,-0.445440288,-0.028257273,1.502991636,1.201718115,1.589278823,-0.497336769,-1.19181812,-0.850067751,2.340304424,1.504453517,0.550743191,0.026948946,0.397484414,1.534789187,3.052192348,2.176999543,NA,NA,-0.5890744,-1.921681291,-0.032001496,2.678290306,NA,1.149918457,-0.246403097,0.057403263,0.750851063,-2.678802659
cyclic-AMP,-0.578047915,-0.524330274,-0.532193707,0.91945251,-0.430267235,-0.688065599,0.937336684,0.572917923,0.08634127,0.307115311,0.903841665,1.110411682,2.118537071,2.229412172,0.277140597,0.433614758,2.495719009,2.068197098,2.468783491,2.7152881,0.662511109,-0.624934851,0.44802574,0.5822971,1.616889292,2.224696122,-0.139162076,1.450723453,-1.351825427,1.506062189,-0.937421994,0.799263268,0.496098913,1.908556571,-0.183616229,0.358881099,0.296906845,-3.215766796,-0.718510974,0.128847024,-1.150838822,-0.395557718,-1.732780233,-0.834301193,0.102214063,-2.49133283,0.917228159,0.112319366,-0.036881482,-0.46813908,NA,NA,1.52186482,NA,-2.897400653,0.591071382,1.211490516,-1.862971873,NA,-0.447603528,-0.792480609,1.975896203,-0.565232602,3.733305033,-0.134188629,0.176580211,-2.042627621,0.112791616,-0.830441766,0.277811878,-0.965354735,-1.132105784,0.631852355,-0.712930768,0.808985405,-0.2488089,-1.835517624,NA,NA,-2.471744513,NA,-1.381206934,-1.066405539,NA,-2.215319615,-2.803215788,NA,NA,0.293701383,-0.844007521,-1.031470623,-1.609838696,NA,0.926389936,1.084235949,-1.394238762,1.025230106,-2.020157791
cystathionine,1.71288942,0.524072119,0.184573532,-1.294906585,NA,NA,1.658936186,0.701511412,NA,NA,NA,NA,NA,NA,3.162755579,-2.834069216,NA,NA,0.939017101,-2.539785677,1.670848451,1.381916645,0.567117197,-0.170566442,-2.017557721,1.018605779,2.951062509,-3.326941103,-0.745082772,1.107471869,3.304163903,-0.765910012,NA,NA,3.404985967,-1.179546645,0.565730668,-0.331086188,-0.48872399,-1.723115415,-2.516982017,-0.753640243,3.040152146,-1.236284096,3.157897291,-2.897048808,-0.774679228,NA,-0.342360216,-0.514279592,4.418563538,3.911119608,0.070003655,-2.927739826,4.099334324,0.263336491,0.093292613,-1.212195818,-1.867597482,NA,3.184241885,-2.810066167,1.108654596,-3.101253134,5.023730812,-0.375712466,5.672430219,-2.909548012,NA,-1.955913333,0.914922219,0.275859625,-1.524457857,-1.633447191,-2.289418918,-2.085002138,2.983787077,-2.954448559,2.958040556,2.542622773,-1.922972773,-3.407172072,2.351640995,-0.75954189,-2.374744368,-0.800900284,NA,NA,NA,NA,NA,-3.034978253,NA,NA,4.437432215,-2.575432383,1.11863924,0.222480477
cysteine,0.8488577,0.663168582,-0.066151674,-0.019343967,-1.032253594,-3.697892501,-0.53258668,0.286666213,1.007183365,0.061073083,2.05186546,-0.527867418,-2.410258727,0.995148964,1.449784297,-0.433214945,-0.805250037,-0.704819461,-1.308083658,-3.243477871,-1.708554116,-0.69328209,1.523307479,0.497557343,1.495474736,0.284399114,1.288069272,0.203067707,2.443593431,3.097733609,-0.084502242,0.149687984,0.450351987,-1.341879189,-1.577351497,-1.921429269,-1.455397937,0.343220682,2.359361777,-2.262233343,-0.122682609,-1.444162714,-0.187825671,-0.858586316,1.187812973,3.663079884,1.369050631,0.510694308,1.550809605,1.619824435,0.523579552,0.035629335,NA,NA,NA,NA,NA,NA,-0.05763264,0.211989788,0.24114406,-0.344093868,1.535373749,-0.846019632,0.921537506,-0.727300754,1.400004738,-0.936602791,NA,-0.66214445,2.740034446,-1.112639145,-0.06427717,-1.386208248,-2.247630242,-2.185617427,-0.178380272,4.207932833,1.577795092,1.093450303,1.147396183,-1.562518839,0.015264912,-0.04255683,-0.23118902,-0.670203183,-0.313382345,NA,-0.825894314,-2.976414811,-2.596842641,-1.874476641,2.670957062,1.23469662,0.411362249,0.505684819,-0.704714059,-0.602796698
cytidine,0.881674656,0.063988154,0.183536202,-0.300626201,0.362607551,0.704801034,0.055789462,0.261123424,-0.127096133,0.162623007,-0.368064961,1.800022879,-0.730546876,-0.555891728,2.678961641,0.011068243,0.464813567,-0.586616199,0.10479413,-1.882998451,-1.209455932,-3.267892639,0.467739786,-1.770042096,-0.791736376,-4.509165856,1.720395071,-2.308251062,-0.89859199,-2.752242888,1.402272893,-2.199086422,NA,NA,1.809919733,0.322557352,1.759707037,-0.008037439,1.636701687,0.159289473,-1.124716363,-0.989582606,1.644577358,-1.153796647,-1.623953547,-3.159577255,-1.121293363,-2.851857301,-2.486226599,-2.591180695,-2.295979637,-3.065926327,1.409080311,-0.778549324,3.098910609,1.171870428,1.064990994,-0.455121824,-1.478968797,-1.364745766,1.772923491,-1.462534517,1.534538099,-1.075995714,2.667369017,-1.322870195,1.352316918,0.458615621,0.733830451,0.56876589,2.127219794,1.347749307,2.649559973,1.940359988,0.916359785,1.185159026,2.10240321,-1.596320134,2.816590645,1.971974437,2.37521707,0.626196984,0.832834308,0.863995362,0.982430877,-0.195674196,1.695372535,-0.22761632,0.88844587,0.520679971,-0.236857423,0.418875245,0.251773572,-0.517095605,2.720188364,-2.255879979,1.965764592,-0.178854271
cytidine_act,0.842482971,0.447341242,1.625747428,1.437853513,1.554201261,1.393444568,1.412360362,0.983815836,-4.009159739,-1.299874031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.392919588,0.383081225,2.11192248,0.137876017,-0.381957569,-0.152863732,-1.641432217,-0.244379733,1.993488315,0.577715522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.409244576,0.658397092,-2.803238831,-1.433056247,0.904764329,-2.791908453,-3.400846122,-2.034062314,-2.366269317,1.40754287,-4.412168551,1.325879781,1.607398481,1.059899496,1.760380313,0.54345959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D-gluconate,1.469603228,2.155328417,0.464741048,1.068906318,1.609608298,0.184851977,-2.380761682,-2.582216462,2.48937044,1.525634312,0.040398801,1.237713613,0.706844998,-0.014783884,-1.558990462,0.032310237,-6.718832634,-4.241457247,0.479718222,1.107235238,1.230440631,1.153870251,2.300921663,2.415955921,2.553935128,-3.559321169,-1.082520843,-0.311812525,-4.377389128,0.318282776,0.838058176,1.637955804,0.886563661,2.077680885,-0.640923567,1.906529647,1.477703966,-0.00116562,0.629905735,1.025487281,2.534233876,2.515500809,-2.096617641,-2.63323825,1.285894179,0.632003351,3.697717852,1.766358819,0.563701513,0.74130936,-1.052939436,-0.817369868,-4.819268564,-3.595058004,1.657900237,2.29475336,-4.149369653,-5.156306254,0.512094636,0.243857641,0.937025828,2.180994408,-0.788511871,0.359722047,-0.57945301,0.89749934,-0.143760684,1.604128329,1.432708391,1.543041519,-2.359887118,-0.506491365,1.018802669,1.572660855,-1.757003588,-0.800813596,-1.572305895,-1.674092218,-2.467703647,-1.999145342,-0.798319495,-0.854140206,-1.284841008,0.162374465,-0.994663347,-0.819390661,0.31162285,0.110204858,-5.460455701,-6.278924531,2.451651488,2.300431676,2.671696783,3.014399357,0.859543472,2.436484946,2.228271097,2.113710883
D-glucono-delta-lactone-6-phosphate,-0.644744226,0.245892244,-0.129018661,-0.335626834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114201535,0.448317162,-1.053652854,-1.784587721,-0.433764106,0.17440297,0.847183351,1.086069119,-0.255830133,1.244692139,1.670299239,0.963779325,0.958987408,1.458268757,1.046037223,0.727824279,NA,NA,NA,NA,0.702223992,1.116524423,1.65281153,1.606392437,1.957266621,1.439624764,1.620132664,1.952484245,NA,NA,NA,NA,NA,NA,NA,NA,-0.185913069,0.877639445,-1.460986491,0.080681373,-1.223890819,0.14501755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.045433571,NA,NA,NA,-1.931223888,NA,NA,-1.907027288,NA,NA,NA,NA,NA,-1.986599708,NA,NA,NA,-1.333287424,-1.555280725,-1.334307846,-0.447247502,NA,-1.641759625,0.112628178,-2.317011065,-1.676766157,-0.509771607
