"","22210-0003Normal","22210-0003Tumor","22210-0002Normal","22210-0002Tumor","22210-0007Normal","22210-0007Tumor","22210-0008Normal","22210-0008Tumor","22210-0012Normal","22210-0012Tumor","22210-0011Normal","22210-0011Tumor","22210-0013Normal","22210-0013Tumor","22210-0014Normal","22210-0014Tumor","22210-0015Normal","22210-0015Tumor","22210-0016Normal","22210-0016Tumor","22210-0021Normal","22210-0021Tumor","22210-0020Normal","22210-0020Tumor","22210-0022Normal","22210-0022Tumor","22210-0023Normal","22210-0023Tumor","22210-0024Normal","22210-0024Tumor","22210-0028Normal","22210-0028Tumor","22210-0029Normal","22210-0029Tumor","22210-0030Normal","22210-0030Tumor","22210-0034Normal","22210-0034Tumor","22210-0035Normal","22210-0035Tumor","22210-0038Normal","22210-0038Tumor","22210-0039Normal","22210-0039Tumor","22210-0040Normal","22210-0040Tumor","22210-0042Normal","22210-0042Tumor","22210-0044Normal","22210-0044Tumor","22210-0047Normal","22210-0047Tumor","22210-0054Normal","22210-0054Tumor","22210-0056Normal","22210-0056Tumor","22210-0057Normal","22210-0057Tumor","22210-0061Normal","22210-0061Tumor","22210-0062Normal","22210-0062Tumor","22210-0063Normal","22210-0063Tumor","22210-0064Normal","22210-0064Tumor","22210-0065Normal","22210-0065Tumor","22210-0066Normal","22210-0066Tumor","22210-0067Normal","22210-0067Tumor","22210-0068Normal","22210-0068Tumor","22210-0072Normal","22210-0072Tumor","22210-0074Normal","22210-0074Tumor","22210-0075Normal","22210-0075Tumor","22210-0077Normal","22210-0077Tumor","22210-0078Normal","22210-0078Tumor","22210-0080Normal","22210-0080Tumor","22210-0081Normal","22210-0081Tumor","22210-0082Normal","22210-0082Tumor","22210-0085Normal","22210-0085Tumor","22210-0086Normal","22210-0086Tumor","22210-0090Normal","22210-0090Tumor","22210-0091Normal","22210-0091Tumor"
"PAADtissue","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor","normal","tumor"
"carnitine","0.994830977733042","0.797645933029965","2.82688408974772","2.39437160592782","2.91313890145566","2.60502873704604","1.35487874638172","1.33610179478547","0.985253818657662","2.12910789931062","0.719292105207616","2.02391976461754","2.24513567127349","3.46557783269668","3.66601359332194","4.01170838930965","2.28800622995511","3.19122354378336","1.99203426661509","2.76852018663126","1.11572477607401","1.58370794605388","0.336861769323728","0.532182685121613","0.39880022170876","0.739922988985635","0.545486651773072","0.643967251241074","0.601028405548954","0.88718855848613","1.16662508394242","0.899270091102198","1.06640154070233","1.1517357273109","1.00803554811121","0.740680025731654","2.34422880718192","4.76444838051509","3.01934715854185","2.91885587293061","0.155546845248391","0.460969747290864","0.708963323315708","1.2077571032511","0.934119601211728","1.25669648055493","0.930490716429338","3.47808443124281","1.17418838767149","1.31628522973505","1.89520749099914","1.82046999693317","4.58550357494907","2.3599042854509","1.18602316147599","1.46377317602428","1.9817723017994","2.70033715113532","0.165720726584989","0.235651719803772","0.578707340171169","0.570886477438515","0.924824924796779","0.360730058429403","0.552660598909951","1.25115739841314","0.533710836199814","0.474705314805942","0.279993847657725","0.333944466360919","0.324937744504917","0.300787036993625","0.17634192573309","0.14807593684505","0.44924914031396","0.289954849241765","0.3228396221612","0.257844654452876","0.65099147182116","1.38395458321493","0.728310077641613","3.48045598676041","2.63718743920001","0.889905705391881","0.392835061960343","0.44839992144163","0.574206750541592","0.579703172186417","0.991188091140032","1.69753999267079","0.64098155366572","0.783535934303588","0.775955162721481","2.78504946372019","1.21268260450547","0.53973709958708","1.06119861177909","0.827871449244803"
"cdp","0.477469105163505","0.240350373514763","0.218026745632343","0.218026745632343","2.10928087155577","1.55371140981706","0.218026745632343","0.218026745632343","0.218026745632343","3.31287778362017","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","3.27523451289026","0.318774907175729","3.51188142473763","3.9019051988947","5.37685976733288","5.55066370238899","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","0.218026745632343","1.4395161531368","0.435954010020263","0.877486369565192","0.917289234893784","2.87705006607677","0.470470528134829","0.343856525177172","0.218026745632343","0.218026745632343","0.359843292426194","0.218026745632343","0.287780610125716","0.461769917288959","0.598683250249122","1.03181006497677","0.463088776926779","2.61542688693836","3.02681805949223","2.97340419438435","1.90344745394336","1.71032315335615","3.17088209531215","0.218026745632343","0.385292741220543","0.293224385110379","0.51964749266486","0.728160720020997","0.258072387196796"
"cdp-choline","1.76123658958241","1.81769285505812","1.49281023703159","0.845772646554063","0.750880825158603","2.46406966164361","1.00891833071364","0.865481619037776","0.16676693711925","1.65548472168777","0.16676693711925","1.76096835006194","0.71181670914536","0.631239750728524","0.26224858086142","0.247294336616462","1.89487210747152","1.65597442544425","1.71092276853948","1.59841640875977","0.66451000177929","3.40809798626025","0.673211969369873","3.21352874737708","0.446380060409518","2.53246848904982","2.091127268586","1.06255809856168","1.38604420733499","2.31174152766807","0.461361719733455","2.5201842300306","0.941164567614154","0.561773234310682","0.235877264163865","0.16676693711925","1.18319485971275","2.41807534309642","0.16676693711925","1.31176263609219","0.874858414137079","1.96023130471248","0.526534937032645","0.671197384428116","3.80584000964252","4.16035858358158","0.16676693711925","4.1738961937023","0.373302257602778","0.484363142137411","1.10237159258501","1.92522304268006","0.614370927304407","1.20964977692561","0.254838007071702","0.586293661475496","0.366242203135813","0.327043524092635","0.16676693711925","0.330706708704804","0.72120988855367","0.434048327153982","0.610602826773308","0.720867019927475","0.776271495966829","1.0490958686259","0.964067715363543","0.363294111513908","0.16676693711925","0.369685095258841","1.52499133383058","1.49477427372944","1.30451221715686","0.16676693711925","2.62363260979268","2.25298938545955","0.936628132440115","0.198033613270395","2.32501196443349","1.52912434327273","0.16676693711925","0.16676693711925","2.11971357915318","2.92824604878479","1.27620238342482","0.16676693711925","1.69965947550696","2.00979023320568","0.347295673210009","0.381602244501546","0.964639526202948","0.663721763671546","0.16676693711925","0.713999080133116","0.998690347497341","1.95567107512014","1.47611652582516","2.29384255579156"
"cdp-ethanolamine","1.26946972867393","1.01198353497538","1.12058234196334","1.19749600528711","0.94062831161943","1.88219908516554","1.14429147042819","1.03457408980226","0.417063826688372","1.53701494746378","0.519860065014498","1.23175964092433","0.97475679259881","0.994421687975143","1.23602797679577","1.21173294686239","1.71389674200704","1.00844905012126","1.87454873477885","2.13022888532464","1.09668475679314","3.32270139699693","0.772318950318674","1.1573917253807","0.210753568800916","1.3487572100993","1.17365461317042","0.397592292138615","0.756843363303579","1.08470559927416","0.556387126159979","1.21326867746125","0.559865297183117","0.487912599038449","0.772599975321656","0.680609192314184","1.19997689052878","1.79368687749421","0.450888653567002","1.02528070614187","0.889037579510053","1.2300746236587","1.17708235981628","1.1058746008498","1.37734109399044","1.63371404574488","0.338252873584562","1.68368538130529","1.07875074705666","0.923887255464127","1.33592549047823","1.16958955954272","0.869685001575846","1.49266960176146","0.671034152343287","1.27161794485685","0.698227272044778","1.12904869431295","0.278408234051641","0.59756747921303","0.474466479911877","0.429360915020888","0.361626838248219","0.396768865629884","0.700920845642338","0.999940737672143","0.598607677711406","0.52960860135193","0.408267542594856","1.11732492912127","0.962654239446903","0.670017336605614","16.258922713155","4.77876144937787","1.70343834790748","1.36480524536608","0.72059715222113","0.449756203387765","1.46978042996369","1.00138563524635","0.612328395736922","1.42621387903305","1.86660632333099","2.85923021699142","0.856314885817083","1.27477902211787","1.30234283284182","1.25576102355562","2.13297156648104","0.965826842419629","1.05510311653732","1.24666405728283","0.179702326101043","1.34744822216703","1.57678291732992","1.55482729345903","1.16531578182498","1.75321912377571"
"cholesteryl sulfate","2.49633013977025","9.11726206971777","2.11762411968581","0.126304921852484","3.10727108357232","4.6690996650573","7.27836971066446","1.8263843822799","0.618135943700049","0.0143005756024005","2.00157765430543","2.49011280873952","4.18318353017376","1.70744853094192","0.150804085234874","1.05750567980356","0.488740034427868","0.484283294196244","0.268306165224874","2.19370251241131","9.87610931413264","2.19989983316234","0.387464125865149","0.529321038950907","0.386676062292709","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.102615583759856","1.57896341482524","2.8421147443373","2.98588089255911","2.68406325321127","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005","0.0143005756024005"
"choline","0.417945934873629","0.429605699102952","1.46708021615035","1.24184650056652","0.810576052709279","0.80354737898006","0.630497832921348","0.451222688296266","0.374978238438436","0.198948267708719","0.564241206808159","0.399782772250425","0.748440051585385","0.742224722671952","0.355675772605701","0.30127621072046","0.154055189542237","0.194979092852518","0.959471036810003","1.03134613711252","0.845658315592962","0.991055719405853","0.00308768085689928","0.00308768085689928","0.00308768085689928","0.00308768085689928","0.00308768085689928","0.00308768085689928","0.00308768085689928","0.00308768085689928","0.143254115619373","0.0985515853641169","0.16519135167607","0.190901009332892","2.00706048892968","1.99885525884943","2.37792969150575","0.924588765446528","3.58379505636108","1.23857654978856","4.77468467018053","5.35750960432005","6.68897474123194","3.85142251876844","2.46472455551503","1.71187400371023","2.1417982289238","1.30269247024423","1.33999594629199","1.73623127603996","0.952948537463566","0.955229440196693","1.22900943210431","1.59554649725154","0.78718570569753","0.810218834675159","0.620420882154635","1.34895011544136","1.20702922890188","1.18356741721212","1.38390949078042","1.48005573779879","1.93572335866916","1.52962263377547","1.23316681073146","2.03436405173735","1.68992953265786","1.65192411098476","2.72004336481048","1.65488835456933","0.00308768085689928","1.89693763445474","1.87160463989432","0.113797834251175","1.66475023637402","2.7349156222372","1.75545276646385","0.943700477550105","1.63491696403731","1.29940995610726","4.57134431484222","1.9954850042944","1.82032974705082","1.46932063539184","3.49611192133595","2.46405576040167","2.04331264821808","0.991211858722729","1.21289041312345","1.5291345617761","1.22908567182081","0.911044522133633","0.943612161886052","0.844329642872044","1.7079624435121","1.23316666029264","2.0966347737145","1.05282640697981"
"citrate","0.0860003341636881","0.0860003341636881","0.0860003341636881","0.0860003341636881","0.406361581116825","0.795524769668165","0.518949378014043","0.466182143279399","0.0860003341636881","0.0860003341636881","0.969739101431019","0.126902998508662","0.331564776657467","0.192561064613985","0.450046341611113","0.364606345438837","0.27664800111093","0.124279805530613","0.164893691792384","0.184052934380809","0.140326961816627","0.134571330499823","0.310877707123519","0.493042986886939","0.233919245475593","0.270277715043586","0.386649253321612","0.0860003341636881","0.191830057670021","0.114861538508311","0.0860003341636881","0.0860003341636881","0.444775952332537","0.541021818686573","0.376762481797826","0.27465344956498","0.745368579115795","0.121281947695382","0.461859244353916","0.529982535580254","0.320492476819416","0.235037569771829","0.782986647967392","1.06287652510336","0.0860003341636881","0.0860003341636881","0.0860003341636881","0.0860003341636881","0.0860003341636881","0.0860003341636881","0.938535134603638","0.575310747909411","0.469125577141236","0.225197151778338","0.814271145261144","0.383982436298138","0.491538682988413","0.690823618365943","14.1140208057775","10.1186943926701","9.73936068262225","9.83782398511408","8.72085330818207","10.0071598001618","8.80751536895998","8.86962303677868","9.44899517747969","9.33567107134212","19.3543533243489","10.4554225978404","1.42253998882226","1.46666597594875","1.88416968751614","2.69217582052008","1.68917524488979","1.46338740153582","2.31819608563508","5.98949128914137","0.496334970997796","0.417777076597159","8.16153316879054","0.776906968806228","1.05383661684316","0.964886565170992","0.60945410020117","1.01913158849451","0.0860003341636881","0.0860003341636881","2.53059290779388","1.81314321934799","3.63780827271679","2.32772093646708","12.2723037336907","5.08548522488406","3.91930103634533","4.87299613614129","7.26440163243835","3.00160862958292"
"citrulline","0.366137853366877","0.412371032892534","0.292721106019148","0.281217968486846","0.700398403798904","0.370971975313414","0.730169856126839","0.20823141198077","1.53472539364555","0.319065945670343","0.372524861852876","0.324281179211283","0.487836436786249","0.43330487950549","0.267487209206831","0.414974276268589","0.144290665304937","0.144290665304937","0.284035123361505","0.222865838543248","0.231480170793412","0.144290665304937","1.35829372214737","1.09541783556968","4.72182136549365","1.63734416896573","0.971288549139483","2.06665045439528","1.63214681617045","0.84139445352486","1.88053440916668","1.62467598190877","0.818792960281853","0.979353017219245","0.393350130240122","0.732824907456205","0.9259415522194","3.44014186764098","2.22461910738058","1.13458712304511","4.75288227991331","1.33414205078183","1.63644629443204","1.80961716714424","1.14169938263959","2.31550169463465","3.63100250187311","0.759685677444156","2.64299762926298","3.70947690876252","1.19404419320247","0.931870297725695","0.473518000425514","1.46140162626031","2.28645860352813","1.23825056314762","0.427082392990874","0.267459704194006","2.80682884640796","1.34557147724704","1.42538238614765","2.61584008230184","1.02441960888573","2.09338762726134","0.815651196912158","0.782724762708408","1.05796346562316","1.32730532121721","2.19092661739294","1.31083855041852","1.06633816779529","1.12761087675908","1.37081989399195","2.24345455288431","0.655785154661617","0.5464452126622","0.74467190817159","5.10174459664225","1.08286032243707","1.03157698568017","2.18598156771778","0.750663375635741","0.392234994407862","0.41402036564693","3.3672304292282","0.992663155482554","2.2870509355952","0.769074343873824","1.77230353366311","0.842177956067214","0.966108107710268","0.97666863353032","3.42946921091305","1.19428953271745","0.700952056539906","0.979235787327805","0.829991065408709","0.572837884551494"
"cmp","0.535902572401194","0.727585700205984","1.36458411516362","1.21546304410668","3.60756933227738","2.01713195385503","0.905759916069352","0.879725679779637","0.518963133189864","1.29630770950643","0.748198808020759","0.729503642942559","1.06242273091131","0.822010256485249","0.917437466555667","0.642824055552543","1.44655566281939","0.55563404683088","1.37383151550791","3.03278370413513","0.724205510562527","1.5549178455093","0.373346360456635","0.802967745531841","0.235462368477356","0.614220681114203","0.627333684659876","0.28868084309522","0.440408814707595","0.345619846631457","0.869388024275588","0.865176260640646","1.23216777609392","1.24760159772949","1.80521492412189","0.983931028686134","1.26122240995305","0.411816670178931","0.35171078867359","1.04281747476025","3.16901971698914","1.25584579601747","1.30637303918258","1.03973410387399","0.496959607566614","0.696520427058753","0.619191832055906","1.08080540082851","0.741011797251106","0.352210111671323","0.742657149598533","1.49639487652855","1.58597599843249","0.76587403790751","0.683956029537891","1.14082478783083","1.03677505956863","2.27374518349549","0.235462368477356","0.235462368477356","0.532843350596641","1.00959814718437","0.697489733705449","0.745675466268871","0.785645033709633","0.443299024837333","0.772535924361485","0.410530359357736","0.41742262902219","0.574308686552599","1.53543041359539","2.56118763287979","2.13706182168941","2.48118351434893","2.419754595554","2.45173313544327","1.83765192915671","0.588920601180208","1.32112952762224","1.54564317814725","0.456109795426705","2.36050620954686","2.32366265777711","0.994517183976597","3.42321027588155","1.94149702099817","3.53519780514642","2.06411505731557","0.76704216900403","1.51291700989314","1.52931828040701","1.50815494197502","0.49667829399073","1.73029591740444","1.55143780223287","1.25354196562184","1.05688677456293","0.944603606351675"
"creatine","1.83810840425737","1.39520024725554","0.0284548272680843","0.0521668400845869","2.85273147470694","2.75571826827612","1.12578391906092","1.08690869471847","0.91945893076401","0.955277723541392","1.00112088068471","1.10182256355992","2.16521832342475","2.43114013747996","1.85669240307964","1.52546431360131","1.44311124446788","1.14576996782738","1.06358883166127","0.505300814721864","0.516618971321752","2.00860307790032","1.03327921955703","0.81069921223412","0.698071126934243","0.739686203628637","2.42280717539389","1.03204375627484","1.00003036030737","1.16221499969396","0.631324831526078","0.914566524148551","2.07408662326778","1.31354452573392","0.609320222193266","0.540733188789459","0.839447736055092","0.31439146504089","0.488780248511932","0.555002269955373","0.752373764270638","1.23872931433174","2.15059422299327","0.670797033813848","1.0823883291841","0.751455952386977","0.803971785656319","1.0763528625849","0.60474832444552","0.687779337454752","1.31974840635318","1.3180782036061","1.10367546216522","1.0262680814112","0.774738210486053","0.595308776146899","0.703918582719577","1.01374675550038","0.819120607524427","0.678698911152296","3.94814332807056","0.689178622314774","0.995942075316909","0.64397731584783","1.83448145871614","1.36435033441324","3.03910686298165","0.953894603012268","1.04242584023944","1.03883157556572","1.06637631597532","0.843911971850219","1.07501754839213","1.04479091053292","1.26742930310663","1.78554177612943","0.524401334661061","0.425674362953086","3.02889498828789","3.00323159979783","2.42344458599206","2.58485050931832","1.69382480084556","1.50113449121953","3.57127067570136","1.79860403640878","1.53256666450911","0.82465742101522","0.67947986697173","0.359305721008637","0.562684879365047","2.44751905248774","1.09964401638575","1.31808447253103","0.600133214148649","0.430109900707384","0.641250420686684","0.484064796411329"
"creatine phosphate","1.48057153103221","0.873645017134537","1.29075229762969","1.64013008096225","6.02047647182175","9.40344596067597","2.32174446007411","2.09001511453381","0.674789467170527","0.320499856342882","0.945844725017637","2.23748494564713","1.30859638838314","1.77144526336274","2.77854313437313","1.34904063823258","0.880975223896424","0.610650792145969","2.03427600374574","0.832478099180798","1.03978988098682","0.519353712433707","0.543185002084106","0.245789847167313","1.057692260637","0.80066747043195","1.66473016803325","0.139697770188197","0.628764814166926","0.266735436196467","2.00687008128686","0.990128476628032","0.745138416079384","0.614977578573022","0.491611872450858","0.395335927977454","2.27159885250468","0.0601246531273619","1.11415232966403","0.41098460928105","0.863480096586622","0.760948369703968","0.961256360412282","0.895872701212584","0.575931508753163","0.180045525292801","1.54636832290583","0.376462023822511","0.473260018908393","0.753485702161174","0.537718661590908","0.256515032038403","1.17583541531684","0.176572967364848","1.16864663857834","0.901065665982503","0.800599498762963","1.8095408474765","1.75035490661412","0.0578242533159797","3.44964384408006","1.12173617482911","1.08718076432958","0.60314393662255","1.88699330512376","1.91620156517933","2.7611464802981","0.172582488534596","3.85470696589314","3.00693653494779","0.734360167129933","0.98060411889881","2.83429836097573","2.3001343247831","3.00898897913916","0.708413313739191","0.437750848507647","0.554758683246554","5.06409484067711","2.83717180758233","1.46484010003306","1.01885514065684","1.31720912702013","2.89746088813381","8.29471463062295","4.52212083446654","0.0578242533159797","0.0578242533159797","0.664769271093933","0.263946732071037","0.97806245917893","6.40096892890327","0.0578242533159797","2.21901351859968","0.842995539476446","1.04059109224413","1.68278523329608","0.156170876280251"
"cyclic-amp","0.669869553038297","0.695281797917308","0.691502462231962","1.89139738906394","0.742124306737563","0.620685522698483","1.91498976814168","1.48752913235109","1.06167431829989","1.23723136396715","1.8710416385868","2.15907248942279","4.3425337772471","4.68942869499807","1.21179074936952","1.35061338242117","5.64009322577537","4.19362278725931","5.53576803628184","6.56724419090106","1.58283526038372","0.648449059361726","1.3641721738771","1.49723128591554","3.06712994900499","4.67412437052319","0.9080463997681","2.73345088397917","0.391795999687626","2.84033715078426","0.522165123802548","1.74021223641514","1.41039465600528","3.75433287429237","0.88049320191723","1.28243090589634","1.22850765307628","0.107636045894749","0.607724359331285","1.09341951042439","0.450363301767128","0.760195442690672","0.300871584999769","0.560854637969606","1.07341954575009","0.177841899763764","1.88848347465471","1.08096466623037","0.974759704586761","0.722896454792309","0.107636045894749","0.107636045894749","2.87161993869894","0.107636045894749","0.134213281186634","1.50636499685802","2.31576766016342","0.274909396913326","0.107636045894749","0.733259860427158","0.577350525774908","3.93372526886422","0.67584644293829","13.2995454479021","0.911182137916565","1.1302016582906","0.242721258980229","1.08131856540412","0.562357017433555","1.21235472218038","0.512152466265336","0.456249289139721","1.54955327264022","0.610079531078359","1.75197890642248","0.841590952457108","0.280190971859227","0.107636045894749","0.107636045894749","0.180273030661334","0.107636045894749","0.383897498756139","0.477507222962496","0.107636045894749","0.215338828398444","0.143267592672113","0.107636045894749","0.107636045894749","1.22578111449771","0.557093921027921","0.489211213084769","0.327634980868237","0.107636045894749","1.90051437274219","2.1202522995696","0.380445377246584","2.03528398052827","0.246531210907614"
"cystathionine","3.2781671559403","1.43800841616888","1.13648097385672","0.407562555303803","0.0942625112979307","0.0942625112979307","3.15783586475649","1.62620756590905","0.0942625112979307","0.0942625112979307","0.0942625112979307","0.0942625112979307","0.0942625112979307","0.0942625112979307","8.95538576231288","0.140236206848794","0.0942625112979307","0.0942625112979307","1.91722160278947","0.171968272562269","3.18401791062161","2.60614371883408","1.4815601468165","0.888493765247712","0.246975917722831","2.02596012449856","7.73318382948372","0.0996531277802921","0.596633639765607","2.15467737708487","9.87762298073302","0.588082305430204","0.0942625112979307","0.0942625112979307","10.5926082505251","0.441490211093424","1.48013695060629","0.794937759398604","0.712655136094117","0.302893932771316","0.174708049155969","0.593105130784057","8.22577805225129","0.424464529145885","8.92527914036483","0.134246017153638","0.5845185729023","0.0942625112979307","0.788749879279991","0.700142460801609","21.3855371312269","15.0440344231674","1.04971934274322","0.131420311653725","17.140464772682","1.20025129401848","1.06680213153791","0.431611192424332","0.274029386282549","0.0942625112979307","9.08975799543034","0.14258892472067","2.15644451512125","0.116527863110425","32.5307191751384","0.770724701251459","51.0001723986477","0.13308796200036","0.0942625112979307","0.257757563428831","1.88546741608488","1.21071527480681","0.347610157137482","0.322317138865658","0.204557888981183","0.235695784771932","7.91059974228918","0.129009699311184","7.77067840711076","5.82647278744904","0.263710555994765","0.0942625112979307","5.10404480848671","0.590683865226025","0.19281051438685","0.573990878659678","0.0942625112979307","0.0942625112979307","0.0942625112979307","0.0942625112979307","0.0942625112979307","0.122005809183086","0.0942625112979307","0.0942625112979307","21.6670707061624","0.167771273401158","2.17142066053648","1.16673787704477"
"cysteine","1.80107430162773","1.5835567631446","0.955182510269913","0.986681273326256","0.488945783240318","0.0770590119864435","0.691314130534743","1.21981825609426","2.00998309145859","1.04324143981562","4.14641770734126","0.693579220618265","0.188122103369167","1.99328633032322","2.73167205920241","0.74060954836615","0.572262891544315","0.613519259684025","0.403856969435819","0.105588317748109","0.305966558686677","0.618445302851105","2.87449292271829","1.41182115404272","2.81956917088228","1.21790289841376","2.44201027733537","1.15114351396066","5.4399501476225","8.56072872094207","0.943109871269646","1.10932952816208","1.36637358236764","0.394506454908942","0.335096495345028","0.263992844441519","0.364654489860858","1.26858543379071","5.13143303202623","0.208449043521749","0.918478204065199","0.367505382756923","0.877927876433588","0.551492696182608","2.27807141273151","12.6676752619253","2.58300534800678","1.42473569546202","2.92981507106712","3.07337633353601","1.43751753228962","1.02500385424591","0.0770590119864435","0.0770590119864435","0.0770590119864435","0.0770590119864435","0.0770590119864435","0.0770590119864435","0.960839495604041","1.15828460726156","1.18192956195221","0.787802626305769","2.89863514035115","0.556317489870237","1.89413282928967","0.604032987627015","2.63902448916628","0.522461707962527","0.0770590119864435","0.631938273213237","6.68086286910722","0.462447294414845","0.95642439256437","0.382568965973263","0.210569699867505","0.219818173750423","0.883694572447139","18.4805121452707","2.98513275451219","2.13383748413879","2.2151373909559","0.338559465775167","1.01063700586478","0.970932676839904","0.851932468694898","0.628418177343221","0.804752832835357","0.0770590119864435","0.56413239330975","0.127060295905406","0.165299854447699","0.272725850641769","6.36851524673101","2.35331854930742","1.3299410032696","1.41979714618781","0.613564084400785","0.658476245693287"
"cytidine","1.84251281876441","1.04535151647631","1.13566411232538","0.811899914921718","1.28574768044803","1.62991986216738","1.03942773637317","1.19841154184163","0.91567266909802","1.11932035915723","0.774821041839182","3.4822574749699","0.602675417131068","0.680236475156509","6.40394821381629","1.00770142595261","1.3801389925183","0.665902933416262","1.07534093043151","0.271119643232529","0.432431663220774","0.103816478403346","1.38294117002129","0.293200182016697","0.577648436586559","0.0439142855991129","3.29526632831559","0.201905055294201","0.536409989594859","0.148419968585051","2.64317673324848","0.217775502263224","0.0439142855991129","0.0439142855991129","3.50622780438537","1.25054532900732","3.38629353575301","0.994444361842907","3.10954110269546","1.11673701010732","0.458592173059508","0.503623460152711","3.1265625016939","0.449440909261138","0.324445138209737","0.111910921719875","0.459681540209665","0.138517743829233","0.178472463258541","0.165949858570093","0.203629764933341","0.119416465074148","2.65567814664484","0.582952676221572","8.56771570560883","2.25303609686619","2.09215681957989","0.72944857355168","0.358745142605104","0.388302858895848","3.41745772461704","0.362855107581203","2.8969566560024","0.474343566663034","6.35269615104917","0.399738879735277","2.55321834432971","1.37422251063136","1.66304873953617","1.48325422256103","4.36874770769935","2.54514756944752","6.27475866721819","3.83801403780223","1.8873471172012","2.27388457937083","4.29424114873265","0.330719465191634","7.04495575260663","3.92304650237004","5.18813877552686","1.54349090680123","1.78118122280916","1.82007179645069","1.97579172651701","0.873164755835673","3.23860503707414","0.85404481454127","1.85118088231189","1.43463125877473","0.848591761208974","1.33688488537452","1.19066996151399","0.698777177832408","6.58958844347096","0.209369038998273","3.90619667957818","0.883404280911129"
