"","x"
"1",-2.1382691619563
"2",0
"3",-1.07905704665512
"4",-1.9401966822257
"5",-2.33298328339636
"6",0
"7",0
"8",0
"9",-2.32972134203172
"10",-0.50425881766139
"11",0
"12",1.78826808286684
