"","x"
"1",0
"2",0
"3",-1.55040382598183
"4",0
"5",-2.67737668978393
"6",-0.398581686059033
"7",0
"8",0
"9",-1.37177474460249
"10",-1.93305290646618
"11",-1.24671773588976
