"","x"
"1",0
"2",0
"3",-0.617049902376783
"4",-1.16033756914375
"5",-1.3056267899475
"6",0
"7",-0.398581686059033
"8",0
"9",0
"10",0
"11",0
"12",-6.37855248541808
"13",0
"14",0
"15",-0.528308891057405
"16",0
"17",-5.20221228271757
"18",2.26282567092172
"19",0
"20",-0.520468689375899
