"","x"
"1",-0.537924142208348
"2",-0.512009264232818
"3",-0.276303632708165
"4",0
"5",0
"6",0
"7",0
"8",0
"9",-2.14647165627032
"10",0
"11",1.66581505637017
"12",0.819683711604943
"13",0
"14",-0.871784767008704
"15",-0.470249642284761
"16",1.27292199606093
"17",-0.429759527656011
"18",-4.82417839760218
"19",0
"20",0
"21",0
"22",-0.930347348556606
"23",0
"24",0
"25",0.45535267880428
"26",0
"27",-0.933333099158257
"28",0
"29",0.571353219535952
"30",-4.03213946939459
