"","x"
"1",-1.09945175934174
"2",0
"3",0
"4",0
"5",-1.07584375798351
"6",-1.9401966822257
"7",0
"8",0
"9",-0.622470804459337
"10",-2.06178719005607
"11",-2.34844897114006
"12",-1.82476036567742
"13",0
