"","x"
"1",0
"2",0
"3",-0.617049902376783
"4",0
"5",0
"6",0
"7",1.71867191480094
"8",-0.857128355792259
"9",0
"10",-0.948553376216444
"11",0
"12",-0.398581686059033
"13",-0.475784710286461
"14",-6.37855248541808
"15",0
