"","x"
"1",-1.9401966822257
"2",-2.33298328339636
"3",-2.34844897114006
"4",-0.622470804459337
"5",0
"6",-1.72434874840776
"7",-1.45346604341909
"8",-1.46226288060711
"9",-1.52983992948307
