"","x"
"1",-1.5037487311413
"2",-7.19105737660957
"3",-7.32098169433469
"4",0
"5",-2.3346476886533
"6",-4.52535134062454
"7",0
"8",-1.97556881271881
"9",-0.526410968148797
"10",-6.3855350127021
