"","V2","V3"
"C00078",1.14358392463675,"tryptophan"
"C00082",0.724976620630649,"tyrosine"
"C00188",1.13557739514247,"threonine"
"C00123",1.02574591490126,"leucine"
"C00407",0.681322836366815,"isoleucine"
"C00047",0.858840492053088,"lysine"
"C00041",0.936325072996155,"alanine"
"C00183",1.01658082247898,"valine"
"C00073",0.817580588440588,"methionine"
"C00065",1.36742103525723,"serine"
"C00049",2.22925601271037,"aspartate"
"C00037",1.49836794209124,"glycine"
"C00148",1.58034704524262,"proline"
"C00097",2.53404721731274,"cysteine"
"C00025",2.12891385855771,"glutamate"
"C00064",0,"glutamine"
"C00062",0.567841255089954,"arginine"
"C00079",0.761297403461675,"phenylalanine"
"C00135",0,"histidine"
"C00152",0.559911732426502,"asparagine"
