"","V2","V3"
"36",0,"ACADSB"
"35",-1.4083781060066,"ACADS"
"1962",-1.13686231252189,"EHHADH"
"1892",-0.225115078980309,"ECHS1"
"34",-0.649411676537354,"ACADM"
"1632",0.904136888849271,"ECI1"
"38",-0.694554077233245,"ACAT1"
"30",0,"ACAA1"
"3030",-0.584689816255985,"HADHA"
"33",-5.4904777433282,"ACADL"
"124",-5.77793572239545,"ADH1A"
"2639",0,"GCDH"
"1579",-1.2634795961283,"CYP4A11"
"2180",-2.41752963777263,"ACSL1"
"51",-0.526527560936551,"ACOX1"
"37",-0.810116154676512,"ACADVL"
"1374",0,"CPT1A"
"1376",0.206619560319685,"CPT2"
"217",-1.90665569485626,"ALDH2"
