"","V2","V3"
"847",-1.72652374338856,"CAT"
"1962",-1.13686231252189,"EHHADH"
"3620",0,"IDO1"
"259307",1.89955318873844,"IL4I1"
"1543",-2.49417734858285,"CYP1A1"
"438",-0.455401046645512,"ASMT"
"15",0,"AANAT"
"4128",-3.58227984113912,"MAOA"
"1644",-1.24168445703031,"DDC"
"125061",0.232238450319027,"AFMID"
"38",-0.694554077233245,"ACAT1"
"1892",-0.225115078980309,"ECHS1"
"2639",0,"GCDH"
"4967",-0.17545718780777,"OGDH"
"130013",0,"ACMSD"
"23498",-1.77772872349815,"HAAO"
"8942",-0.388376531565986,"KYNU"
"8564",1.35204384859541,"KMO"
"6999",3.93840935675597,"TDO2"
"7166",-0.620165851806938,"TPH1"
"883",0,"CCBL1"
"217",-1.90665569485626,"ALDH2"
"316",-2.80924560627719,"AOX1"
"26",1.16214997056017,"AOC1"
"11185",-2.88241416022999,"INMT"
