"","V2","V3"
"2053",-0.771548832568004,"EPHX2"
"1555",2.47748978346391,"CYP2B6"
"1573",0,"CYP2J2"
"1558",-0.770342437532358,"CYP2C8"
"247",-0.929741547488901,"ALOX15B"
"242",0,"ALOX12B"
"113612",-1.51001392739556,"CYP2U1"
"2876",0,"GPX1"
"4051",0.77879833659565,"CYP4F3"
"1579",-1.2634795961283,"CYP4A11"
"239",-0.881035077822687,"ALOX12"
"246",-0.747009172622067,"ALOX15"
"5742",0,"PTGS1"
"5319",0,"PLA2G1B"
"240",0,"ALOX5"
"4048",-0.202308753499672,"LTA4H"
"4056",-0.853189059904793,"LTC4S"
"2678",0.606805460562367,"GGT1"
"5740",-2.24422090013304,"PTGIS"
"9536",0,"PTGES"
"6916",0,"TBXAS1"
"8644",-2.75176925433444,"AKR1C3"
"5730",-2.27130398582563,"PTGDS"
"873",-0.435982677103318,"CBR1"
"127281",1.10331844355069,"FAM213B"
"1557",-0.773255868061787,"CYP2C19"
"11283",0,"CYP4F8"
"1571",-0.644934019579845,"CYP2E1"
