"","V2","V3"
"C00095",1.47757276188659,"fructose"
"C00140",0,"N-acetylmannosamine"
"C01835",2.52480130720918,"maltotriose"
"C00208",2.23586014742923,"maltose"
"C00392",0,"mannitol"
"C00047",0.858840492053088,"lysine"
"C00064",0,"glutamine"
"C00062",0.567841255089954,"arginine"
"C00491",1.36083684396472,"cystine"
"C00025",2.12891385855771,"glutamate"
"C00135",0,"histidine"
"C00134",2.93211613542318,"putrescine"
"C00123",1.02574591490126,"leucine"
"C00121",1.92519550597223,"ribose"
"C00245",2.29048280012316,"taurine"
"C00009",1.45947356196467,"phosphate"
"C00093",1.69191171499266,"glycerol 3-phosphate (G3P)"
"C00114",0.534963808284231,"choline"
"C00032",1.31727312376447,"heme*"
"C00037",1.49836794209124,"glycine"
"C00086",1.48772087663095,"urea"
"C00051",4.27394400371385,"glutathione, reduced (GSH)"
"C00379",0,"xylitol"
"C00137",0.813182473295071,"myo-inositol"
"C01177",2.39877228075917,"inositol 1-phosphate (I1P)"
"C00159",0.9590390543218,"mannose"
"C00116",1.36638681183171,"glycerol"
