"","V2","V3"
"3376",0.368399195750992,"IARS"
"4677",0.263575539254897,"NARS"
"3035",0.161651851166275,"HARS"
"2193",0.787412676705585,"FARSA"
"5917",0.364387738149375,"RARS"
"5859",-0.153295870482503,"QARS"
"833",0.288002642014956,"CARS"
"2617",0.618588571828259,"GARS"
"1615",-0.373640094256191,"DARS"
"6301",0,"SARS"
"4141",0.581332000034078,"MARS"
"7407",0.506550527087322,"VARS"
"16",0,"AARS"
"3735",-0.321360713658513,"KARS"
"23395",0.309189056073535,"LARS2"
"6897",0.442636021132309,"TARS"
"7453",0,"WARS"
"123263",-0.221331114512255,"MTFMT"
"8565",0.49604022345464,"YARS"
"2058",0.614163692908384,"EPRS"
"5188",-0.161470299312801,"PET112"
"118672",-0.17855474596559,"PSTK"
"51091",-0.138162223641733,"SEPSECS"
