"","V2","V3"
"1571",-0.644934019579845,"CYP2E1"
"2938",-4.6261259266507,"GSTA1"
"7363",-1.33032777418237,"UGT2B4"
"218",-4.04598994184375,"ALDH3A1"
"124",-5.77793572239545,"ADH1A"
"2052",-0.355438932914664,"EPHX1"
"1543",-2.49417734858285,"CYP1A1"
"1544",-1.18871019358552,"CYP1A2"
"1576",-2.76297490061925,"CYP3A4"
"1553",0.692899301173272,"CYP2A13"
"8574",0.329238771248499,"AKR7A2"
"1545",-0.434247889851364,"CYP1B1"
"6822",-0.120241568351326,"SULT2A1"
"1555",2.47748978346391,"CYP2B6"
"1109",-0.872542362260559,"AKR1C4"
"3290",-2.61952383782756,"HSD11B1"
"873",-0.435982677103318,"CBR1"
"1548",-2.20509480369591,"CYP2A6"
"1565",0,"CYP2D6"
"1559",-0.588818196759446,"CYP2C9"
