"","V2","V3"
"4598",0.283821285408254,"MVK"
"38",-0.694554077233245,"ACAT1"
"3157",0.343997380054504,"HMGCS1"
"3156",0.437835532446395,"HMGCR"
"3422",0.182210691411147,"IDI1"
"4597",0.309706813820052,"MVD"
"10654",0.858654837649758,"PMVK"
"2224",0.497050290060097,"FDPS"
"9453",0.746187440770498,"GGPS1"
"79947",-0.732256688095737,"DHDDS"
"23590",0.472906088618705,"PDSS1"
"2339",-0.18762650611498,"FNTA"
"9986",0.512357957754987,"RCE1"
"23463",0.0808882577019672,"ICMT"
"51449",-0.90821299683028,"PCYOX1"
"10269",0.525840281965944,"ZMPSTE24"
