"","V2","V3"
"3292",0,"HSD17B1"
"412",-1.12248399731584,"STS"
"6820",1.26447081546078,"SULT2B1"
"1583",-2.5603038808329,"CYP11A1"
"1586",0,"CYP17A1"
"1589",0,"CYP21A2"
"3283",-1.36913754914181,"HSD3B1"
"9420",-1.52697110430656,"CYP7B1"
"1584",0,""
"1543",-2.49417734858285,"CYP1A1"
"6715",0.378410395035607,"SRD5A1"
"1109",-0.872542362260559,"AKR1C4"
"1585",-0.184102175908627,"CYP11B2"
"6718",-0.814633907779291,"AKR1D1"
"3290",-2.61952383782756,"HSD11B1"
"3291",0.809927451357138,"HSD11B2"
"3293",-1.2795278692935,"HSD17B3"
"3294",-3.61602187524658,"HSD17B2"
"7363",-1.33032777418237,"UGT2B4"
"1588",0,""
"1577",-1.3041688019229,""
"1312",0,"COMT"
"1545",-0.434247889851364,"CYP1B1"
"6783",-1.12787828158853,"SULT1E1"
"1581",-2.12093451426065,"CYP7A1"
"1571",-0.644934019579845,"CYP2E1"
"1576",-2.76297490061925,"CYP3A4"
