"","V2","V3"
"10331",-2.14534192676803,"B3GNT3"
"10690",-1.41810172811126,"FUT9"
"2526",-0.929304836860606,"FUT4"
"2525",0,"FUT3"
"8702",0.397320649071718,"B4GALT4"
"8703",1.04026972176604,"B4GALT3"
"8704",0.384217957683378,"B4GALT2"
"28",-1.88838959549643,"ABO"
"2523",-0.286520287639942,"FUT1"
"10402",-1.36725055959241,"ST3GAL6"
"10678",0,"B3GNT2"
"2651",-0.799340232878087,"GCNT2"
"6489",-2.17355699419362,"ST8SIA1"
"2683",0.48892163110947,"B4GALT1"
"84002",-2.02163127534682,"B3GNT5"
"8708",-4.09486007736827,"B3GALT1"
"8707",-1.54988134506659,"B3GALT2"
"10317",0,"B3GALT5"
"6487",-1.02755515442179,"ST3GAL3"
"6484",0.717930114344441,"ST3GAL4"
