"","V2","V3"
"81888",-0.420033582665523,"HYI"
"48",-1.51637279120672,"ACO1"
"112817",-2.30709262272866,"HOGA1"
"125061",0.232238450319027,"AFMID"
"51179",-0.937053699251055,"HAO2"
"9380",0,"GRHPR"
"1431",-0.249740610742085,"CS"
"4190",-0.478938069476362,"MDH1"
"132158",-0.850095735999511,"GLYCTK"
"283871",1.15345736289212,"PGP"
"38",-0.694554077233245,"ACAT1"
"84693",-0.231922187328591,"MCEE"
"5095",-1.1231495555433,"PCCA"
"4594",-0.14079283690395,"MUT"
"189",-2.2601792671912,"AGXT"
"6470",-0.998521889860491,"SHMT1"
"2653",-0.673105544026212,"GCSH"
"847",-1.72652374338856,"CAT"
"2752",0.410361786810547,"GLUL"
