"","V2","V3"
"10157",-1.94829725137223,"AASS"
"1892",-0.225115078980309,"ECHS1"
"1962",-1.13686231252189,"EHHADH"
"501",-0.558382268000774,"ALDH7A1"
"51166",-1.1874266655364,"AADAT"
"4967",-0.17545718780777,"OGDH"
"38",-0.694554077233245,"ACAT1"
"2639",0,"GCDH"
"51268",0,"PIPOX"
"1743",-0.473364681463509,"DLST"
"8424",-4.74497480172132,"BBOX1"
"223",-0.298945773417747,"ALDH9A1"
"55217",-0.621900901484567,"TMLHE"
"4297",-0.839494480466043,"KMT2A"
"8985",0.41630052661541,"PLOD3"
"5351",0.17592720343379,"PLOD1"
"217",-1.90665569485626,"ALDH2"
"85007",-0.680313426496341,"PHYKPL"
"123688",-0.655639374245014,"HYKK"
