"","V2","V3"
"10858",-1.69325768354562,"CYP46A1"
"9420",-1.52697110430656,"CYP7B1"
"1581",-2.12093451426065,"CYP7A1"
"1593",-0.2617828419441,"CYP27A1"
"6718",-0.814633907779291,"AKR1D1"
"1109",-0.872542362260559,"AKR1C4"
"23600",0.661144143660686,"AMACR"
"8309",0,"ACOX2"
"9023",-1.31797125707643,"CH25H"
"3295",0,"HSD17B4"
"6342",-0.260418507108994,"SCP2"
"10998",0.320998061109752,"SLC27A5"
"570",0,"BAAT"
"80270",0.563362992114913,"HSD3B7"
"1582",-2.27519773903622,"CYP8B1"
"51302",-3.08628415619844,"CYP39A1"
"10005",0.602640266513937,"ACOT8"
