"","V2","V3"
"6309",-0.851031731240965,"SC5D"
"10682",0.896268289374151,"EBP"
"1717",0.800903961200336,"DHCR7"
"1718",0.988884180916086,"DHCR24"
"1595",0.600263861366863,"CYP51A1"
"7108",-0.298081049094742,"TM7SF2"
"4047",-0.345836722142027,"LSS"
"50814",0.390529164589166,"NSDHL"
"6307",0.610214767787306,"MSMO1"
"51478",1.22683048678308,"HSD17B7"
"1056",0,"CEL"
"6646",0.233918006545945,"SOAT1"
"120227",0.142486818977069,"CYP2R1"
"1594",1.06377596552354,"CYP27B1"
"1591",-1.87778750747954,""
"2222",-0.303738686908146,"FDFT1"
"6713",2.10995223652318,"SQLE"
