"","V2","V3"
"124",-5.77793572239545,"ADH1A"
"53630",-0.567491906989888,"BCMO1"
"216",-2.79180132612752,"ALDH1A1"
"316",-2.80924560627719,"AOX1"
"9227",-1.93566394161052,"LRAT"
"5959",-4.21500927870554,"RDH5"
"54884",-1.1039154296713,"RETSAT"
"6121",-3.0665262519571,"RPE65"
"8694",0,"DGAT1"
"1592",0,""
"1551",-1.59345729913318,"CYP3A7"
"1543",-2.49417734858285,"CYP1A1"
"8608",2.10854439710527,"RDH16"
"9249",-1.19730739021322,"DHRS3"
"1548",-2.20509480369591,"CYP2A6"
"1579",-1.2634795961283,"CYP4A11"
"10901",0,"DHRS4"
"7363",-1.33032777418237,"UGT2B4"
"8228",0,"PNPLA4"
"8630",3.15998725682088,"HSD17B6"
