"","V2","V3"
"63826",-0.223327492827895,"SRR"
"55349",0,"CHDH"
"501",-0.558382268000774,"ALDH7A1"
"132158",-0.850095735999511,"GLYCTK"
"635",-1.42230639402758,"BHMT"
"189",-2.2601792671912,"AGXT"
"2593",0.867646652002629,"GAMT"
"26227",-1.50823501495943,"PHGDH"
"29958",-2.9326497136876,"DMGDH"
"875",0.751182676664133,"CBS"
"1491",-0.462678460093514,"CTH"
"2628",-0.616816885212613,"GATM"
"29968",-2.15038369718685,"PSAT1"
"51268",0,"PIPOX"
"1757",0.760140483331432,"SARDH"
"5723",0.687975728592718,"PSPH"
"6470",-0.998521889860491,"SHMT1"
"10993",2.96284391172922,"SDS"
"1610",0,"DAO"
"23464",0.882816405792614,"GCAT"
"2731",0,"GLDC"
"211",0,"ALAS1"
"4128",-3.58227984113912,"MAOA"
"9380",0,"GRHPR"
"314",-2.44554087210785,"AOC2"
"275",-1.69199124596322,"AMT"
"1738",-0.323160572991033,"DLD"
"27232",0.642778970782291,"GNMT"
"669",0.226016728633666,"BPGM"
"2653",-0.673105544026212,"GCSH"
