"","V2","V3"
"8647",-2.17015055703938,"ABCB11"
"64241",-0.92642892671453,"ABCG8"
"64240",0,"ABCG5"
"9429",-2.90882064214535,"ABCG2"
"64137",0,"ABCG4"
"9619",0,"ABCG1"
"5826",-0.973418002416798,"ABCD4"
"5825",-0.250312511934229,"ABCD3"
"225",-3.50905294532434,"ABCD2"
"215",0.985147695289704,"ABCD1"
"89845",0.636908175581475,"ABCC10"
"1080",-1.19220292298606,"CFTR"
"10257",0.720204894420841,"ABCC4"
"94160",0,"ABCC12"
"85320",-2.31462417555489,"ABCC11"
"10060",-2.41598823594705,"ABCC9"
"6833",-4.49994170486056,"ABCC8"
"368",-3.14741992221372,"ABCC6"
"10057",0,"ABCC5"
"8714",-0.468046052015718,"ABCC3"
"1244",0,"ABCC2"
"4363",0.452047808687881,"ABCC1"
"22",-0.335980075872234,"ABCB7"
"10058",0,"ABCB6"
"340273",-5.6458870569599,"ABCB5"
"5244",0,"ABCB4"
"5243",-3.18096758059481,"ABCB1"
"23456",0.276050420810937,"ABCB10"
"23457",0.799820321433581,"ABCB9"
"11194",0.639821315603573,"ABCB8"
"6891",0.916129731805541,"TAP2"
"6890",1.67803993453765,"TAP1"
"10349",-5.58596116570082,"ABCA10"
"10350",-5.29145624402436,"ABCA9"
"10351",-6.46389160105489,"ABCA8"
"23460",-4.0011225330339,"ABCA6"
"23461",-2.2355294489421,"ABCA5"
"154664",0,"ABCA13"
"26154",0,"ABCA12"
"10347",0,"ABCA7"
"24",-1.06888577167834,"ABCA4"
"21",0,"ABCA3"
"20",-0.814913724880243,"ABCA2"
"19",-1.39002555375528,"ABCA1"
