"","V2","V3"
"2821",0.901142158781401,"GPI"
"64080",0,"RBKS"
"55276",0.403486544622893,"PGM2"
"51071",0.32022425997277,"DERA"
"5631",0.326056762636449,"PRPS1"
"7086",0,"TKT"
"22934",0.585995021222735,"RPIA"
"6120",0.374198053143799,"RPE"
"226",0.670086671477394,"ALDOA"
"5211",0.775894644095606,"PFKL"
"2203",-1.12125910712457,"FBP1"
"5226",0.317317774590668,"PGD"
"25796",0.530540797868883,"PGLS"
"2539",0.939070214845589,"G6PD"
"9104",-2.85940143873435,"RGN"
"6888",0.646131380392744,"TALDO1"
"5236",-0.511693531331932,"PGM1"
"9563",-1.0590809124263,"H6PD"
