"","V2","V3"
"10331",0,"B3GNT3"
"10690",0,"FUT9"
"2526",-0.249968263241207,"FUT4"
"2525",2.60730000455645,"FUT3"
"8702",0.563608134193785,"B4GALT4"
"8703",1.32207668068489,"B4GALT3"
"8704",0.875899481881052,"B4GALT2"
"28",-2.06337012313806,"ABO"
"2523",-0.659910974410312,"FUT1"
"10402",0,"ST3GAL6"
"10678",0,"B3GNT2"
"2651",0.7868353840824,"GCNT2"
"6489",0,"ST8SIA1"
"2683",0.521319028776689,"B4GALT1"
"84002",0,"B3GNT5"
"8708",-4.14333767782756,"B3GALT1"
"8707",-1.51969267942437,"B3GALT2"
"10317",-1.27452650945142,"B3GALT5"
"6487",-0.94137557918349,"ST3GAL3"
"6484",1.15437773011496,"ST3GAL4"
