"","V2","V3"
"2744",0,"GLS"
"2752",-0.67778036833856,"GLUL"
"1373",-2.56921275295188,"CPS1"
"5009",-2.37413762159027,"OTC"
"445",0,"ASS1"
"435",0,"ASL"
"383",-0.968606954219608,"ARG1"
"162417",-0.334041163550976,"NAGS"
"95",-0.209232434279628,"ACY1"
"4942",0,"OAT"
"5831",2.77673352429108,"PYCR1"
"51056",0.234599227226872,"LAP3"
"5033",0.889613851556242,"P4HA1"
"1610",0,"DAO"
"58510",0,"PRODH2"
"8659",-1.37160902033928,"ALDH4A1"
"2805",0.682884126941184,"GOT1"
"112817",-4.41309301991912,"HOGA1"
"4842",-2.13650982012835,"NOS1"
"2628",-1.43228926823164,"GATM"
"2593",-1.45303742476492,"GAMT"
"1152",-0.502360803655331,"CKB"
"113451",0,"ADC"
"79814",1.73384313398182,"AGMAT"
"4953",0.462248617543633,"ODC1"
"5832",1.12127642667152,"ALDH18A1"
"26",1.78393268642064,"AOC1"
"217",-2.11599708909376,"ALDH2"
"6723",0.782131742817353,"SRM"
"262",0.457501132269595,"AMD1"
"6611",1.18844376898078,"SMS"
"6303",0.542033521290853,"SAT1"
"4128",-4.89485345774966,"MAOA"
"2746",-0.784297450388254,"GLUD1"
"57571",-0.697291671213847,"CARNS1"
"55748",0.41427563149753,"CNDP2"
"84735",0.496948715810545,"CNDP1"
"5625",0,"PRODH"
"54498",1.1661955841394,"SMOX"
"112849",-0.802217977233076,"L3HYPDH"
