"","V2","V3"
"34",-0.688490641126888,"ACADM"
"1892",-0.369744687861263,"ECHS1"
"26275",-0.583871471882841,"HIBCH"
"23417",-0.863599677815921,"MLYCD"
"4329",-1.63948971649313,"ALDH6A1"
"18",-1.74422183452789,"ABAT"
"57571",-0.697291671213847,"CARNS1"
"2571",0,"GAD1"
"6611",1.18844376898078,"SMS"
"6723",0.782131742817353,"SRM"
"314",-2.3637341535848,"AOC2"
"217",-2.11599708909376,"ALDH2"
"51733",0,"UPB1"
"1807",-1.20074246046841,"DPYS"
"1806",-1.68720427768582,"DPYD"
"84735",0.496948715810545,"CNDP1"
"218",-3.30012207576669,"ALDH3A1"
"55748",0.41427563149753,"CNDP2"
"54498",1.1661955841394,"SMOX"
