"","V2","V3"
"124",-6.88976184229454,"ADH1A"
"53630",0,"BCMO1"
"216",-3.140281296566,"ALDH1A1"
"316",-3.69355848615213,"AOX1"
"9227",-0.809606996690528,"LRAT"
"5959",-4.61287645005207,"RDH5"
"54884",-1.59063554861187,"RETSAT"
"6121",-2.42756421167908,"RPE65"
"8694",0,"DGAT1"
"1592",-1.41242889135765,""
"1551",-1.54897843773002,"CYP3A7"
"1543",-2.79685172748422,"CYP1A1"
"8608",1.11190815003202,"RDH16"
"9249",-0.968568521888406,"DHRS3"
"1548",-5.49159654469147,"CYP2A6"
"1579",-2.91520052757329,"CYP4A11"
"10901",-0.43239080430949,"DHRS4"
"7363",-3.23356939146179,"UGT2B4"
"8228",-1.07692218030563,"PNPLA4"
"8630",2.93821448735709,"HSD17B6"
