"","V2","V3"
"7173",-4.68795125579356,"TPO"
"81889",0.36633072657934,"FAHD1"
"2954",-0.350604485884602,"GSTZ1"
"3081",-1.27612282250538,"HGD"
"2805",0.682884126941184,"GOT1"
"4282",1.92257757714053,"MIF"
"3242",-3.5129806205344,"HPD"
"218",-3.30012207576669,"ALDH3A1"
"4128",-4.89485345774966,"MAOA"
"7299",0,"TYR"
"259307",2.89830117150739,"IL4I1"
"6898",-6.31098182982006,"TAT"
"1644",1.53615838085951,"DDC"
"314",-2.3637341535848,"AOC2"
"316",-3.69355848615213,"AOX1"
"2184",-1.21951100893999,"FAH"
"1638",-3.72606022783425,"DCT"
"1312",0.270191977407624,"COMT"
"124",-6.88976184229454,"ADH1A"
"5409",0,"PNMT"
"1621",0,"DBH"
"7054",1.55008228023652,"TH"
"7306",1.79027405132472,"TYRP1"
