"","V2","V3"
"10157",-2.39565356806211,"AASS"
"1892",-0.369744687861263,"ECHS1"
"1962",-1.15227858981268,"EHHADH"
"501",-0.437949034236431,"ALDH7A1"
"51166",0.428137306891311,"AADAT"
"4967",-0.175209214647374,"OGDH"
"38",-0.872153453984286,"ACAT1"
"2639",0,"GCDH"
"51268",0.370725246096768,"PIPOX"
"1743",-0.538936113696348,"DLST"
"8424",-1.59509908732156,"BBOX1"
"223",-0.412049926034571,"ALDH9A1"
"55217",-0.547360896132489,"TMLHE"
"4297",-0.899576527558388,"KMT2A"
"8985",1.12161204298758,"PLOD3"
"5351",1.16276191560072,"PLOD1"
"217",-2.11599708909376,"ALDH2"
"85007",-1.22451527415632,"PHYKPL"
"123688",-0.706619995441081,"HYKK"
