"","V2","V3"
"6240",0.478179771725747,"RRM1"
"790",0.727995570997756,"CAD"
"7372",0.539611363504332,"UMPS"
"87178",0.620472949135974,"PNPT1"
"661",0.568781486828672,"POLR3D"
"4830",1.82801483264136,"NME1"
"50808",-0.937137341341261,"AK3"
"51727",0,"CMPK1"
"1503",1.89767574658059,"CTPS1"
"953",-0.128801026638458,"ENTPD1"
"955",0.487097300638863,""
"139596",0,"UPRT"
"7371",1.55803808966831,"UCK2"
"4907",-1.18383748768692,"NT5E"
"7378",0.99351303454625,"UPP1"
"1806",-1.68720427768582,"DPYD"
"1807",-1.20074246046841,"DPYS"
"51733",0,"UPB1"
"978",0,"CDA"
"7296",0.447704670337527,"TXNRD1"
"5422",0.294248509191,"POLA1"
"79077",1.06070948686646,"DCTPP1"
"1633",0.55703534187167,"DCK"
"1635",-0.302164859813942,"DCTD"
"1854",0,"DUT"
"1841",1.20226663587172,"DTYMK"
"7083",3.60562946175339,"TK1"
"4860",1.49761767991348,"PNP"
"1890",1.90126990067512,"TYMP"
"7298",2.75638001543122,"TYMS"
"1723",0,"DHODH"
"3704",0.900118388983077,"ITPA"
"318",0,"NUDT2"
