"","V2","V3"
"290",-2.0264329945337,"ANPEP"
"2678",1.11900095790333,"GGT1"
"2876",0,"GPX1"
"2879",-0.507696126283522,"GPX4"
"51060",0.4598720765131,"TXNDC12"
"2539",0.939070214845589,"G6PD"
"3417",-0.329749377865457,"IDH1"
"2937",0.262763221630249,"GSS"
"2729",-0.507084357416286,"GCLC"
"26873",0,"OPLAH"
"79017",1.45947638532554,"GGCT"
"2938",-1.67556687565398,"GSTA1"
"2936",0.257412706075791,"GSR"
"5226",0.317317774590668,"PGD"
"4953",0.462248617543633,"ODC1"
"6723",0.782131742817353,"SRM"
"6611",1.18844376898078,"SMS"
"6240",0.478179771725747,"RRM1"
"51056",0.234599227226872,"LAP3"
