"","V2","V3"
"6898",-6.31098182982006,"TAT"
"55256",0,"ADI1"
"51074",-0.225479551270817,"APIP"
"84245",-0.210522536878329,"MRI1"
"4507",0,"MTAP"
"6723",0.782131742817353,"SRM"
"262",0.457501132269595,"AMD1"
"1491",-0.603954428417915,"CTH"
"875",2.60258778447806,"CBS"
"4548",-0.382379953069818,"MTR"
"635",-1.51821165769672,"BHMT"
"4143",0,"MAT1A"
"191",0.940394470920014,"AHCY"
"1786",1.27670059427566,"DNMT1"
"259307",2.89830117150739,"IL4I1"
"58478",0.670319605094667,"ENOPH1"
"10993",2.80113136210258,"SDS"
"2805",0.682884126941184,"GOT1"
"1036",-4.58998190601253,"CDO1"
"4357",0.25624959147719,"MPST"
"3939",0.643860154277865,"LDHA"
"6611",1.18844376898078,"SMS"
"4190",0,"MDH1"
