"","V2","V3"
"2053",-1.68478706512923,"EPHX2"
"1555",-0.571999128074239,"CYP2B6"
"1573",0,"CYP2J2"
"1558",-1.62645071544679,"CYP2C8"
"247",-1.72536223118061,"ALOX15B"
"242",0,"ALOX12B"
"113612",-1.69169011320262,"CYP2U1"
"2876",0,"GPX1"
"4051",0,"CYP4F3"
"1579",-2.91520052757329,"CYP4A11"
"239",0,"ALOX12"
"246",-1.2073699907564,"ALOX15"
"5742",-0.301577255808026,"PTGS1"
"5319",0,"PLA2G1B"
"240",0,"ALOX5"
"4048",-0.452506473533861,"LTA4H"
"4056",-2.081859076322,"LTC4S"
"2678",1.11900095790333,"GGT1"
"5740",-1.90242127688718,"PTGIS"
"9536",-0.631240297382455,"PTGES"
"6916",-0.343793107755161,"TBXAS1"
"8644",-2.51512022605417,"AKR1C3"
"5730",-1.98050969881987,"PTGDS"
"873",0.301513823438819,"CBR1"
"127281",0.438432027583215,"FAM213B"
"1557",-0.771827769255648,"CYP2C19"
"11283",-2.83598119224576,"CYP4F8"
"1571",-1.50943676443857,"CYP2E1"
