"","V2","V3"
"55331",-0.212493252218978,"ACER3"
"81537",-0.79679909023542,"SGPP1"
"427",-1.09276422026422,"ASAH1"
"10715",0,""
"8560",0.309097338977558,"DEGS1"
"6609",-0.258908756592936,"SMPD1"
"64781",0,"CERK"
"8611",-2.21922654413208,"PPAP2A"
"9517",-0.448031482080897,"SPTLC2"
"2531",-0.645465090242373,"KDSR"
"9514",-1.47692826221943,"GAL3ST1"
"2717",0,"GLA"
"4758",0.5804025857343,"NEU1"
"7368",0,"UGT8"
"2720",0.665014188857935,"GLB1"
"2629",0.894773884389574,"GBA"
"7357",-0.976430804800435,"UGCG"
"8877",1.12724946001523,"SPHK1"
"8879",0.408448806154102,"SGPL1"
"2581",-0.656617850618996,"GALC"
"410",0,"ARSA"
"9331",-1.26368122838904,"B4GALT6"
"166929",-0.407908599085421,"SGMS2"
