"","V2","V3"
"C00095",2.58980280076795,"fructose"
"C00140",2.34751565006169,"N-acetylmannosamine"
"C01835",2.25203730603239,"maltotriose"
"C00208",2.48351354818803,"maltose"
"C00392",1.53214074929284,"mannitol"
"C00047",0.869509233599292,"lysine"
"C00064",-0.252739319987916,"glutamine"
"C00062",0.614627829454182,"arginine"
"C00491",2.89369026507199,"cystine"
"C00025",3.13151500675629,"glutamate"
"C00135",0,"histidine"
"C00134",3.74662094955401,"putrescine"
"C00123",1.11870168407854,"leucine"
"C00121",1.78887637964946,"ribose"
"C00245",2.00802589541245,"taurine"
"C00009",2.16177561294091,"phosphate"
"C00093",1.76175653940244,"glycerol 3-phosphate (G3P)"
"C00114",0.712737285794138,"choline"
"C00032",0,"heme*"
"C00037",2.02301994157729,"glycine"
"C00086",1.27341854052366,"urea"
"C00051",1.0343642149505,"glutathione, reduced (GSH)"
"C00379",1.54423441592459,"xylitol"
"C00137",1.18072849840782,"myo-inositol"
"C01177",3.62523483349352,"inositol 1-phosphate (I1P)"
"C00159",1.38018300123185,"mannose"
"C00116",2.02836069093697,"glycerol"
