"","Met","Gene","MetSize","Pathway","Color"
"Glycine, serine and threonine metabolism",0.222222222222222,-0.0256410256410256,9,"","Grey"
"Cysteine and methionine metabolism",0.142857142857143,0.27027027027027,7,"","Grey"
"Arginine and proline metabolism",0.666666666666667,-0.0833333333333333,9,"Arginine and proline metabolism","Red"
"beta-Alanine metabolism",0.5,-0.166666666666667,6,"","Red"
"Cyanoamino acid metabolism",0.5,0.285714285714286,6,"","Red"
"Aminoacyl-tRNA biosynthesis",0.0666666666666667,0.522727272727273,15,"","Grey"
