"","StromalScore","ImmuneScore","ESTIMATEScore","APM1","APM2","Angiogenesis","B.cells","CD8.T.cells","CTLA4","Cytotoxic.cells","DC","Eosinophils","Macrophages","Mast.cells","NK.CD56bright.cells","NK.CD56dim.cells","NK.cells","Neutrophils","PD1","PDL1","T.cells","T.helper.cells","Tcm.cells","Tem.cells","Tfh.cells","Tgd.cells","Th1.cells","Th17.cells","Th2.cells","Treg.cells"
"12-HHTrE",0.860021261944433,0.995299832437556,0.891776296703234,0.996383342794963,0.990184506648716,0.986800367310511,0.969845493758293,0.940007361089781,0.940007361089781,0.830996250032744,0.992165831332464,0.990184506648716,0.915865737212672,0.974834145413253,0.966129737738917,0.952481002851654,0.830996250032744,0.915865737212672,0.996383342794963,0.966129737738917,0.963696716544464,0.961218723547159,1,0.993132087570618,0.969845493758293,0.872711003967124,0.940007361089781,1,0.986800367310511,0.97610049705777
"13-HODE + 9-HODE",0.861438740333816,0.993132087570618,0.910245331635242,0.990184506648716,0.987107191942513,0.910245331635242,0.957702216170362,0.908243508655275,0.986800367310511,0.861438740333816,0.990184506648716,0.996383342794963,0.996383342794963,0.910245331635242,0.996383342794963,0.986800367310511,0.861438740333816,0.856875779550237,0.996383342794963,0.987107191942513,0.980918467246356,0.946284249578564,0.957702216170362,0.993132087570618,0.940007361089781,0.887477192535426,0.957702216170362,0.974834145413253,0.872711003967124,0.993132087570618
"17-methylstearate",0.940007361089781,0.996383342794963,0.963696716544464,0.990184506648716,0.990184506648716,0.996383342794963,0.969845493758293,0.940007361089781,0.974834145413253,0.858679441131517,0.990184506648716,1,0.940007361089781,0.996383342794963,0.996383342794963,0.861438740333816,0.818454825784813,0.880068586111026,0.990184506648716,0.998942547695235,0.990184506648716,0.915865737212672,0.940007361089781,0.97610049705777,0.980918467246356,0.926437034797017,0.990184506648716,0.957702216170362,0.974834145413253,0.969845493758293
"1-arachidonoyl-GPC (20:4n6)*",0.996383342794963,0.908243508655275,0.963696716544464,0.940007361089781,0.861438740333816,0.952481002851654,0.974834145413253,0.953899137705605,0.969845493758293,0.957702216170362,0.910245331635242,0.910245331635242,0.969845493758293,0.937577255645844,0.97610049705777,0.990184506648716,0.990184506648716,0.993132087570618,0.861438740333816,0.946284249578564,0.936539890325887,0.961218723547159,0.998942547695235,0.940007361089781,0.861438740333816,0.861438740333816,0.990184506648716,0.996383342794963,0.990184506648716,0.993132087570618
"1-arachidonoyl-GPE (20:4n6)*",0.861438740333816,0.926437034797017,0.861438740333816,0.990184506648716,0.952481002851654,0.910245331635242,0.990184506648716,0.861438740333816,0.961218723547159,0.940007361089781,0.990184506648716,0.940007361089781,0.969845493758293,0.910245331635242,0.995299832437556,0.992165831332464,0.861438740333816,0.940007361089781,0.953899137705605,0.992165831332464,0.926437034797017,0.990184506648716,0.995299832437556,0.861438740333816,0.946284249578564,0.805644979410225,0.937577255645844,0.993132087570618,0.940007361089781,0.969845493758293
"1-dihomo-linolenylglycerol (20:3)",0.946284249578564,0.998942547695235,0.969845493758293,0.946284249578564,0.966129737738917,0.993132087570618,0.957702216170362,0.946284249578564,0.986800367310511,1,0.993132087570618,0.97610049705777,0.887477192535426,0.980918467246356,0.733175548932926,0.940007361089781,0.97610049705777,0.946284249578564,0.998942547695235,0.908243508655275,0.987830095379123,0.990184506648716,1,0.996383342794963,0.940007361089781,0.986800367310511,0.910245331635242,0.990184506648716,0.992165831332464,0.939558041002648
"1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*",0.974834145413253,0.936539890325887,0.937577255645844,0.993132087570618,0.861438740333816,0.980918467246356,0.986800367310511,0.980918467246356,0.969845493758293,0.915865737212672,0.937577255645844,0.940007361089781,0.990184506648716,0.940007361089781,0.992165831332464,0.998942547695235,0.946284249578564,1,0.940007361089781,0.996383342794963,0.940007361089781,0.976077478568463,0.990184506648716,0.861438740333816,0.910245331635242,0.830996250032744,0.940007361089781,0.990184506648716,0.987107191942513,0.990184506648716
"1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*",0.974834145413253,0.861438740333816,0.880068586111026,0.990184506648716,0.883350271508875,0.97610049705777,0.940007361089781,0.940007361089781,0.908243508655275,0.969845493758293,0.861438740333816,0.861438740333816,0.990184506648716,0.987107191942513,0.990184506648716,0.990184506648716,0.957702216170362,0.976077478568463,0.861438740333816,1,0.883350271508875,0.937577255645844,0.961218723547159,0.861438740333816,0.908243508655275,0.805644979410225,0.966129737738917,0.946284249578564,0.993132087570618,0.992165831332464
"1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*",0.818454825784813,0.980918467246356,0.861438740333816,0.969845493758293,0.990184506648716,0.861438740333816,0.990184506648716,0.861438740333816,0.998942547695235,0.861438740333816,0.992165831332464,0.990184506648716,0.996383342794963,0.908243508655275,0.97610049705777,0.940007361089781,0.777832355009404,0.861438740333816,0.990184506648716,0.996383342794963,0.961218723547159,0.969845493758293,0.946284249578564,0.940007361089781,0.990184506648716,0.830996250032744,0.861438740333816,0.990184506648716,0.891776296703234,0.97610049705777
"1-linoleoyl-GPC (18:2)",0.937577255645844,0.990184506648716,0.990184506648716,0.998942547695235,0.990184506648716,0.947499558687317,0.861438740333816,0.947499558687317,0.990184506648716,0.97610049705777,0.910245331635242,0.993132087570618,0.952481002851654,0.990184506648716,1,0.995299832437556,0.861438740333816,0.937577255645844,0.995299832437556,1,0.995299832437556,0.940007361089781,0.910245331635242,0.963696716544464,0.980918467246356,0.966129737738917,0.990184506648716,0.883350271508875,0.802118483504999,0.940007361089781
"1-linoleoyl-GPI (18:2)*",0.974834145413253,0.974834145413253,0.953899137705605,0.990184506648716,0.996383342794963,0.990184506648716,0.995299832437556,0.861438740333816,0.946284249578564,0.990184506648716,0.990184506648716,0.953899137705605,0.936539890325887,0.996383342794963,0.995299832437556,0.733175548932926,0.777832355009404,0.996383342794963,0.940007361089781,0.940007361089781,0.940007361089781,0.993132087570618,0.966129737738917,0.990184506648716,0.947499558687317,0.910245331635242,0.990184506648716,0.953899137705605,0.993132087570618,0.990184506648716
"N1-methyladenosine",0.974834145413253,0.957702216170362,0.990184506648716,0.990184506648716,0.990184506648716,0.940007361089781,1,0.996383342794963,0.861438740333816,0.993132087570618,0.966129737738917,0.940007361089781,0.926437034797017,0.987830095379123,0.952481002851654,0.940007361089781,0.963696716544464,0.992165831332464,0.969845493758293,0.887477192535426,0.998942547695235,1,0.953899137705605,0.966129737738917,0.777832355009404,0.993132087570618,0.940007361089781,0.953899137705605,0.992165831332464,0.910245331635242
"1-methylhistamine",0.986800367310511,0.910245331635242,0.947499558687317,0.937577255645844,0.996383342794963,0.969845493758293,0.976077478568463,1,0.861438740333816,0.993132087570618,0.926437034797017,0.872711003967124,0.990184506648716,0.992165831332464,0.986800367310511,0.940007361089781,0.990184506648716,0.961218723547159,0.986800367310511,0.963696716544464,0.987107191942513,0.97610049705777,0.861438740333816,0.940007361089781,0.937577255645844,0.915865737212672,0.990184506648716,0.846303182996241,0.990184506648716,0.990184506648716
"1-methylhistidine",0.969845493758293,0.980918467246356,0.974834145413253,0.996383342794963,0.961218723547159,0.995299832437556,0.996383342794963,0.993132087570618,0.940007361089781,0.990184506648716,0.990184506648716,0.969845493758293,0.947499558687317,0.937577255645844,0.963696716544464,0.861438740333816,0.908243508655275,0.992165831332464,0.990184506648716,0.915865737212672,0.97610049705777,0.969845493758293,0.936539890325887,0.986800367310511,0.78966194921163,0.996383342794963,0.990184506648716,0.940007361089781,0.995299832437556,0.969845493758293
"1-methylimidazoleacetate",0.858679441131517,0.953899137705605,0.940007361089781,0.969845493758293,0.995299832437556,0.830996250032744,0.969845493758293,0.969845493758293,0.861438740333816,0.830996250032744,0.940007361089781,0.908243508655275,0.993132087570618,0.891776296703234,0.990184506648716,0.993132087570618,0.861438740333816,0.432430637016103,0.946284249578564,0.969845493758293,0.990184506648716,0.903537831635221,0.861438740333816,0.946284249578564,1,0.940007361089781,0.861438740333816,0.940007361089781,0.861438740333816,0.937577255645844
"1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*",0.969845493758293,0.830996250032744,0.966129737738917,1,0.940007361089781,0.861438740333816,0.940007361089781,0.946284249578564,0.756866060261208,0.97610049705777,0.861438740333816,0.733175548932926,0.990184506648716,0.872711003967124,0.990184506648716,0.963696716544464,0.990184506648716,0.830996250032744,0.830996250032744,0.963696716544464,0.861438740333816,0.880068586111026,0.861438740333816,0.987107191942513,0.946284249578564,0.861438740333816,0.996383342794963,0.940007361089781,0.952481002851654,0.940007361089781
"1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*",0.733175548932926,0.993132087570618,0.861438740333816,0.947499558687317,0.990184506648716,0.861438740333816,0.940007361089781,0.860021261944433,0.993132087570618,0.846303182996241,0.97610049705777,0.992165831332464,0.963696716544464,0.926437034797017,0.940007361089781,0.910245331635242,0.756866060261208,0.861438740333816,0.992165831332464,0.992165831332464,0.940007361089781,0.953899137705605,0.940007361089781,0.987107191942513,0.992165831332464,0.861438740333816,0.861438740333816,0.961218723547159,0.891776296703234,0.992165831332464
"1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*",0.910245331635242,0.861438740333816,0.861438740333816,0.961218723547159,0.990184506648716,0.976077478568463,0.990184506648716,0.858679441131517,0.861438740333816,0.990184506648716,0.961218723547159,0.861438740333816,0.992165831332464,0.891776296703234,0.990184506648716,0.961218723547159,0.937577255645844,0.995299832437556,0.861438740333816,0.974834145413253,0.883350271508875,0.97610049705777,0.990184506648716,0.961218723547159,0.910245331635242,0.861438740333816,0.990184506648716,0.969845493758293,0.990184506648716,0.969845493758293
"1-oleoyl-GPC (18:1)",0.992165831332464,0.908243508655275,0.969845493758293,0.969845493758293,0.969845493758293,0.987107191942513,0.992165831332464,0.940007361089781,0.903537831635221,0.986800367310511,0.969845493758293,0.861438740333816,0.926437034797017,0.992165831332464,0.969845493758293,0.995299832437556,0.995299832437556,0.97610049705777,0.883350271508875,0.940007361089781,0.947499558687317,0.990184506648716,0.996383342794963,0.992165831332464,0.861438740333816,0.940007361089781,0.980918467246356,0.990184506648716,0.974834145413253,0.903537831635221
"1-oleoyl-GPE (18:1)",0.993132087570618,0.915865737212672,0.990184506648716,1,0.990184506648716,0.940007361089781,0.995299832437556,0.961218723547159,0.858679441131517,0.986800367310511,0.937577255645844,0.861438740333816,0.990184506648716,0.994659182888962,0.915865737212672,0.97610049705777,0.974834145413253,0.946284249578564,0.861438740333816,0.990184506648716,0.952481002851654,0.990184506648716,0.990184506648716,0.992165831332464,0.910245331635242,0.953899137705605,0.940007361089781,0.987107191942513,0.992165831332464,0.903832246909681
"1-oleoyl-GPI (18:1)*",0.990184506648716,0.830996250032744,0.940007361089781,0.990184506648716,0.963696716544464,0.97610049705777,0.861438740333816,0.861438740333816,0.777832355009404,0.990184506648716,0.861438740333816,0.853335548502613,0.990184506648716,0.990184506648716,0.952481002851654,0.910245331635242,0.986800367310511,0.953899137705605,0.830996250032744,0.990184506648716,0.861438740333816,0.880068586111026,0.940007361089781,0.990184506648716,0.961218723547159,0.910245331635242,0.993132087570618,0.966129737738917,0.940007361089781,0.996383342794963
"1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*",0.940007361089781,0.940007361089781,0.910245331635242,1,0.998942547695235,0.987107191942513,0.987107191942513,0.861438740333816,0.861438740333816,0.953899137705605,0.966129737738917,0.940007361089781,0.969845493758293,0.940007361089781,0.97610049705777,0.872711003967124,0.830996250032744,0.969845493758293,0.940007361089781,0.993132087570618,0.940007361089781,0.996553787537205,0.996383342794963,0.993132087570618,0.990184506648716,0.861438740333816,0.992165831332464,0.998942547695235,0.996383342794963,0.998942547695235
"1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*",0.883350271508875,0.980918467246356,0.910245331635242,0.990184506648716,0.993132087570618,0.947499558687317,0.990184506648716,0.910245331635242,0.940007361089781,0.966129737738917,1,0.966129737738917,0.992165831332464,0.963696716544464,1,0.940007361089781,0.669099852359053,0.969845493758293,0.990184506648716,0.946284249578564,0.976077478568463,0.97610049705777,0.976077478568463,0.987107191942513,0.993132087570618,0.861438740333816,0.986800367310511,0.993132087570618,0.940007361089781,0.998942547695235
"1-palmitoleoylglycerol (16:1)*",0.987107191942513,0.990184506648716,0.996383342794963,0.990184506648716,0.990184506648716,0.974834145413253,0.990184506648716,0.963696716544464,0.990184506648716,0.886039895927445,0.990184506648716,0.969845493758293,0.993132087570618,0.940007361089781,0.939558041002648,0.940007361089781,0.908243508655275,0.830996250032744,0.996383342794963,0.939558041002648,0.996383342794963,0.937577255645844,0.910245331635242,0.940007361089781,0.97610049705777,0.993132087570618,0.990184506648716,0.910245331635242,0.947499558687317,0.993132087570618
"1-palmitoleoyl-GPC (16:1)*",0.974834145413253,0.908243508655275,0.936539890325887,0.992165831332464,0.990184506648716,0.998942547695235,0.969845493758293,0.936539890325887,0.861438740333816,0.963696716544464,0.940007361089781,0.861438740333816,0.995299832437556,0.908243508655275,0.937577255645844,0.987107191942513,0.990184506648716,0.957702216170362,0.903832246909681,0.990184506648716,0.947499558687317,0.976077478568463,0.986800367310511,0.976077478568463,0.940007361089781,0.947499558687317,0.990184506648716,0.908243508655275,0.969845493758293,0.947499558687317
"1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)",0.966129737738917,0.861438740333816,0.986800367310511,0.996383342794963,0.910245331635242,0.856875779550237,0.947499558687317,0.990184506648716,0.861438740333816,0.998942547695235,0.861438740333816,0.861438740333816,0.990184506648716,0.818454825784813,0.953899137705605,0.990184506648716,0.993132087570618,0.861438740333816,0.861438740333816,0.946284249578564,0.910245331635242,0.915865737212672,0.861438740333816,0.963696716544464,0.946284249578564,0.861438740333816,0.990184506648716,0.940007361089781,0.961218723547159,0.976077478568463
"1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*",0.990184506648716,0.856875779550237,0.908243508655275,0.990184506648716,0.903537831635221,0.974834145413253,0.926437034797017,0.940007361089781,0.858679441131517,0.969845493758293,0.861438740333816,0.861438740333816,0.990184506648716,0.990184506648716,0.992165831332464,0.996383342794963,0.940007361089781,0.990184506648716,0.872711003967124,0.990184506648716,0.880068586111026,0.910245331635242,0.903537831635221,0.903537831635221,0.910245331635242,0.802118483504999,0.966129737738917,0.940007361089781,0.998942547695235,0.990184506648716
"1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)",0.861438740333816,1,0.910245331635242,0.980918467246356,0.966129737738917,0.936539890325887,0.940007361089781,0.915865737212672,0.992165831332464,0.856875779550237,0.990184506648716,0.996383342794963,0.996383342794963,0.990184506648716,0.97610049705777,0.957702216170362,0.756866060261208,0.861438740333816,0.998942547695235,0.992165831332464,0.986800367310511,0.940007361089781,0.910245331635242,0.966129737738917,0.990184506648716,0.861438740333816,0.910245331635242,0.940007361089781,0.861438740333816,0.993132087570618
"1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)",0.856875779550237,0.887477192535426,0.802118483504999,0.963696716544464,0.974834145413253,0.940007361089781,0.980918467246356,0.846303182996241,0.908243508655275,0.891776296703234,0.952481002851654,0.887477192535426,0.990184506648716,0.861438740333816,1,0.940007361089781,0.861438740333816,0.952481002851654,0.910245331635242,0.990184506648716,0.861438740333816,0.990184506648716,0.993132087570618,0.910245331635242,0.926437034797017,0.805644979410225,0.936539890325887,0.969845493758293,0.990184506648716,0.993132087570618
"1-palmitoyl-2-oleoyl-GPC (16:0/18:1)",1,0.861438740333816,0.969845493758293,0.998942547695235,0.969845493758293,0.969845493758293,0.963696716544464,0.947499558687317,0.830996250032744,0.990184506648716,0.910245331635242,0.880068586111026,0.97610049705777,0.974834145413253,0.974834145413253,0.998942547695235,0.990184506648716,0.990184506648716,0.908243508655275,0.940007361089781,0.957702216170362,0.990184506648716,0.940007361089781,1,0.861438740333816,0.940007361089781,0.990184506648716,0.952481002851654,0.996383342794963,0.969845493758293
"1-palmitoyl-2-oleoyl-GPE (16:0/18:1)",0.969845493758293,0.830996250032744,0.872711003967124,0.961218723547159,0.940007361089781,0.990184506648716,0.940007361089781,0.861438740333816,0.830996250032744,0.976077478568463,0.861438740333816,0.830996250032744,0.990184506648716,0.940007361089781,0.974834145413253,0.990184506648716,0.990184506648716,0.998942547695235,0.858679441131517,0.910245331635242,0.861438740333816,0.940007361089781,0.940007361089781,0.969845493758293,0.830996250032744,0.861438740333816,0.993132087570618,0.937577255645844,0.990184506648716,0.957702216170362
