"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"268",5.44635701980175e-13,1,1,1,1,0.781273713498778,1,1,1,1,1,1
"269",0.00261657205045886,1,1,0.131008389275681,1,1,1,1,1,1,1,1
"270",1.59621045703816e-25,1.32244910347339e-06,1,0.381226081669953,1,1,1,0.460076705879869,1,1,1,1
"271",0.00045637518239198,1,1,0.00950499531643065,1,1,1,0.722936670472063,0.919271741623274,1,0.00125164003072753,1
"272",1,8.6739265576507e-06,1,0.00705418128285642,1,0.666621513098365,1,0.821552852639063,1,1,0.565638450066443,1
"273",0.821118426271958,1,1,1,1,1,1,1,1,1,1,1
"274",0.00823397144904351,1,1,1,1,1,1,1,1,1,1,1
"275",3.37457427044356e-09,1,1,0.112340089715094,1,1,1,1,1,1,1,1
"276",1.62431086279055e-13,3.53610681280695e-13,1,0.491498158096197,1,0.646034417449972,1,0.129812812837961,1,1,1,1
"277",1.09574695878996e-27,1,1,1,1,1,1,1,1,1,1,1
"278",1,1,1,1,1,1,1,1,1,1,1,1
"279",3.68033301818006e-05,1,1,1,1,1,1,1,1,1,1,1
"280",3.05319833083022e-23,3.63324012243914e-06,1,0.024280339359284,1,1,1,0.175112238741089,0.615463601015245,1,1,1
"281",8.23129366037805e-12,1,1,1,1,1,0.0606499527818498,0.243200315697133,0.0148989639323288,1,1,1
"282",0.01397803095032,2.17638269077353e-13,1,0.000394204248159623,1,0.671811179738942,0.571020955974163,1,0.841083380916919,1,0.525553277104571,0.340468684860411
"283",5.66554016468192e-15,1.35040207948847e-12,1,0.000394204248159623,1,1,1,0.421785660078407,0.0365393247645383,1,0.0123044553948054,1
"284",9.72260249051e-10,1,1,0.00950499531643065,1,1,1,1,0.408447263175001,1,1,1
"285",6.03742357298062e-18,1,1,1,1,1,1,1,1,1,1,1
"286",0.00015064314903179,0.2352408919107,1,0.0479503097850305,1,0.646034417449972,1,1,0.179965033393461,1,1,1
"287",8.64297370908434e-06,1.84149838872857e-09,1,0.00135971900089841,1,0.041040430973037,1,0.0852286888554046,0.00784080930534301,1,1,1
"288",4.2286678691104e-34,0.0312923699777761,1,0.0812628973548514,1,1,1,1,0.751088267287633,1,0.682029873740153,1
"289",1.88937183408141e-07,0.00967088290627203,1,0.582505890387664,1,NA,1,1,1,1,0.455532852167327,1
"290",2.75387401298721e-26,0.227916900245452,1,0.0286303734579597,0.00135858676539732,1,1,1,0.0808119412889626,0.481029160942598,0.560624319129042,0.0949460919617785
"291",6.13296210246929e-15,1,1,0.620211828387721,1,1,1,1,1,1,1,1
"292",0.00399713439885827,1,1,1,1,1,1,1,1,1,1,1
"293",2.26162055503618e-05,1,1,1,1,1,1,1,1,1,1,1
"294",0.00155826921949741,1,1,1,1,1,1,1,1,1,1,1
"295",0.00177802570211663,1,1,1,1,1,1,1,1,1,1,1
"296",0.118187908067873,0.000983167225381528,0.00201507807505793,1,1,1,1,1,1,0.138505472677729,1,1
"297",1.00310434651235e-06,1,1,1,1,1,1,1,1,1,1,1
"298",2.9213809792678e-06,1,1,1,1,1,1,1,1,1,1,1
"299",NA,1,1,1,1,1,1,1,1,1,1,1
"300",0.610281485118164,1,1,1,1,1,1,1,1,1,1,1
"301",0.0277865562179326,1,1,0.00539564727399152,0.000153710380443753,0.183399639800232,1,1,0.0223653248496851,1,1,1
"302",1.86190575484983e-25,2.55670259751487e-12,1,0.000394204248159623,0.000199105657799574,1,1,0.784647493976317,0.495057818020683,0.398887932919778,0.522392684857079,0.129992527231927
"303",0.00141392332129876,1,1,1,1,1,1,1,1,1,1,1
"304",6.11362201151839e-33,1,1,1,1,1,1,1,1,1,1,1
"305",1,1,1,1,1,0.0772698556732983,1,1,1,NA,0.0607101764444106,1
"306",6.8808738205195e-10,1.45453334421278e-06,1,0.000394204248159623,1,1,1,0.387842850448061,0.0378802863945861,1,0.0516790280902292,1
"307",4.86555985346166e-22,1.19672770952488e-09,1,0.00135971900089841,1,1,0.366984413234152,1,0.238093179986545,1,0.364236889073126,1
"308",8.08632080317225e-10,1,1,0.00539564727399152,1,1,1,1,1,1,1,1
"309",1.04894824846108e-17,5.04712148447768e-09,1,0.0088190293072674,1,0.898354033569069,1,0.786078656293161,1,1,1,1
"310",4.85973762501567e-15,0.136578740035272,1,0.144109344736304,1,0.364861676458853,1,1,1,1,0.441968747385748,1
"311",8.69273812753972e-23,1.29102006569371e-05,1,0.000957353174101942,0.000314774505975178,0.671811179738942,1,1,1,1,1,0.052573594126966
"312",0.0755856990790967,1,1,0.00880599378025112,1,1,1,1,1,1,1,1
"313",0.0456934105786151,1,1,1,1,1,1,1,1,1,1,1
"314",0.78814850752329,1,1,0.0479503097850305,1,1,1,1,0.0365393247645383,1,1,1
"315",1.23054088243749e-05,1,1,1,1,1,1,1,1,1,1,1
"316",0.00675527363189709,1,1,1,1,1,1,1,1,1,1,1
"317",0.101145180351572,1,1,1,1,1,1,1,1,1,1,1
"318",0.00394316913996752,1,1,1,1,1,1,1,0.121969623193341,1,1,1
"319",0.402844886655953,1,1,1,1,1,1,1,0.108996198040602,1,1,1
"320",0.143534628567322,1,1,0.00539564727399152,1,1,1,1,0.673699570961543,1,1,1
"321",0.00889523779779209,1,1,1,1,1,1,1,1,1,1,1
"322",8.46368137714788e-06,1,1,1,1,1,1,1,0.193941611169521,1,1,1
"323",0.848613883263998,1,1,1,1,1,1,1,1,1,1,1
"324",9.3929056958956e-29,0.042339378801261,1,0.268978711440889,1,0.113196727103476,1,0.387109491757074,0.00941066768103948,1,1,1
"325",1.4038006345787e-32,1.62727119034177e-12,0.0467250117348705,0.00310556029647703,1,0.183399639800232,0.00635956741807817,1,0.0268484467765746,0.220354027898785,1,1
"326",2.33155497913439e-08,2.17638269077353e-13,1,0.00135971900089841,0.000314774505975178,0.0369872775169231,1,1,0.0105647547023409,1,0.777958761081079,0.340468684860411
"327",5.54340118550353e-07,0.00604720402583589,1,0.00310556029647703,1,1,1,0.129812812837961,0.00532424776168752,1,1,1
"328",2.75010769315065e-18,0.108231848663269,1,1,1,0.2317184057787,1,1,1,1,1,1
"329",3.00997266514659e-21,4.0285610327977e-11,1,0.000570338061167115,0.000153710380443753,1,1,0.303636042419579,0.823327384315788,0.323224049932124,1,0.29589376089578
"330",1.1223367947473e-05,1,1,0.0262714311315552,1,1,1,1,1,1,1,1
"331",0.15336664238501,1,1,1,1,1,1,1,1,1,1,1
"332",0.00431391637473113,1,1,1,1,1,1,1,1,1,1,1
"333",2.63078279327327e-05,1,1,0.00539564727399152,1,1,1,1,0.542470325290546,1,1,1
"334",0.000560049242452349,1,1,0.00840523282971157,1,1,1,1,1,1,1,1
"335",1.4851212678805e-10,1,1,1,1,1,1,1,1,1,1,1
"336",8.45777518155905e-08,1,1,1,1,1,1,0.407580232715275,0.754887732291934,1,1,1
"337",0.00483601370001843,1,1,1,1,1,1,1,0.0291447399165893,1,1,1
"338",0.0150905311217843,1,1,1,1,1,1,1,0.123102434484163,1,1,1
"339",5.89111704250987e-09,1,1,0.0479503097850305,1,1,1,1,0.168907205734675,1,1,1
"340",0.741133824005944,1,1,1,1,1,1,1,1,1,1,1
"341",0.0381850433789538,1,1,1,1,1,1,1,1,1,1,1
"342",1,1,1,0.749852857072685,1,1,1,1,0.322939278109019,1,1,1
"343",9.31928296625108e-08,7.88047460582639e-08,1,1,1,0.898354033569069,1,0.129812812837961,0.00120792995820328,0.66810167697146,0.0531243411635607,1
"344",1.0298068622372e-07,6.58587664336544e-07,1,1,1,1,1,0.0749869742851499,0.000874419424680316,1,1,1
"345",NA,1,1,1,1,1,1,1,1,1,1,1
"346",3.48936258227066e-06,1,1,1,1,1,1,1,1,1,1,1
"347",2.03648835124838e-13,1.71912880987564e-09,1,0.00135971900089841,0.000763405108930488,1,1,0.0749869742851499,0.0295278595137109,1,1,0.802126754821091
"348",0.000385345187858814,1,1,1,1,1,1,1,1,1,1,1
"349",0.0510807742102922,1,1,1,1,1,1,1,1,1,1,1
"350",0.0960425318744975,1,1,1,1,1,1,1,1,1,1,1
"351",3.39387026207349e-16,1,1,1,1,1,1,1,1,1,1,1
"352",5.21847348621455e-21,1.35040207948847e-12,1,0.000394204248159623,0.0140249306060361,0.0254949788399782,1,0.195119153208224,0.279712440854734,0.156512995387676,0.565638450066443,1
"353",2.98671633552651e-33,1,1,0.0134778591893001,1,1,1,1,1,1,1,1
"354",5.88150881446168e-14,1,1,1,1,0.333129382761232,1,1,1,1,1,1
"355",6.43238773290495e-18,0.175116394603315,1,0.0262714311315552,1,0.201541578537798,1,1,1,1,1,1
"356",1.87732317479542e-40,2.47143993125297e-06,1,0.00214447110998835,1,1,1,1,1,1,0.0373371328382394,1
"357",1.41313993819039e-35,1.52445531369726e-06,1,0.00135971900089841,1,0.182998144385155,1,1,0.817792061747693,1,0.560624319129042,1
"358",2.61128095292669e-39,3.25335800993598e-06,1,0.00135971900089841,1,1,1,0.556171861974189,0.00137244662823445,1,1,1
"359",6.87763031037582e-05,6.73264088788733e-08,1,1,1,1,1,0.243200315697133,0.00610152787368885,1,0.345457600564551,1
"360",6.58881635740604e-33,3.28182048102722e-10,1,0.00950499531643065,1,1,1,0.744263894865195,0.420554082085518,1,0.00862340316236365,1
"361",0.00189794617761161,3.2359179262012e-08,1,1,1,1,1,0.0852286888554046,0.000732675195346024,0.805629870232905,0.283658460648315,1
"362",0.0722025040215355,1,1,1,1,1,1,1,1,1,1,1
"363",5.26952733252661e-25,4.80238139960883e-07,0.00201507807505793,0.000394204248159623,0.000199105657799574,1,0.00635956741807817,1,1,0.761219023822518,1,0.220902791763574
"364",7.59915435115662e-08,1,1,1,1,1,1,1,1,1,1,1
"365",0.000966600593821793,1,1,1,1,1,1,1,1,1,1,1
"366",0.390319846541434,1,1,1,1,1,1,1,1,1,1,1
"367",0.000473771371743078,1,1,1,1,1,1,1,1,1,1,1
"368",5.92270148640767e-05,1,1,1,1,1,1,1,1,1,1,1
"369",0.000285861506290196,1,1,1,1,1,1,1,0.0495182674572386,1,1,1
"370",1,1,1,1,1,1,1,1,1,1,1,1
"371",5.76168854416475e-30,1,1,0.00706034497761546,1,0.292375525753993,1,1,1,1,1,1
"372",9.19520349690364e-08,1.89771374954006e-05,1,0.000570338061167115,1,0.376979308510893,1,0.0852286888554046,1,1,1,1
"373",1,1,1,1,1,NA,1,1,1,1,1,1
"374",0.187209843534148,1,1,1,1,NA,1,1,1,1,1,1
"375",7.20985387726835e-26,3.45741049330117e-09,1,0.000957353174101942,1,0.898354033569069,1,0.547985567438952,0.0392921885222157,1,0.00116758021674939,1
"376",0.160377300519555,3.22475810820193e-07,1,0.0414632960921393,1,0.72217461474791,1,0.0749869742851499,0.0223653248496851,0.220354027898785,1,1
"377",4.52555968889187e-12,2.22251699816648e-09,1,0.364050399261667,1,0.978961003998021,1,0.0852286888554046,0.00443031483574635,1,1,1
"378",9.331574158831e-09,1,1,1,1,0.376979308510893,1,1,1,1,1,1
"379",1.91634814022672e-12,1,1,1,1,1,1,1,1,1,1,1
"380",1.33956400185434e-35,2.95398225057482e-13,1,0.000394204248159623,1,0.72217461474791,1,0.859711921931039,1,1,0.920434137474606,1
"381",1.01753324297928e-37,4.90518757099617e-10,1,0.0812628973548514,1,1,1,0.421785660078407,1,1,0.56747290380982,1
"382",6.64732955672193e-40,1,1,1,1,0.488713895673805,1,1,1,1,1,1
"383",0.991774984706674,1,1,1,1,1,1,1,1,1,1,1
"384",2.60635385159656e-34,1,1,1,1,0.978961003998021,1,1,1,1,1,1
"385",4.15852724306352e-35,1.46054384112325e-12,1,0.000394204248159623,1,1,1,0.120474973159309,0.736886839224186,1,1,1
"386",1.44741394068283e-30,1,1,1,1,1,1,1,1,1,1,1
"387",5.89709002690724e-11,1,1,1,1,1,1,1,1,1,1,1
"388",1.49373238528098e-28,2.51425936995949e-11,1,0.00214447110998835,1,1,0.422523094954348,1,1,1,0.71669710557659,1
"389",1.57979793192579e-06,1,1,1,1,1,1,1,1,1,1,1
"390",4.09285470065285e-05,1,1,1,1,1,1,1,1,1,1,1
"391",5.02270079103335e-41,2.13511342176659e-13,1,0.00539564727399152,1,0.211905119658295,1,0.722936670472063,0.00941066768103948,0.341544933758631,0.767134822399331,1
"392",1.03104966098739e-41,2.38599071374709e-09,1,0.00950499531643065,1,0.183399639800232,1,0.243534830960278,0.0148989639323288,1,1,1
"393",0.366263187921867,5.16686423731634e-06,1,1,1,1,1,0.562750740372554,0.842912949092201,0.156512995387676,0.223822523988581,1
"394",1.01912285349164e-14,4.0285610327977e-11,1,0.000957353174101942,1,1,1,1,0.179965033393461,1,1,1
"395",1.86696224437528e-24,1,1,1,1,1,1,1,1,1,1,1
"396",0.554862852390441,1,1,0.0479503097850305,1,0.172057906155296,1,1,1,1,1,1
"397",0.00882175039199086,1,1,1,1,1,1,1,1,1,1,1
"398",5.60789618085932e-06,1,1,1,1,1,1,1,1,1,1,1
"399",2.45882628870853e-21,1.35040207948847e-12,1,0.000394204248159623,1,1,1,0.47523263449802,1,1,0.611218276041038,1
"400",1.11412269404582e-28,3.77532231813859e-10,1,0.00705418128285642,1,0.116604862711484,1,1,0.432929335309745,1,0.767134822399331,1
"401",1,0.000835045196944537,1,0.360856686647754,1,1,1,1,1,1,1,1
"402",7.83923479315143e-05,1,1,1,1,1,1,1,1,1,1,1
"403",1.23130712496891e-15,3.76883539282009e-10,1,0.000394204248159623,1,0.855068972580521,1,0.129812812837961,0.198430715091939,1,1,1
"404",0.0038662783965171,8.11791297947348e-11,1,0.0196783114861648,1,0.0493906416641643,1,1,1,1,0.147088439211301,1
"405",1,1,1,1,1,NA,1,1,1,1,1,1
"406",0.364595211437039,1,1,1,1,1,1,1,1,1,1,1
"407",0.194822752609662,1,1,1,1,1,1,1,1,1,1,1
"408",NA,1,1,1,1,1,1,1,1,1,1,1
"409",3.7236604726791e-17,1,1,1,1,1,1,1,1,1,1,1
"410",0.012690595318714,9.14018961270815e-11,1,0.000957353174101942,1,0.898354033569069,1,0.802771308350198,1,1,1,1
"411",1.32244271236697e-12,0.000286073516412793,1,0.0592651524176283,1,0.376979308510893,1,0.17906747498499,0.0457467168134276,0.326728039517084,0.386675760945876,1
"412",1,1,1,0.00840523282971157,1,1,1,1,1,1,1,1
"413",4.66143981629046e-06,1,1,1,1,1,1,0.0749869742851499,0.0338465859132325,NA,0.652788439065066,1
"414",1,1,1,1,1,1,1,1,1,1,0.00862340316236365,1
"415",0.329811745310248,NA,1,1,1,1,1,1,1,1,1,1
"416",NA,1,1,1,1,1,1,1,1,1,1,1
"417",5.23353881957632e-09,1,1,1,1,1,1,1,1,1,1,1
"418",1.33565793008318e-12,0.0873608522071318,1,1,1,0.103526309745775,1,0.0749869742851499,0.00446222597148431,1,1,1
"419",3.70466601043868e-06,1.28688168291327e-08,0.0665036865698786,0.33067047756454,1,1,1,0.17906747498499,0.000992961573186437,1,0.365027651558423,1
"420",3.56818411410509e-12,1.42418310254517e-07,1,0.364050399261667,1,1,1,1,1,1,0.522392684857079,1
"421",6.77396763126583e-08,0.0498953811143873,1,0.0196783114861648,0.0813738819306553,1,1,1,0.0850549889257282,1,0.0634512041996602,1
"422",0.584305688600554,3.15195694959639e-07,1,0.402320217974674,0.0458403312613152,1,0.746820000327889,0.0852286888554046,0.00320515475455478,1,1,1
"423",0.0924344839924509,1,1,0.620211828387721,1,1,1,1,1,1,0.168183536979864,1
"424",0.0011122481161508,1.30678041770273e-09,1,1,1,1,1,0.0749869742851499,0.00413622509288454,0.431884114748565,0.787818621507841,1
"425",1.2563397469085e-07,2.44985212889034e-08,1,1,1,1,1,0.127980582068677,0.00497164436787669,1,1,1
"426",0.493580548549506,1,1,0.00214447110998835,1,1,1,1,1,1,0.000877859391954328,1
"427",1.94365830078295e-07,2.72012370327949e-08,1,0.440078435768091,1,0.751318951023339,1,1,1,1,1,1
"428",1.75258977083351e-38,4.19489565340664e-12,1,0.00214447110998835,1,1,1,0.17906747498499,0.0552060258206789,1,1,1
"429",0.610281485118164,1,1,1,1,1,1,1,1,1,1,1
"430",9.65436208838869e-06,0.00534758486887072,1,0.209979462853026,1,1,1,0.47523263449802,0.197664933642651,1,0.307306704111755,1
"431",3.17658677614849e-06,1,1,0.0694853110235281,1,1,1,0.0749869742851499,0.00413622509288454,1,1,1
"432",1,1,1,1,1,1,1,1,1,1,1,1
"433",1.59014075491867e-05,1,1,0.527036955207235,1,0.591454523073853,1,0.0852286888554046,1,1,1,1
"434",1,0.592465404982263,1,1,1,1,1,0.210710814416457,1,1,1,1
"435",5.35154560904646e-08,0.000208791174468684,1,1,1,1,1,0.697259744497175,0.983310425256901,1,0.217569533385904,1
"436",7.1723958403912e-39,0.000308383570552936,1,0.402320217974674,1,1,1,1,0.197664933642651,1,0.192901383177544,1
"437",6.16762658826286e-21,6.87400687421596e-07,1,0.00135971900089841,0.000763405108930488,1,1,1,0.566928766721313,0.522635135572569,1,0.563436398069354
"438",3.96699624178132e-29,1,1,1,1,1,1,1,1,1,1,1
"439",1,1,1,1,1,1,1,1,1,1,1,1
"440",8.27075240043172e-16,1,1,1,1,1,1,1,1,1,1,1
"441",1.25741206041264e-13,1,1,1,1,1,1,1,1,1,1,1
"442",5.22227650545172e-11,1,1,1,1,1,1,1,1,1,1,1
"443",1.1385980325783e-12,1,1,1,1,1,1,1,0.408621047689947,1,1,1
"444",9.21981315924066e-07,1,1,1,1,1,1,1,1,1,1,1
"445",1.10685767140704e-08,1,1,1,1,1,1,1,0.127840487250139,1,1,1
"446",1.16258873618491e-10,1,1,1,1,1,1,1,1,1,1,1
"447",5.80095504164203e-24,1,1,0.0262714311315552,1,1,1,1,1,1,1,1
"448",0.24029211667757,1,1,1,1,1,1,1,1,1,1,1
"449",6.1972041934286e-09,1,1,1,1,1,1,1,1,1,1,1
"450",0.00073523600544864,1,1,1,1,1,1,1,1,1,1,1
"451",4.81843110269768e-07,4.13180616413653e-12,1,0.000394204248159623,1,1,1,0.129812812837961,0.847469026998539,1,0.747719443627375,1
"452",3.17301832579955e-14,1.22067398744762e-06,1,1,1,1,1,1,1,1,1,1
"453",0.00129267878825511,2.95398225057482e-13,1,0.000394204248159623,1,1,1,1,0.804880726835816,1,1,1
"454",0.462947148079913,0.000122779267543144,1,1,1,1,1,1,1,1,1,1
"455",1,1.276125750872e-05,0.00785029484954135,0.239717446660836,1,0.201541578537798,1,1,0.0287978569566352,1,0.364236889073126,1
"456",1,1,1,1,1,1,1,1,1,1,1,1
"457",8.81842475162942e-11,1,1,1,1,1,1,1,1,1,1,1
"458",8.55669748297683e-08,1,1,0.354048706269982,1,1,1,1,1,1,1,1
"459",0.0376202854936124,1,1,1,1,0.552957912324003,1,1,1,1,1,1
"460",1.19627871412763e-29,1,1,0.0694853110235281,1,1,1,0.195119153208224,0.0526419246725047,1,1,1
"461",4.53610619229917e-26,1.2177468337707e-13,1,0.000394204248159623,0.000153710380443753,0.781273713498778,1,0.129812812837961,1,0.368835190248013,0.00431346475369703,0.0592810967020147
"462",4.47457428232705e-19,1,1,1,1,1,1,1,0.750073941097921,1,1,1
"463",1,1,1,1,1,1,1,1,1,1,1,1
"464",0.000448213117042394,3.00322521492856e-05,1,0.000957353174101942,1,0.0893859206658974,1,0.107150537210009,0.630185248511683,1,0.276355001295272,1
"465",0.0816097352516785,1,1,1,1,1,1,1,0.0883201155379674,1,1,1
"466",0.108805940843734,1,1,1,1,1,1,1,0.00320515475455478,1,1,1
"467",8.59953729732741e-39,2.44766092900365e-11,1,0.209979462853026,1,0.229042316288762,1,1,1,1,0.429907393256099,1
"468",2.25793736663379e-17,5.03868857281749e-11,1,0.00706034497761546,0.00406281416157908,1,1,1,0.919271741623274,1,1,1
"469",2.84243395087906e-30,1,1,1,1,1,1,0.387842850448061,1,1,1,1
"470",3.16647260274928e-32,0.310530078857294,1,0.332370011491968,1,0.671811179738942,1,1,1,1,0.0226587843986709,1
"471",3.05920955323501e-12,2.23385509191743e-05,1,0.402320217974674,1,0.0493906416641643,1,1,0.00570040942346776,1,0.245317309237257,1
"472",0.00871149526564547,3.91878916968814e-05,1,0.74307981639626,1,1,1,1,1,1,1,1
"473",0.841852843793961,1,1,0.47153003568524,1,1,1,1,1,1,1,1
"474",2.41736828676521e-05,1,1,1,1,0.671811179738942,1,1,1,1,0.820680575507217,1
"475",1,1,1,1,1,1,1,1,1,1,1,1
"476",0.0497705854230143,0.000715015291441867,1,1,1,0.671811179738942,1,1,1,1,0.00125164003072753,1
"477",0.0550688217022024,1,1,1,1,1,1,NA,1,1,1,1
"478",0.00166265478692675,6.45466608970809e-05,1,0.0187394581003411,1,0.855068972580521,1,1,0.915142754822543,1,0.0231982143145079,1
"479",2.1246872120795e-24,2.54609248586625e-07,1,1,1,1,1,1,1,0.341544933758631,1,1
"480",1,5.04712148447768e-09,1,0.0414632960921393,1,1,1,1,0.38889625893318,1,1,1
"481",3.78713834899881e-09,2.20422849794776e-06,1,0.0179699478894527,1,0.671811179738942,1,1,0.495598497905568,1,1,1
"482",4.81034848164252e-09,1,1,1,1,1,1,1,1,1,1,1
"483",1.1385980325783e-12,3.45741049330117e-09,1,0.000394204248159623,0.00395169248847669,0.898354033569069,1,0.559380760535746,0.919271741623274,0.761219023822518,1,0.0949460919617785
"484",0.735947050906497,9.46146064736288e-07,1,1,0.00324995575972693,1,1,1,1,1,1,0.29589376089578
"485",NA,0.571277282656138,1,1,1,1,1,1,1,1,1,1
"486",6.61592170822553e-18,5.31360046400837e-06,1,1,1,0.853185971558536,1,0.562750740372554,1,0.454870663736819,1,1
"487",7.47426505976555e-28,4.54512152911806e-06,1,0.00135971900089841,1,1,1,0.407580232715275,0.0105647547023409,1,0.824031425553234,1
"488",4.09828156190029e-05,2.58176443376329e-07,1,0.112340089715094,0.468765190911323,1,1,1,1,1,1,0.802126754821091
"489",1.34706226066598e-28,7.26023320458543e-11,0.45976521478256,0.000570338061167115,0.0672726816619816,1,0.0727671643851258,0.802771308350198,0.939174075899177,0.965954892376297,1,0.220902791763574
"490",0.36933146303767,1,1,1,1,1,1,1,1,1,1,1
"491",2.73805257125041e-12,1,1,0.00706034497761546,1,1,1,1,0.297150220666542,1,1,1
"492",1.3025044236762e-09,1,1,0.00539564727399152,1,1,1,1,0.0406471663698106,1,1,1
"493",0.157422306486976,1,1,1,1,1,1,1,1,1,1,1
"494",0.00390987735730815,1,1,0.00776220253118594,1,1,1,1,1,1,1,1
"495",1.05438651730948e-09,8.01464282140203e-05,1,0.183204544148334,1,1,1,1,0.331847469464649,1,0.71669710557659,1
"496",3.5152210964462e-05,1,1,1,1,1,1,1,1,1,1,1
"497",5.72831899532669e-12,0.00020349619612543,0.234819511674814,0.00462720700815939,0.000314774505975178,1,1,1,1,1,1,0.933363688010498
"498",0.000285861506290196,1,0.234819511674814,1,0.153879264969146,0.581292353856317,1,1,1,1,0.283660782242348,NA
"499",4.21384996381106e-07,5.04712148447768e-09,1,0.284640183981376,1,0.448719332601132,1,1,0.118908070332097,1,1,1
"500",6.26263140377375e-10,6.66024525593553e-10,1,0.0107354382644984,1,1,1,1,0.975048125612642,1,0.727942227788254,1
"501",2.19956830903805e-09,1,1,1,1,0.312088148712003,1,0.712728699999849,0.796194673571595,1,1,1
"502",0.0703326019832804,0.00840885246932068,1,0.16298841669289,1,0.284487547090143,1,1,1,1,1,1
"503",3.40691386997571e-10,6.99066545900243e-09,1,0.364050399261667,1,1,1,0.0852286888554046,0.000992961573186437,1,1,1
"504",6.76306508142707e-06,2.27420601736826e-05,1,1,1,1,1,0.0733542117282921,1,1,1,1
"505",0.256333801447528,1.33694256377795e-09,1,0.0162986423097108,1,0.488713895673805,1,1,0.360205721248339,1,0.368851246794941,1
"506",1,1,1,1,1,1,1,1,1,1,1,1
"507",1.09048857857637e-05,0.000130828040555792,1,0.00310556029647703,0.0193141805450149,1,1,0.414623808610154,0.00137244662823445,1,1,1
"508",0.0155636142894737,5.54353597135041e-07,1,0.0145342204822409,1,0.646034417449972,1,0.0852286888554046,0.00222849268973338,1,0.346177364220765,1
"509",5.0686026632607e-07,1,1,1,1,1,1,1,1,1,1,1
"510",1,1.35040207948847e-12,0.000149160293093247,0.0054652783142907,6.38849655368061e-06,0.0117500258190047,0.00281510355366733,0.0749869742851499,0.00137244662823445,0.56761269751218,0.0100166768771852,1
"511",0.81414416533306,1,1,1,1,1,1,1,1,1,1,1
"512",0.0721291149653102,1,1,0.729868172730346,1,1,1,1,1,1,1,1
"513",3.95622023869096e-19,1,1,1,1,1,1,1,0.764436211380465,1,1,1
"514",0.15282451157002,5.51865590326208e-05,1,0.943915521996572,1,0.078811811215677,1,1,1,1,1,1
"515",2.25112166934613e-25,2.73028839333991e-08,0.0219576335392197,0.000394204248159623,1.21381434519932e-05,1,1,1,1,0.398887932919778,1,0.052573594126966
"516",0.125479296199265,1,1,1,1,1,1,1,1,1,1,1
"517",6.22297306033479e-06,1,1,0.0134778591893001,1,1,1,1,0.951072089891661,1,1,1
"518",0.0973692549698258,1,1,1,1,1,1,1,1,1,1,1
"519",3.66266096342449e-13,1,1,0.295801159127137,1,1,1,0.407580232715275,0.331847469464649,1,0.682029873740153,1
"520",0.0453610207662085,1,1,1,1,1,1,1,1,1,1,1
"521",0.00056876696198914,1,1,1,1,1,1,0.0820906184748719,1,1,1,1
"522",0.208613832721166,3.11395596557501e-06,1,0.433373531856607,1,0.0785077533980882,1,0.407580232715275,1,NA,1,1
"523",0.000102076144934118,1.14826370564018e-10,1,1,0.000153710380443753,0.319592730596903,1,1,0.0155816211384865,1,1,0.0949460919617785
"524",2.80148582567555e-22,1,1,1,1,1,1,1,1,1,1,1
"525",0.584305688600554,1,1,1,1,1,1,1,1,1,0.589068489960659,1
"526",2.94005476350499e-12,1,1,1,1,1,1,1,1,1,1,1
"527",3.38395767391189e-31,1.68487710358789e-10,1,0.0928922685901339,0.00209401791979414,1,0.0124296357113127,0.414623808610154,1,0.368835190248013,1,1
"528",1.28613390763105e-10,8.71855029981772e-08,1,0.946615466805581,1,1,1,1,1,1,0.71669710557659,1
"529",0.000627346468148427,1,1,1,1,1,1,1,1,1,1,1
"530",0.00249895565628905,1,1,1,1,1,1,1,1,1,1,1
"531",2.36956849603086e-07,1,1,1,1,1,1,1,1,1,1,1
"532",8.65120355640064e-26,1.37766131333085e-06,1,0.000570338061167115,9.58274483052092e-06,1,0.597409814711707,1,0.359820442295019,0.711710132050941,1,0.360310643124801
"533",5.01722202296608e-11,1,1,1,1,1,1,1,1,1,1,1
"534",1.47047049696619e-10,1,1,1,1,1,1,1,1,1,1,1
"535",5.73325939527818e-06,1,1,1,1,1,1,1,1,1,1,1
"536",3.46754618520182e-05,1,1,1,1,1,1,1,1,1,1,1
"537",2.18243401732897e-12,1,1,1,1,1,1,1,0.999723765345644,1,1,1
"538",1,1,1,1,1,1,1,1,1,1,1,1
"539",1.37196115837419e-10,1,1,1,1,1,1,1,1,1,1,1
"540",0.00672082320724804,1,1,1,1,1,1,1,1,1,1,1
"541",6.69722612100225e-14,1,1,1,1,1,1,1,1,1,1,1
"542",8.4295168129642e-07,1,1,0.909910934043753,1,1,1,0.217730492151435,0.279712440854734,1,1,1
"543",2.89545126280313e-08,2.13511342176659e-13,1,0.000394204248159623,1,0.201541578537798,1,1,0.248724472490739,0.156512995387676,0.0448338781862041,1
"544",1.50493918787874e-07,1.2715983254845e-06,1,0.0694853110235281,1,0.376979308510893,0.0874279224227211,1,0.114072845619421,1,0.0393210132808149,1
"545",3.57902856146166e-11,6.73264088788733e-08,1,0.0286303734579597,1,0.041040430973037,1,1,1,1,0.534270913961199,1
"546",0.0110058980478005,1.35040207948847e-12,1,0.000570338061167115,1,1,1,0.0929284617657666,0.0332536009409201,0.109609061015711,0.840173341208603,1
