"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"147",3.01529640831489e-17,1,1,0.0866574529904726,1,1,1,1,1,1,1,1
"148",4.83822791281606e-30,1,1,0.0106925553423536,1,1,1,1,1,1,0.0373371328382394,1
"149",0.156129490526581,1,1,1,1,0.488713895673805,1,1,1,1,1,1
"150",2.51256849693501e-14,1,1,1,1,0.116604862711484,1,1,1,1,1,1
"151",1.67870146376986e-36,1.62727119034177e-12,1,0.0286303734579597,1,1,1,1,0.0732536638346212,1,0.0669815618160498,1
"152",2.61924992791193e-11,0.000266022944835869,0.45976521478256,0.00862359990935238,0.000314774505975178,1,1,0.978052575822014,0.21651677224986,1,0.101946987220306,0.503740426089388
"153",0.196888530375062,1,1,1,1,0.333129382761232,1,0.22488137341683,1,0.576634574669785,1,1
"154",3.87152138565645e-11,1,1,1,1,1,1,1,1,1,1,1
"155",0.0402962895284879,1,1,1,1,1,1,1,1,1,1,1
"156",1.75142170860684e-13,1,1,1,1,1,1,1,1,1,1,1
"157",0.000408117091300527,1,1,1,1,1,1,1,1,1,1,1
"158",0.00207066829550807,1,1,1,1,1,1,1,1,1,1,1
"159",1,1.76242975168166e-08,1,0.000394204248159623,1,1,1,1,1,1,1,1
"160",2.4818758052547e-22,0.00543789773448271,0.00542291265425352,0.00310556029647703,0.000600203906070264,0.781273713498778,0.108723559234208,1,1,0.341544933758631,1,0.052573594126966
"161",3.1651894485123e-23,3.06876128596228e-13,0.000149160293093247,0.000394204248159623,0.0369423807601565,1,1,0.129812812837961,0.0808119412889626,0.431884114748565,1,0.995165173532888
"162",1.26546249096964e-07,1,1,1,1,1,1,0.17906747498499,1,1,1,1
"163",1.47047049696619e-10,1,1,0.0245294779038131,1,1,1,1,1,1,1,1
"164",0.000264213475608167,3.27676666157001e-06,1,0.721921931176979,1,1,1,1,1,1,1,1
"165",2.43219116761725e-08,1,1,1,1,1,1,1,1,1,1,1
"166",0.0435682282719717,1,1,1,1,1,1,1,1,1,1,1
"167",1,1,1,1,1,1,1,1,1,1,1,1
"168",0.0423061303268118,1,1,0.818623453707781,1,1,1,0.168085261573179,0.597689586274417,1,0.00125164003072753,1
"169",0.000376769015169047,1,0.0394084650813704,0.402320217974674,1,1,1,1,1,1,1,1
"170",2.17010867371916e-22,4.52760076511928e-09,1,0.00539564727399152,0.000153710380443753,0.0893859206658974,1,1,0.00413622509288454,1,1,0.0949460919617785
"171",0.584305688600554,1,1,1,1,1,1,1,1,1,1,1
"172",0.264118242359124,1.05677688195355e-10,1,0.0162986423097108,1,0.0306304987799607,1,1,0.0439291359869179,1,1,1
"173",2.09211392637856e-13,1,1,1,1,1,1,1,1,1,1,1
"174",0.155446767655079,0.303183197554277,1,1,1,1,1,1,0.179170300862024,1,1,1
"175",0.000814522353107587,1,1,1,1,1,1,1,1,1,1,1
"176",6.40761633028765e-05,3.39149331744821e-11,1,0.000394204248159623,1,0.0117500258190047,1,0.0749869742851499,0.00120792995820328,1,0.79784293879971,1
"177",2.72648246379821e-07,1,1,0.0286303734579597,1,1,1,0.129812812837961,0.0987362569018475,1,1,1
"178",7.28980993694002e-07,1,1,0.00986764640626842,1,1,1,1,0.475885277927681,1,1,1
"179",0.00183918802685477,1,1,0.0187394581003411,1,0.692069951536095,1,0.962009070606132,0.786689930249321,1,1,1
"180",0.0108783589211882,1.08811433277215e-09,0.244265054341912,0.000957353174101942,1,0.0117500258190047,1,0.978052575822014,1,0.232021459642943,1,1
"181",5.55612990599433e-07,1,1,0.214610990734936,1,1,1,1,0.956781813666823,1,0.074071304501467,1
"182",0.610281485118164,1,1,1,1,1,1,1,1,1,1,1
"183",0.00695225739774317,5.07877279149666e-14,1,0.000394204248159623,1,1,1,0.0852286888554046,0.00120792995820328,1,0.0555061979289076,1
"184",1.91622909901924e-05,1,1,1,1,1,1,1,1,1,1,1
"185",0.0027755721729552,1,1,0.0391594823858984,1,1,1,1,1,1,1,1
"186",0.00243703486021711,8.33397067557406e-09,1,0.0414632960921393,1,0.898354033569069,1,0.3239817179315,1,0.481029160942598,0.0448338781862041,1
"187",7.90766368353405e-14,4.33888747598595e-08,1,0.0928922685901339,1,1,1,1,1,1,1,1
"188",3.12489469310608e-05,1.00744305385263e-09,1,0.000570338061167115,1,1,1,0.562750740372554,0.0219158161264687,1,1,1
"189",7.6158656094054e-07,1,1,1,1,1,1,1,1,1,1,1
"190",4.64485289170309e-17,1,1,1,1,1,1,1,1,1,0.0187595491283106,1
"191",4.0159086120914e-07,3.55064888563599e-07,1,0.48317392056652,1,1,1,1,0.272588899564502,1,1,1
"192",1,1,1,1,1,1,1,1,1,1,1,1
"193",1.52101785542261e-30,1,1,1,1,1,1,1,1,1,1,1
"194",3.04185787946658e-24,0.000871941961317023,1,1,0.333401739063409,0.646034417449972,1,0.0720679568344216,1,1,0.139208058139542,1
"195",2.9618134707697e-08,0.00388265115697297,0.0689241152216649,0.943915521996572,0.0813738819306553,1,1,1,0.00137244662823445,0.743553463560725,0.883002506723469,1
"196",0.610281485118164,1,1,1,1,1,1,1,1,1,1,1
"197",0.256333801447528,1,1,1,1,1,1,1,1,1,1,1
"198",6.35467478081161e-12,1,1,1,1,0.677058266800314,1,1,1,1,1,1
"199",5.32937739916785e-08,0.00292380534450229,0.000268862922163366,0.000570338061167115,1,1,1,1,1,1,0.0383199341626741,1
"200",6.96254019216157e-26,1,1,0.136472994242878,1,0.376979308510893,1,1,0.259731071408053,1,0.000129877962516491,1
"201",1,8.11791297947348e-11,1,0.00135971900089841,0.00203187424922115,1,1,0.438952856417727,0.751088267287633,0.156512995387676,0.393166788376104,1
"202",1.46724532980446e-22,0.0378053463384259,1,0.0353476617546655,1,1,1,0.404412760122298,0.0267623329543857,1,0.522392684857079,1
"203",6.8939241407377e-07,1,1,NA,1,0.319592730596903,1,1,1,1,1,1
"204",0.00784873520328373,1.42418310254517e-07,1,0.428622658896923,1,0.266210572733387,1,1,0.554098415103217,1,0.441968747385748,1
"205",3.73879275649115e-13,0.00203397013311438,1,1,1,0.376979308510893,0.00635956741807817,0.407580232715275,0.0571246843758103,0.56761269751218,1,1
"206",0.0746498850634383,7.92841103074687e-12,1,0.00539564727399152,1,0.0277507215986819,1,1,1,1,0.818214909611686,1
"207",1.57644831130247e-20,4.97133032987984e-08,1,0.000394204248159623,1,0.319592730596903,1,0.435411712634406,1,1,0.487664581510746,1
"208",3.31427174975405e-10,1,1,0.287933646152343,1,0.464140962196119,1,0.811285453005218,0.00325622017241573,1,1,1
"209",2.61196063413005e-07,1,1,1,1,1,1,1,1,1,1,1
"210",0.000119152085168488,1.0795734709808e-11,1,0.000394204248159623,1,0.0178319459514775,1,0.166730845267788,0.0457467168134276,1,0.499919019955895,1
"211",1.56793687828015e-25,1.35040207948847e-12,1,0.00705418128285642,1,1,1,0.281143489278997,0.00157139889529486,1,0.00125164003072753,1
"212",0.716819741842567,2.84233363951275e-13,1,0.00214447110998835,1,0.376979308510893,1,1,0.023779068654872,1,0.00125164003072753,1
"213",0.130188431281039,1,1,0.16298841669289,1,1,1,1,1,1,1,1
"214",3.97629362954009e-32,5.63526602344445e-14,1,0.33067047756454,1,1,1,1,0.331847469464649,0.83534880676581,1,1
"215",0.779086045783988,1,1,1,1,0.671811179738942,1,1,0.495057818020683,1,1,1
"216",2.50480308530216e-20,9.44714585465758e-13,1,0.0133141832159873,1,1,1,0.887492042382539,0.0143621091827583,1,0.00252985462764589,1
"217",1.26210900550176e-25,7.33884980049512e-11,1,0.00862359990935238,1,0.898354033569069,1,1,0.0105647547023409,1,0.0373371328382394,1
"218",0.848763460614679,6.0029561065402e-12,1,0.00705418128285642,1,1,1,1,0.0392921885222157,1,0.368851246794941,1
"219",4.56742912818082e-13,1,1,0.000957353174101942,1,1,1,1,1,1,1,1
"220",2.62008711859949e-21,7.67247365115298e-07,1,0.00705418128285642,1,1,1,1,0.037934486373793,1,0.220705101822106,1
"221",1,1,1,1,1,1,1,1,1,1,1,1
"222",8.16545192306258e-12,2.59865417315666e-11,1,0.0054652783142907,1,1,1,1,0.00941066768103948,1,0.276024028668091,1
"223",1.85508189940809e-34,1.01071520481061e-10,1,0.0414632960921393,1,1,1,0.0852286888554046,0.00137244662823445,1,0.00125164003072753,1
"224",NA,1,1,1,1,1,1,1,1,1,1,1
"225",7.2189640590486e-28,1,1,0.00310556029647703,1,0.376979308510893,1,1,0.0883201155379674,1,0.185336815014205,1
"226",1.44341361037974e-24,1,1,1,1,1,1,1,1,1,1,1
"227",1,1,1,0.0145342204822409,1,0.525566079274519,1,1,1,1,1,1
"228",0.449354952506599,3.42788589015356e-09,1,0.000394204248159623,1,0.041040430973037,1,1,0.515193624896848,1,0.0516790280902292,1
"229",6.25333663652282e-16,2.19435204736244e-10,1,0.000394204248159623,1,1,1,0.707746953174295,0.765514436197903,1,1,1
"230",1.59625755575265e-34,0.000142951132785894,1,0.00539564727399152,1,0.525566079274519,1,0.230968260765201,0.369372255963979,1,1,1
"231",3.05319833083022e-23,8.77432668040874e-07,1,0.0928922685901339,1,1,1,1,0.0602391412265337,1,0.565638450066443,1
"232",1.48486146624959e-30,1,1,1,1,1,1,1,1,1,1,1
"233",2.38818880934735e-36,8.16855005560577e-12,1,0.0274713967500324,0.0894507557685121,1,1,1,0.293497920228808,1,0.203533239771806,1
"234",0.100063523250303,1.45918557967538e-10,1,0.0262714311315552,1,0.0117500258190047,1,1,0.83651875804916,1,0.883002506723469,1
"235",1.64813260515863e-29,2.24791613080892e-08,1,0.000394204248159623,0.0479629251800469,0.319592730596903,1,0.129812812837961,0.198430715091939,0.761219023822518,1,1
"236",1,1,1,1,1,1,1,1,1,1,1,1
"237",0.302806532420999,0.258286910868569,1,1,1,1,1,0.407580232715275,1,1,1,1
"238",1.34952650524518e-26,1.60388251050579e-07,1,0.00539564727399152,0.0731740744020241,0.294043463934874,1,0.658405188647091,0.384096322263303,1,1,0.220902791763574
"239",6.34540069465406e-08,1,1,1,0.028548960355896,1,1,1,1,1,1,1
"240",4.0279916749394e-26,1.04394859100776e-06,1,0.0054652783142907,1,1,1,0.562750740372554,0.6518035330638,1,0.682029873740153,1
"241",1.08557213975619e-07,1,1,1,1,1,1,1,1,1,1,1
"242",2.51150430445747e-11,0.00145676908840802,1,0.0266741500372756,1,1,1,1,1,1,1,1
"243",0.278480793072685,1.74994570384195e-10,1,0.00705418128285642,1,1,1,0.833334118049945,1,1,0.62571720870132,1
"244",9.01392052348431e-09,1,1,0.0275864420878985,1,0.677058266800314,1,1,1,1,1,1
"245",0.899782503298051,1,1,0.0088190293072674,1,1,1,1,1,1,1,1
"246",1.31402823490698e-23,1,1,0.15298026327038,1,1,1,1,1,1,1,1
"247",0.101622777179559,1,1,1,1,0.666621513098365,1,1,0.0511294295787938,1,1,1
"248",3.18169448284679e-23,7.24261231357305e-05,1,0.00705418128285642,0.00135858676539732,1,1,1,1,1,0.185327344108439,0.402207430464536
"249",4.83822791281606e-30,0.0284720687948911,1,0.0103735117906115,1,1,1,1,0.630185248511683,1,0.479898892754166,1
"250",7.65659556872022e-37,1,1,1,0.514582913197449,1,1,1,1,1,1,1
"251",9.12637908828587e-38,2.46714249960155e-11,1,0.0286303734579597,1,1,1,1,0.0502418469595289,1,0.447988507318503,1
"252",2.36381741794757e-23,6.55684982120849e-05,1,1,1,1,1,1,1,1,1,1
"253",9.1937062143741e-20,2.13511342176659e-13,1,0.000394204248159623,6.38849655368061e-06,1,1,0.407580232715275,0.552508708732324,0.138505472677729,1,0.052573594126966
"254",2.04622282418102e-16,1,1,0.000394204248159623,1,1,1,1,1,1,0.22061940235685,1
"255",1.32509788096947e-12,0.205760796960891,1,1,1,0.898354033569069,0.0254644880139613,0.791953614794142,0.291466209571986,1,0.050488204410673,1
"256",1,1,1,0.679899240296451,1,1,1,1,1,1,1,1
"257",1.45169796937471e-13,1,1,1,1,1,1,1,1,1,1,1
"258",5.20700853267693e-10,0.644364948572589,1,0.0127929557495149,1,1,0.746820000327889,1,0.00784080930534301,1,0.021298422821883,1
"259",4.77025349564993e-18,0.00010445098096039,1,0.00789237784725601,0.400553622004218,1,1,1,0.0566026875158756,1,0.39174064524625,1
"260",0.00714157739811859,4.24835412064584e-05,1,0.268058888748544,1,1,1,0.398805401413843,1,1,1,1
"261",0.709006861523592,6.5827494481802e-08,1,0.0286303734579597,1,1,1,0.0852286888554046,0.00306234603930613,0.761219023822518,1,1
"262",0.000795833670220585,1.64841560825315e-05,1,0.00539564727399152,1,0.376979308510893,1,0.658405188647091,0.0155954123918257,1,0.0373371328382394,1
"263",0.0207368602646583,1.64841560825315e-05,1,0.000957353174101942,0.688652008390721,0.781273713498778,0.0874279224227211,0.149011791777322,0.00652906858780677,0.156512995387676,0.0796613579781843,1
"264",1.14197976892996e-15,1,1,0.112340089715094,1,0.0715521884411659,1,1,1,1,0.0921194581018137,1
"265",1.54115952377073e-08,0.51195981000263,1,0.000957353174101942,1,1,0.0874279224227211,0.127980582068677,0.00146798520756418,1,1,1
"266",0.00710728754334154,1.35040207948847e-12,1,0.000394204248159623,3.56691057580501e-05,0.376979308510893,1,0.528924082407248,0.487063305940136,0.220354027898785,0.866094400385191,0.0028341560176262
"267",0.0248034990797019,1,1,1,1,1,1,1,0.525662563823634,1,1,1
