"","V2","V3"
"3251",0.719344346964878,"HPRT1"
"8833",0.45993500068108,"GMPS"
"3704",0.683858941094758,"ITPA"
"7498",2.08124404523265,"XDH"
"7378",0,"UPP1"
"1890",0,"TYMP"
"1806",-1.89127239687484,"DPYD"
"1807",0,"DPYS"
"51733",-1.43439120302904,"UPB1"
"7372",0.514575156309718,"UMPS"
"7371",1.3077397510527,"UCK2"
"7083",3.07590521549653,"TK1"
"3614",0,"IMPDH1"
"1548",-4.00918698948091,"CYP2A6"
"978",0,"CDA"
"8824",-0.693193924949414,"CES2"
"7363",0,"UGT2B4"
"1576",0,"CYP3A4"
"2990",0.4744490331314,"GUSB"
