"","V2","V3"
"57733",0,"GBA3"
"3098",-0.770888780021052,"HK1"
"2548",0,"GAA"
"6476",0,"SI"
"80146",0,"UXS1"
"5167",-2.36778147760547,"ENPP1"
"7358",-0.579538582964958,"UGDH"
"7360",-0.794025098158881,"UGP2"
"7363",0,"UGT2B4"
"2990",0.4744490331314,"GUSB"
"2997",0,"GYS1"
"5236",-0.775169170773854,"PGM1"
"2538",0,"G6PC"
"2645",-2.41951537709996,"GCK"
"2821",0,"GPI"
"178",-0.73140986166284,"AGL"
"2632",-0.577242417328339,"GBE1"
"11181",-2.10359690229829,"TREH"
"276",0,"AMY1A"
"8972",0,"MGAM"
"5834",-1.50598368964723,"PYGB"
