"","V2","V3"
"5305",-1.03755353527796,"PIP4K2A"
"3633",-0.751198494905145,"INPP5B"
"253430",0,"IPMK"
"5728",-0.608700312024906,"PTEN"
"3632",-1.41806587116927,"INPP5A"
"3706",0,"ITPKA"
"3628",-0.859071070812245,"INPP1"
"3631",0,"INPP4A"
"51477",0,"ISYNA1"
"3612",0,"IMPA1"
"55586",1.77249925023241,"MIOX"
"5297",0,"PI4KA"
"8394",0,"PIP5K1A"
"5289",-0.368868624801831,"PIK3C3"
"5330",0,"PLCB2"
"5290",0,"PIK3CA"
"4329",-1.01849042939242,"ALDH6A1"
"7167",0.623858683112145,"TPI1"
"200576",-0.420929120396818,"PIKFYVE"
"10423",0,"CDIPT"
"5286",-0.597351932129419,"PIK3C2A"
"3635",0,"INPP5D"
