"","V2","V3"
"6240",0,"RRM1"
"7498",2.08124404523265,"XDH"
"5631",0,"PRPS1"
"5471",0.800485611095041,"PPAT"
"2618",0.482458991645291,"GART"
"471",0,"ATIC"
"158",0,"ADSL"
"10606",0.811581797486484,"PAICS"
"5136",-3.71065157749142,""
"107",0,"ADCY1"
"953",-1.37208151214024,"ENTPD1"
"954",0,"ENTPD2"
"4830",1.43629334222468,"NME1"
"203",-0.676962151572128,"AK1"
"159",0,"ADSS"
"270",0,"AMPD1"
"4907",-1.52785023956851,"NT5E"
"132",0,"ADK"
"353",0.647602304019939,"APRT"
"100",0,"ADA"
"4860",0,"PNP"
"2766",-0.969375132085951,"GMPR"
"3614",0,"IMPDH1"
"8833",0.45993500068108,"GMPS"
"955",0.834660423476546,""
"3251",0.719344346964878,"HPRT1"
"2987",0,"GUK1"
"9615",0,"GDA"
"2977",0,"GUCY1A2"
"9060",-0.831229231623482,"PAPSS2"
"5167",-2.36778147760547,"ENPP1"
"5198",0,"PFAS"
"3704",0.683858941094758,"ITPA"
"318",0,"NUDT2"
"1716",0.514642713581001,"DGUOK"
"55276",0,"PGM2"
"11164",1.14012006739549,"NUDT5"
"5313",1.03489117744293,"PKLR"
"1633",0,"DCK"
"5141",0,"PDE4A"
"5236",-0.775169170773854,"PGM1"
