"","V2","V3"
"226",0,"ALDOA"
"217",-2.8503807949394,"ALDH2"
"218",0,"ALDH3A1"
"10327",0.422791499188003,"AKR1A1"
"124",-5.33242530464285,"ADH1A"
"5160",0,"PDHA1"
"1737",0,"DLAT"
"3939",0,"LDHA"
"5313",1.03489117744293,"PKLR"
"2023",0.788545369774276,"ENO1"
"669",0,"BPGM"
"2597",0.489941354717885,"GAPDH"
"7167",0.623858683112145,"TPI1"
"5211",0,"PFKL"
"2203",0,"FBP1"
"2821",0,"GPI"
"5236",-0.775169170773854,"PGM1"
"3098",-0.770888780021052,"HK1"
"2645",-2.41951537709996,"GCK"
"2538",0,"G6PC"
"1738",-0.420692883022731,"DLD"
"5230",0,"PGK1"
"5105",-2.86711391828277,"PCK1"
"55902",0,"ACSS2"
