"","V2","V3"
"81490",0,"PTDSS2"
"9791",0.638411568896171,"PTDSS1"
"8443",0,"GNPAT"
"10390",0,"CEPT1"
"5130",0,"PCYT1A"
"1119",0,"CHKA"
"43",0,"ACHE"
"1103",0,"CHAT"
"5833",0,"PCYT2"
"5319",0,"PLA2G1B"
"1606",0,"DGKA"
"8611",-1.29692823501075,"PPAP2A"
"5337",0,"PLD1"
"10554",0,"AGPAT1"
"10423",0,"CDIPT"
"162466",-1.13496898559498,""
"57678",0,"GPAM"
"2819",-1.71444209169879,"GPD1"
"2820",0.525986842652502,"GPD2"
"3931",0,"LCAT"
"129642",0,"MBOAT2"
"1040",1.42516740540255,"CDS1"
"23761",0,"PISD"
"10400",0,"PEMT"
"9489",0.645269204328182,"PGS1"
"54675",0,"CRLS1"
"56894",0,"AGPAT3"
"6901",0,"TAZ"
"9926",0,"LPGAT1"
"64850",-2.01082391649614,"ETNPPL"
