"","V2","V3"
"55349",0,"CHDH"
"501",-1.8413213278525,"ALDH7A1"
"132158",0,"GLYCTK"
"635",0,"BHMT"
"189",0,"AGXT"
"2593",-1.65627298722083,"GAMT"
"26227",0,"PHGDH"
"29958",-4.17375461042137,"DMGDH"
"875",0,"CBS"
"1491",0,"CTH"
"2628",-1.62618981925292,"GATM"
"29968",1.16567623975926,"PSAT1"
"51268",-2.72339659279017,"PIPOX"
"1757",0,"SARDH"
"5723",0.812796737959294,"PSPH"
"6470",0,"SHMT1"
"10993",0,"SDS"
"1610",0,"DAO"
"23464",0,"GCAT"
"2731",2.39980365819003,"GLDC"
"211",0,"ALAS1"
"4128",-1.34398602404365,"MAOA"
"9380",-0.444204489201033,"GRHPR"
"314",0,"AOC2"
"275",-1.54782879687775,"AMT"
"1738",-0.420692883022731,"DLD"
"27232",0,"GNMT"
"669",0,"BPGM"
"2653",0,"GCSH"
