"","V2","V3"
"6240",0,"RRM1"
"790",0.703172400415536,"CAD"
"7372",0.514575156309718,"UMPS"
"4830",1.43629334222468,"NME1"
"50808",-0.62887335235561,"AK3"
"51727",-0.530937087572635,"CMPK1"
"1503",0,"CTPS1"
"953",-1.37208151214024,"ENTPD1"
"955",0.834660423476546,""
"7371",1.3077397510527,"UCK2"
"4907",-1.52785023956851,"NT5E"
"7378",0,"UPP1"
"1806",-1.89127239687484,"DPYD"
"1807",0,"DPYS"
"51733",-1.43439120302904,"UPB1"
"978",0,"CDA"
"7296",-1.27094881573282,"TXNRD1"
"1633",0,"DCK"
"1635",0,"DCTD"
"1854",0,"DUT"
"1841",1.21126049079194,"DTYMK"
"7083",3.07590521549653,"TK1"
"4860",0,"PNP"
"1890",0,"TYMP"
"7298",1.6758949243201,"TYMS"
"1723",0,"DHODH"
"3704",0.683858941094758,"ITPA"
"318",0,"NUDT2"
