"","V2","V3"
"2053",-2.762894095496,"EPHX2"
"1555",0,"CYP2B6"
"1573",0,"CYP2J2"
"1558",0,"CYP2C8"
"247",0,"ALOX15B"
"242",0,"ALOX12B"
"2876",0,"GPX1"
"4051",0,"CYP4F3"
"1579",0,"CYP4A11"
"239",0,"ALOX12"
"246",0,"ALOX15"
"5742",-4.94733808555758,"PTGS1"
"5319",0,"PLA2G1B"
"240",0,"ALOX5"
"4048",0,"LTA4H"
"4056",-2.65355568536914,"LTC4S"
"2678",0,"GGT1"
"5740",-5.22172109942471,"PTGIS"
"9536",0,"PTGES"
"6916",-1.20903795962799,"TBXAS1"
"5730",-3.96946672956811,"PTGDS"
"873",0,"CBR1"
"1557",0,"CYP2C19"
"11283",0,"CYP4F8"
"1571",-1.5386686944799,"CYP2E1"
