"","V2","V3"
"C00327",1.38014270868523,"citrulline"
"C00062",0.924602551364297,"arginine"
"C00077",0.865847685872191,"ornithine"
"C00025",0.875246800349357,"glutam ate"
"C00134",1.91258073159959,"putrescine"
"C00148",1.65665892274398,"proline"
"C01157",1.18914291747782,"hydroxyproline"
"C00049",0.716003694121356,"aspartate"
"C00122",0.882921947963507,"fum arate (Fum )"
"C00064",0,"glutam ine"
"C00300",0,"creatine"
"C00022",-0.900339261189813,"pyruvate"
"C00334",1.22942601315301,"4-aminobutyrate"
"C00315",1.57624528349782,"spermidine"
"C00750",0.891747109347976,"spermine"
"C00019",1.33839470982422,"S -adenosylm ethionine (S A M )"
