"","V2","V3"
"C00103",0,"glucose-1P  (G 1P )"
"C00111",0,"dihydroxyacetonephosphate (D H A P )"
"C00668",0,"glucose-6P  (G 6P )"
"C05345",0,"fructose -6P  (F6P )"
"C00074",0,"phosphoenolpyruvate (P EP )"
"C00197",0,"3-phosphoglycerate (3P G )"
"C00186",0.61757776994012,"lactate"
"C00022",0,"pyruvate"
"C00024",0,"CoA"
"C05378",0,"fructose-1,6D P  (F1,6D P )"
