"","V2","V3"
"7172",-1.54180364654885,"TPMT"
"3251",1.02493241442591,"HPRT1"
"8833",0.960410517480296,"GMPS"
"3704",0,"ITPA"
"7498",-2.14459592155626,"XDH"
"9",-0.797418084317291,"NAT1"
"7378",2.82038029990907,"UPP1"
"1890",0,"TYMP"
"1806",0,"DPYD"
"1807",-8.49143249502695,"DPYS"
"51733",-6.24455686046589,"UPB1"
"7372",0,"UMPS"
"7371",-0.8197467335628,"UCK2"
"7083",-1.68178949708042,"TK1"
"3614",0,"IMPDH1"
"1548",0,"CYP2A6"
"978",0,"CDA"
"1066",-3.73308126608539,"CES1"
"7363",0,"UGT2B4"
"1576",0,"CYP3A4"
"2990",0,"GUSB"
