"","V2","V3"
"10331",-7.32261681422374,"B3GNT3"
"10690",-2.18432538015215,"FUT9"
"2526",-0.438275399608903,"FUT4"
"2525",-6.17701459570465,"FUT3"
"8702",-0.387115817870851,"B4GALT4"
"8703",-0.211798917763368,"B4GALT3"
"8704",0,"B4GALT2"
"28",-4.06474461321683,"ABO"
"2523",1.57873807148421,"FUT1"
"10402",1.45850525289216,"ST3GAL6"
"10678",-0.373102189567497,"B3GNT2"
"2651",-1.02207626002124,"GCNT2"
"6489",-2.05233771685115,"ST8SIA1"
"2683",-0.744057928264316,"B4GALT1"
"84002",0,"B3GNT5"
"8708",0,"B3GALT1"
"8707",-3.76510235815863,"B3GALT2"
"10317",-4.1987183519127,"B3GALT5"
"6487",0,"ST3GAL3"
"6484",0,"ST3GAL4"
